Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,PP_0812_15,313284.3333,0.05702277,-1.243951691
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,PP_0812_15,211299.7593,0.037597121,-1.424845404
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,PP_0812_15,239828.1667,0.043772825,-1.35879542
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,PP_0812_15,47507.3,0.00864709,-2.06313002
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,PP_0812_15,54397.126,0.009679024,-2.014168452
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,PP_0812_15,84273.47333,0.015381379,-1.813004714
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,PP_0812_15,132899.7667,0.024189888,-1.61636615
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,PP_0812_15,128846.3333,0.022925967,-1.639672343
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,PP_0812_15,95327.20667,0.017398879,-1.759478741
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,PP_0812_15,94740.1,0.017244217,-1.76335653
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,PP_0812_15,89642.99267,0.015950413,-1.79722806
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,PP_0812_15,0,1.00E-05,-5
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,PP_0812_15,7529.952,0.001339824,-2.872952199
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],PP_0812_15,512546.9333,0.093548759,-1.028961969
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],PP_0812_15,527627.5667,0.096036674,-1.017562891
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],PP_0812_15,488960.8,0.08700208,-1.060470364
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,PP_0812_15,167991.0333,0.030661295,-1.513409507
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,PP_0812_15,206327.5333,0.037554918,-1.425333183
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,PP_0812_15,171266.9,0.03047397,-1.51607097
Q88E36,Q88E36_PSEPK,Folm,Dihydromonapterin reductase,PP_0812_15,34837.56667,0.006358464,-2.196647795
Q88E36,Q88E36_PSEPK,Folm,Dihydromonapterin reductase,PP_0812_15,9826.966667,0.001788665,-2.747470886
Q88E36,Q88E36_PSEPK,Folm,Dihydromonapterin reductase,PP_0812_15,39558.7,0.007038783,-2.152502396
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,PP_0812_15,60804.31333,0.011097848,-1.95476122
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,PP_0812_15,47782.23333,0.008697132,-2.060623924
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,PP_0812_15,84972.7,0.015119416,-1.820464989
Q88E47,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",PP_0812_15,62562.04,0.011418664,-1.942384706
Q88E47,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",PP_0812_15,57507.4,0.010467268,-1.980166636
Q88E47,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",PP_0812_15,40559.31867,0.007216826,-2.141653756
Q88E48,Q88E48_PSEPK,Hmgb,fumarylacetoacetase,PP_0812_15,179053.3333,0.032680358,-1.485713198
Q88E48,Q88E48_PSEPK,Hmgb,fumarylacetoacetase,PP_0812_15,194785,0.035453992,-1.450334859
Q88E48,Q88E48_PSEPK,Hmgb,fumarylacetoacetase,PP_0812_15,187133.4927,0.033297154,-1.477592884
Q88E52,Q88E52_PSEPK,Pp_4616,YebG family protein,PP_0812_15,117029.9,0.021359999,-1.670398774
Q88E52,Q88E52_PSEPK,Pp_4616,YebG family protein,PP_0812_15,82281.2,0.014976497,-1.824589752
Q88E52,Q88E52_PSEPK,Pp_4616,YebG family protein,PP_0812_15,92155.53333,0.016397476,-1.78522299
Q88E75,Q88E75_PSEPK,Rnd,Ribonuclease D,PP_0812_15,50290.9,0.009178967,-2.0372062
Q88E75,Q88E75_PSEPK,Rnd,Ribonuclease D,PP_0812_15,56526.83333,0.01028879,-1.987635712
Q88E75,Q88E75_PSEPK,Rnd,Ribonuclease D,PP_0812_15,62142.6,0.011057196,-1.956354987
Q88E78,Q88E78_PSEPK,Pp_4588,Oxidoreductase (Nitroreductase family),PP_0812_15,158259.74,0.028885164,-1.53932516
Q88E78,Q88E78_PSEPK,Pp_4588,Oxidoreductase (Nitroreductase family),PP_0812_15,164787.3333,0.029993936,-1.522966543
Q88E78,Q88E78_PSEPK,Pp_4588,Oxidoreductase (Nitroreductase family),PP_0812_15,186498.6,0.033184186,-1.479068831
Q88E83,Q88E83_PSEPK,Pp_4583,Peptidase,PP_0812_15,15447.51333,0.002819441,-2.549837029
Q88E83,Q88E83_PSEPK,Pp_4583,Peptidase,PP_0812_15,45987.9,0.008370535,-2.07724679
Q88E83,Q88E83_PSEPK,Pp_4583,Peptidase,PP_0812_15,38189.26667,0.006795117,-2.167803088
Q88E89,PXPA2_PSEPK,Pxpa2,5-oxoprolinase subunit A 2,PP_0812_15,7685.346667,0.00140271,-2.853032146
Q88E89,PXPA2_PSEPK,Pxpa2,5-oxoprolinase subunit A 2,PP_0812_15,21959.81667,0.003997039,-2.398261659
Q88E89,PXPA2_PSEPK,Pxpa2,5-oxoprolinase subunit A 2,PP_0812_15,12355.78533,0.002198497,-2.657874053
Q88E93,Q88E93_PSEPK,Pp_4573,"ATPase, AAA family",PP_0812_15,135019.6667,0.024643445,-1.608298577
Q88E93,Q88E93_PSEPK,Pp_4573,"ATPase, AAA family",PP_0812_15,142878.3333,0.026006147,-1.584923993
Q88E93,Q88E93_PSEPK,Pp_4573,"ATPase, AAA family",PP_0812_15,139045.5667,0.024740743,-1.606587261
Q88E95,Q88E95_PSEPK,Cysk,Cysteine synthase,PP_0812_15,382979.3333,0.069900411,-1.155520269
Q88E95,Q88E95_PSEPK,Cysk,Cysteine synthase,PP_0812_15,440867,0.08024486,-1.095582777
Q88E95,Q88E95_PSEPK,Cysk,Cysteine synthase,PP_0812_15,402669,0.071647953,-1.144796211
Q88E96,Q88E96_PSEPK,Pp_4570,Aspartyl/asparaginy/proline hydroxylase domain-containing protein,PP_0812_15,58059.30667,0.010596837,-1.974823763
Q88E96,Q88E96_PSEPK,Pp_4570,Aspartyl/asparaginy/proline hydroxylase domain-containing protein,PP_0812_15,59175.6,0.010770908,-1.967747699
Q88E96,Q88E96_PSEPK,Pp_4570,Aspartyl/asparaginy/proline hydroxylase domain-containing protein,PP_0812_15,57938.626,0.010309172,-1.986776215
Q88EA3,Q88EA3_PSEPK,Pp_4563,S1 motif domain-containing protein,PP_0812_15,25735.40667,0.004697161,-2.328164573
Q88EA3,Q88EA3_PSEPK,Pp_4563,S1 motif domain-containing protein,PP_0812_15,28754.8,0.005233834,-2.281180017
Q88EA3,Q88EA3_PSEPK,Pp_4563,S1 motif domain-containing protein,PP_0812_15,45623.83333,0.008117969,-2.090552635
Q88EA4,Q88EA4_PSEPK,Pp_4562,Uncharacterized protein,PP_0812_15,46606.37333,0.008506476,-2.070250298
Q88EA4,Q88EA4_PSEPK,Pp_4562,Uncharacterized protein,PP_0812_15,42727.5,0.00777709,-2.109182886
Q88EA4,Q88EA4_PSEPK,Pp_4562,Uncharacterized protein,PP_0812_15,37224.226,0.006623404,-2.178918731
Q88EB1,Q88EB1_PSEPK,Pp_4555,YCII-related domain-containing protein,PP_0812_15,44005.37333,0.008031749,-2.095189898
Q88EB1,Q88EB1_PSEPK,Pp_4555,YCII-related domain-containing protein,PP_0812_15,34837.03333,0.006340898,-2.197849205
Q88EB1,Q88EB1_PSEPK,Pp_4555,YCII-related domain-containing protein,PP_0812_15,48051.29267,0.008549893,-2.068039331
Q88EB2,Q88EB2_PSEPK,Pp_4554,Activator of Hsp90 ATPase homologue 1-like C-terminal domain-containing protein,PP_0812_15,19459.72,0.003551738,-2.449559021
Q88EB2,Q88EB2_PSEPK,Pp_4554,Activator of Hsp90 ATPase homologue 1-like C-terminal domain-containing protein,PP_0812_15,12606.03333,0.0022945,-2.639311918
Q88EB2,Q88EB2_PSEPK,Pp_4554,Activator of Hsp90 ATPase homologue 1-like C-terminal domain-containing protein,PP_0812_15,40853.75933,0.007269217,-2.138512381
Q88EB3,Q88EB3_PSEPK,Pp_4553,"RNA polymerase sigma-70 factor, ECF subfamily",PP_0812_15,5148.52,0.000939695,-3.027013204
Q88EB3,Q88EB3_PSEPK,Pp_4553,"RNA polymerase sigma-70 factor, ECF subfamily",PP_0812_15,0,1.00E-05,-5
Q88EB3,Q88EB3_PSEPK,Pp_4553,"RNA polymerase sigma-70 factor, ECF subfamily",PP_0812_15,15343.98533,0.002730196,-2.563806232
Q88EB4,Q88EB4_PSEPK,Pp_4552,MaoC-like domain-containing protein,PP_0812_15,85934.47333,0.015684541,-1.804528188
Q88EB4,Q88EB4_PSEPK,Pp_4552,MaoC-like domain-containing protein,PP_0812_15,117867,0.021453683,-1.668498139
Q88EB4,Q88EB4_PSEPK,Pp_4552,MaoC-like domain-containing protein,PP_0812_15,168121.0593,0.029914222,-1.524122289
Q88EB7,Q88EB7_PSEPK,Fadd-i,Long-chain-fatty-acid--CoA ligase,PP_0812_15,71657.83333,0.013078805,-1.883431935
Q88EB7,Q88EB7_PSEPK,Fadd-i,Long-chain-fatty-acid--CoA ligase,PP_0812_15,76634.46667,0.013948701,-1.855466229
Q88EB7,Q88EB7_PSEPK,Fadd-i,Long-chain-fatty-acid--CoA ligase,PP_0812_15,79221.76667,0.014096137,-1.850899884
Q88EC0,Q88EC0_PSEPK,Hrpa,ATP-dependent helicase HrpA,PP_0812_15,64609.96667,0.011792446,-1.928396091
Q88EC0,Q88EC0_PSEPK,Hrpa,ATP-dependent helicase HrpA,PP_0812_15,31343.5,0.005705019,-2.243742878
Q88EC0,Q88EC0_PSEPK,Hrpa,ATP-dependent helicase HrpA,PP_0812_15,142632.2667,0.025378934,-1.595526623
Q88EC1,Q88EC1_PSEPK,Pp_4545,Beta-ketodecanoyl-(Acyl-carrier-protein) synthase,PP_0812_15,267953.6667,0.04890622,-1.310635904
Q88EC1,Q88EC1_PSEPK,Pp_4545,Beta-ketodecanoyl-(Acyl-carrier-protein) synthase,PP_0812_15,243500.6667,0.044321024,-1.353390214
Q88EC1,Q88EC1_PSEPK,Pp_4545,Beta-ketodecanoyl-(Acyl-carrier-protein) synthase,PP_0812_15,233030.6667,0.041463759,-1.382331329
Q88EC5,Q88EC5_PSEPK,Ppia,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,145118.0667,0.026486579,-1.576974124
Q88EC5,Q88EC5_PSEPK,Ppia,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,127768.5,0.023255915,-1.633466573
Q88EC5,Q88EC5_PSEPK,Ppia,Peptidyl-prolyl cis-trans isomerase,PP_0812_15,80729.59267,0.014364429,-1.842711646
Q88EC7,Q88EC7_PSEPK,Pp_4539,"Transcriptional regulator, LysR family",PP_0812_15,19324.57333,0.003527072,-2.452585694
Q88EC7,Q88EC7_PSEPK,Pp_4539,"Transcriptional regulator, LysR family",PP_0812_15,3852.066667,0.000701138,-3.154196574
Q88EC7,Q88EC7_PSEPK,Pp_4539,"Transcriptional regulator, LysR family",PP_0812_15,5688.585333,0.001012185,-2.99474013
Q88ED3,Q88ED3_PSEPK,Srmb,ATP-dependent DEAD-box RNA helicase require for 50S ribosomal subunit biogenesis,PP_0812_15,251978.7667,0.045990522,-1.337331662
Q88ED3,Q88ED3_PSEPK,Srmb,ATP-dependent DEAD-box RNA helicase require for 50S ribosomal subunit biogenesis,PP_0812_15,218811.4333,0.039827188,-1.399820358
Q88ED3,Q88ED3_PSEPK,Srmb,ATP-dependent DEAD-box RNA helicase require for 50S ribosomal subunit biogenesis,PP_0812_15,226250.2667,0.040257305,-1.395155307
Q88EE4,Q88EE4_PSEPK,Pp_4521,Aerotaxis receptor,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88EE4,Q88EE4_PSEPK,Pp_4521,Aerotaxis receptor,PP_0812_15,0,1.00E-05,-5
Q88EE4,Q88EE4_PSEPK,Pp_4521,Aerotaxis receptor,PP_0812_15,786.478,0.00013994,-3.854057828
Q88EE6,Q88EE6_PSEPK,Tolc,Agglutination protein,PP_0812_15,119773.7,0.02186079,-1.660334142
Q88EE6,Q88EE6_PSEPK,Tolc,Agglutination protein,PP_0812_15,112126.4333,0.020408808,-1.690182361
Q88EE6,Q88EE6_PSEPK,Tolc,Agglutination protein,PP_0812_15,113480.0667,0.020191806,-1.694824825
Q88EE8,Q88EE8_PSEPK,Pp_4517,YecA family protein,PP_0812_15,267714,0.048862477,-1.311024525
Q88EE8,Q88EE8_PSEPK,Pp_4517,YecA family protein,PP_0812_15,252286.3333,0.045920156,-1.337996644
Q88EE8,Q88EE8_PSEPK,Pp_4517,YecA family protein,PP_0812_15,268003,0.047686478,-1.321604751
Q88EE9,Q88EE9_PSEPK,Recq,ATP-dependent DNA helicase RecQ,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88EE9,Q88EE9_PSEPK,Recq,ATP-dependent DNA helicase RecQ,PP_0812_15,8630.233333,0.001570841,-2.803867831
Q88EE9,Q88EE9_PSEPK,Recq,ATP-dependent DNA helicase RecQ,PP_0812_15,20346.252,0.003620262,-2.441259988
Q88EF0,Q88EF0_PSEPK,Pp_4515,"Transcriptional regulator, MarR family",PP_0812_15,108185.6333,0.019745766,-1.704526016
Q88EF0,Q88EF0_PSEPK,Pp_4515,"Transcriptional regulator, MarR family",PP_0812_15,138910.8,0.025283992,-1.597154356
Q88EF0,Q88EF0_PSEPK,Pp_4515,"Transcriptional regulator, MarR family",PP_0812_15,93868.826,0.016702327,-1.777223021
Q88EF9,Q88EF9_PSEPK,Pp_4506,Putative NAD(P)H nitroreductase,PP_0812_15,236237,0.043117375,-1.365347689
Q88EF9,Q88EF9_PSEPK,Pp_4506,Putative NAD(P)H nitroreductase,PP_0812_15,242501.6667,0.04413919,-1.355175641
Q88EF9,Q88EF9_PSEPK,Pp_4506,Putative NAD(P)H nitroreductase,PP_0812_15,200058.6667,0.035596964,-1.448587037
Q88EG1,Q88EG1_PSEPK,Pp_4504,LTXXQ domain protein,PP_0812_15,6864.693333,0.001252926,-2.902074467
Q88EG1,Q88EG1_PSEPK,Pp_4504,LTXXQ domain protein,PP_0812_15,0,1.00E-05,-5
Q88EG1,Q88EG1_PSEPK,Pp_4504,LTXXQ domain protein,PP_0812_15,1048.637333,0.000186587,-3.729119092
Q88EG5,Q88EG5_PSEPK,Ycio,Maturation enzyme,PP_0812_15,34351.72,0.006269788,-2.202747121
Q88EG5,Q88EG5_PSEPK,Ycio,Maturation enzyme,PP_0812_15,42156.33333,0.007673128,-2.115027539
Q88EG5,Q88EG5_PSEPK,Ycio,Maturation enzyme,PP_0812_15,55938.552,0.009953294,-2.002033187
Q88EH0,D2HDH_PSEPK,Ydij,D-2-hydroxyglutarate dehydrogenase,PP_0812_15,34897.60667,0.006369422,-2.195899965
Q88EH0,D2HDH_PSEPK,Ydij,D-2-hydroxyglutarate dehydrogenase,PP_0812_15,27426.53333,0.004992069,-2.301719452
Q88EH0,D2HDH_PSEPK,Ydij,D-2-hydroxyglutarate dehydrogenase,PP_0812_15,62340.16667,0.01109235,-1.954976448
Q88EH6,ACSA1_PSEPK,Acsa1,Acetyl-coenzyme A synthetase 1,PP_0812_15,923515.6,0.168557712,-0.773251372
Q88EH6,ACSA1_PSEPK,Acsa1,Acetyl-coenzyme A synthetase 1,PP_0812_15,820685.3,0.149377878,-0.825713714
Q88EH6,ACSA1_PSEPK,Acsa1,Acetyl-coenzyme A synthetase 1,PP_0812_15,985906.4333,0.175424923,-0.755908706
Q88EH7,Q88EH7_PSEPK,Argt,Lysine / arginine / ornithine ABC transporter-periplasmic binding protein,PP_0812_15,446525.6667,0.081498726,-1.08884918
Q88EH7,Q88EH7_PSEPK,Argt,Lysine / arginine / ornithine ABC transporter-periplasmic binding protein,PP_0812_15,426875.6667,0.077698213,-1.109588969
Q88EH7,Q88EH7_PSEPK,Argt,Lysine / arginine / ornithine ABC transporter-periplasmic binding protein,PP_0812_15,450770.3333,0.08020675,-1.095789081
Q88EI0,Q88EI0_PSEPK,Hisp,Histidine lysine / arginine / ornithine ABC transporter-ATP binding subunit,PP_0812_15,84274.77333,0.015381617,-1.812998015
Q88EI0,Q88EI0_PSEPK,Hisp,Histidine lysine / arginine / ornithine ABC transporter-ATP binding subunit,PP_0812_15,44562.03333,0.008111004,-2.09092537
Q88EI0,Q88EI0_PSEPK,Hisp,Histidine lysine / arginine / ornithine ABC transporter-ATP binding subunit,PP_0812_15,34862.626,0.006203199,-2.20738431
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",PP_0812_15,12185.98,0.002224154,-2.652835147
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",PP_0812_15,19850.43333,0.003613097,-2.442120377
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",PP_0812_15,32735.926,0.005824789,-2.234719777
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",PP_0812_15,79087,0.014434758,-1.840590506
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",PP_0812_15,100086.5333,0.018217353,-1.739514722
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",PP_0812_15,88038.86667,0.015664987,-1.805069964
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,PP_0812_15,100574.2667,0.018356559,-1.736208733
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,PP_0812_15,118759.9333,0.021616211,-1.665220424
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,PP_0812_15,93917.26667,0.016710946,-1.776998962
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,PP_0812_15,19621.41333,0.00358125,-2.445965322
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,PP_0812_15,0,1.00E-05,-5
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,PP_0812_15,74598.17333,0.013615468,-1.865967415
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,PP_0812_15,69709.4,0.012688228,-1.896599024
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,PP_0812_15,76353.626,0.013585801,-1.866914741
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,PP_0812_15,487237.2333,0.088929297,-1.05095514
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,PP_0812_15,487847.3,0.088796027,-1.051606463
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,PP_0812_15,591362.3333,0.105222654,-0.977890748
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,PP_0812_15,801785,0.146339753,-0.834637681
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,PP_0812_15,817807.6667,0.148854103,-0.827239191
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,PP_0812_15,810811.3333,0.144269791,-0.840824596
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,PP_0812_15,25415.03333,0.004638687,-2.333604924
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,PP_0812_15,20665.36667,0.003761428,-2.424647253
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,PP_0812_15,36240.33333,0.006448338,-2.190552223
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),PP_0812_15,207067.3733,0.037793409,-1.422583934
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),PP_0812_15,220222.5333,0.040084031,-1.397028614
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),PP_0812_15,161281.6927,0.028697275,-1.542159334
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",PP_0812_15,7373.78,0.001345844,-2.871005432
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",PP_0812_15,0,1.00E-05,-5
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",PP_0812_15,11015.88533,0.001960085,-2.707725
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,PP_0812_15,110515.2,0.020170952,-1.695273594
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,PP_0812_15,71643.7,0.013040302,-1.884712362
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,PP_0812_15,78141.23333,0.013903875,-1.856864145
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,25754.71333,0.004700685,-2.327838888
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,19199.5,0.003494617,-2.45660045
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812_15,786.478,0.00013994,-3.854057828
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,PP_0812_15,73819.50667,0.013473348,-1.87052447
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,PP_0812_15,95032,0.017297347,-1.762020499
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,PP_0812_15,115475.4,0.020546841,-1.687254932
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",PP_0812_15,25592.34,0.004671049,-2.330585611
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",PP_0812_15,13253,0.002412258,-2.617576171
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",PP_0812_15,23490.026,0.004179642,-2.378860909
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,PP_0812_15,55861.72,0.010195739,-1.991581304
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,PP_0812_15,111146.3333,0.020230414,-1.693995229
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,PP_0812_15,91844.552,0.016342143,-1.786691007
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,PP_0812_15,49569.87333,0.009047367,-2.043477799
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,PP_0812_15,30519.66667,0.005555068,-2.255310583
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,PP_0812_15,22493.49267,0.004002326,-2.397687511
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,PP_0812_15,21296.74667,0.003887028,-2.410382343
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,PP_0812_15,18076.66667,0.003290243,-2.482772019
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,PP_0812_15,15416.41867,0.002743084,-2.561760911
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,PP_0812_15,0,1.00E-05,-5
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,PP_0812_15,786.478,0.00013994,-3.854057828
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,PP_0812_15,34910.24667,0.006371729,-2.195742691
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,PP_0812_15,42809.16667,0.007791954,-2.108353595
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,PP_0812_15,47358.526,0.008426627,-2.07434623
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,PP_0812_15,0,1.00E-05,-5
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,PP_0812_15,786.478,0.00013994,-3.854057828
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,PP_0812_15,6864.693333,0.001252926,-2.902074467
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,PP_0812_15,0,1.00E-05,-5
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,PP_0812_15,786.478,0.00013994,-3.854057828
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,PP_0812_15,115899.4667,0.021153675,-1.674614171
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,PP_0812_15,116720.4333,0.02124499,-1.672743477
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,PP_0812_15,125291.3333,0.022293416,-1.651823376
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,PP_0812_15,6864.693333,0.001252926,-2.902074467
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,PP_0812_15,0,1.00E-05,-5
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,PP_0812_15,1048.637333,0.000186587,-3.729119092
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,PP_0812_15,0,1.00E-05,-5
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,PP_0812_15,786.478,0.00013994,-3.854057828
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,PP_0812_15,0,1.00E-05,-5
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,PP_0812_15,786.478,0.00013994,-3.854057828
