Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance
Q88EH6,ACSA1_PSEPK,Acsa1,Acetyl-coenzyme A synthetase 1,PP_0812,R1,6736666.667,0.141793126,-0.848344824
Q88EH6,ACSA1_PSEPK,Acsa1,Acetyl-coenzyme A synthetase 1,PP_0812,R2,5730991.667,0.128861425,-0.889877071
Q88EH6,ACSA1_PSEPK,Acsa1,Acetyl-coenzyme A synthetase 1,PP_0812,R3,8493915,0.171311608,-0.76621321
Q88EH7,Q88EH7_PSEPK,Argt,Lysine / arginine / ornithine ABC transporter-periplasmic binding protein,PP_0812,R1,3655782.74,0.076946788,-1.113809505
Q88EH7,Q88EH7_PSEPK,Argt,Lysine / arginine / ornithine ABC transporter-periplasmic binding protein,PP_0812,R2,5349461.067,0.120282704,-0.919796817
Q88EH7,Q88EH7_PSEPK,Argt,Lysine / arginine / ornithine ABC transporter-periplasmic binding protein,PP_0812,R3,4993727.8,0.100717224,-0.996896254
Q88EI0,Q88EI0_PSEPK,Hisp,Histidine lysine / arginine / ornithine ABC transporter-ATP binding subunit,PP_0812,R1,940323.7033,0.019791901,-1.703512499
Q88EI0,Q88EI0_PSEPK,Hisp,Histidine lysine / arginine / ornithine ABC transporter-ATP binding subunit,PP_0812,R2,517454.0667,0.011634962,-1.934235044
Q88EI0,Q88EI0_PSEPK,Hisp,Histidine lysine / arginine / ornithine ABC transporter-ATP binding subunit,PP_0812,R3,906853.2333,0.018290092,-1.737784114
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",PP_0812,R1,427920.0367,0.009006846,-2.045427261
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",PP_0812,R2,154031.8,0.003463407,-2.460496457
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",PP_0812,R3,448251.2333,0.009040665,-2.043799627
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",PP_0812,R1,873906,0.018393943,-1.735325162
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",PP_0812,R2,915576.4,0.020586748,-1.686412258
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",PP_0812,R3,1051488.667,0.021207207,-1.673516524
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,PP_0812,R1,1285838.203,0.027064278,-1.567603558
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,PP_0812,R2,1838932.467,0.041348421,-1.383541068
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,PP_0812,R3,2003146.567,0.040400953,-1.393608393
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,PP_0812,R1,402721.7033,0.008476472,-2.071784848
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,PP_0812,R2,874801.4,0.019669921,-1.706197379
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,PP_0812,R3,191301.1333,0.003858304,-2.413603577
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,PP_0812,R1,1108604,0.023333858,-1.632013442
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,PP_0812,R2,811975.4,0.018257278,-1.738563976
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,PP_0812,R3,860723.9,0.017359721,-1.760457258
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,PP_0812,R1,5033333.333,0.105941425,-0.97493419
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,PP_0812,R2,4263333.333,0.095861107,-1.018357558
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,PP_0812,R3,6240000,0.12585297,-0.900136531
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,PP_0812,R1,5306666.667,0.111694535,-0.951968074
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,PP_0812,R2,3710000,0.0834194,-1.078732938
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,PP_0812,R3,5133333.333,0.103532892,-0.984921654
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,PP_0812,R1,362449.4067,0.007628823,-2.11754249
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,PP_0812,R3,311279.1333,0.00627811,-2.202171112
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),PP_0812,R1,381048.37,0.008020293,-2.095809775
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),PP_0812,R2,670196.0667,0.015069368,-1.821904973
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),PP_0812,R3,779473,0.015720992,-1.803520044
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",PP_0812,R3,10591.7,0.000213621,-3.670355449
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,PP_0812,R1,1560000,0.032834826,-1.483665284
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,PP_0812,R2,1022807,0.022997829,-1.638313156
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,PP_0812,R3,1116666.667,0.022521765,-1.647397568
Q88EL5,Q88EL5_PSEPK,Pp_4447,DUF4297 domain-containing protein,PP_0812,R1,82798.07333,0.001742731,-2.758769652
Q88EL5,Q88EL5_PSEPK,Pp_4447,DUF4297 domain-containing protein,PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88EL5,Q88EL5_PSEPK,Pp_4447,DUF4297 domain-containing protein,PP_0812,R3,183897.5667,0.003708983,-2.430745138
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812,R2,47352.46667,0.001064721,-2.972764241
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0812,R3,10591.7,0.000213621,-3.670355449
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,PP_0812,R1,849243.5667,0.017874849,-1.747757617
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,PP_0812,R2,391111.1,0.008794138,-2.055806706
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,PP_0812,R3,769939.6667,0.015528717,-1.808864426
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",PP_0812,R1,1409558.037,0.029668329,-1.527706921
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",PP_0812,R2,1257246.733,0.02826921,-1.548686332
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",PP_0812,R3,1316197.567,0.026546053,-1.576000037
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,PP_0812,R1,2601793.667,0.054762463,-1.261517031
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,PP_0812,R2,2589989.4,0.058235947,-1.234808861
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,PP_0812,R3,2799982.667,0.056472137,-1.248165777
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,PP_0812,R1,1030695.333,0.02169404,-1.663659573
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,PP_0812,R2,873683.3333,0.019644782,-1.706752797
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,PP_0812,R3,823840.6667,0.016615833,-1.779477894
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,PP_0812,R1,828553,0.017439355,-1.758469589
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,PP_0812,R2,130736.8,0.002939619,-2.531708997
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,PP_0812,R3,323495.9,0.006524506,-2.185452339
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,PP_0812,R1,62898.07333,0.001323876,-2.87815254
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,PP_0812,R2,85582.8,0.00192433,-2.715720357
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,PP_0812,R3,78271.13333,0.001578631,-2.801719498
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,PP_0812,R1,362449.4067,0.007628823,-2.11754249
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,PP_0812,R2,366269.4667,0.008235574,-2.084306132
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,PP_0812,R3,453727.8,0.00915112,-2.038525731
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,PP_0812,R1,1021968.333,0.021510354,-1.667352444
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,PP_0812,R2,496977.0667,0.011174536,-1.9517705
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,PP_0812,R3,681036,0.013735642,-1.862151051
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,PP_0812,R1,696085.6667,0.014651187,-1.834127192
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,PP_0812,R2,949905.3333,0.021358634,-1.670426522
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,PP_0812,R3,901507.3333,0.018182272,-1.740351856
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,PP_0812,R1,1993333.333,0.041955611,-1.377209954
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,PP_0812,R2,1759672,0.039566249,-1.402675124
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,PP_0812,R3,1680197.233,0.03388747,-1.469960855
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,PP_0812,R1,16400000,0.345186629,-0.461946035
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,PP_0812,R2,18600000,0.418221251,-0.378593904
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,PP_0812,R3,19166666.67,0.386567617,-0.41277453
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,PP_0812,R3,10591.7,0.000213621,-3.670355449
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,PP_0812,R1,1316224.703,0.027703852,-1.557459845
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,PP_0812,R2,3156666.667,0.070977693,-1.148878124
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,PP_0812,R3,1860197.233,0.037517844,-1.425762126
Q88ET0,Q88ET0_PSEPK,Fleq,Transcriptional regulator FleQ,PP_0812,R1,2381680.333,0.050129525,-1.299906412
Q88ET0,Q88ET0_PSEPK,Fleq,Transcriptional regulator FleQ,PP_0812,R2,1439919.7,0.032376614,-1.489768574
Q88ET0,Q88ET0_PSEPK,Fleq,Transcriptional regulator FleQ,PP_0812,R3,2010197.233,0.040543156,-1.392082449
Q88ET9,Q88ET9_PSEPK,Pp_4364,Anti-sigma F factor antagonist,PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88ET9,Q88ET9_PSEPK,Pp_4364,Anti-sigma F factor antagonist,PP_0812,R2,242965.9667,0.005463093,-2.262561404
Q88ET9,Q88ET9_PSEPK,Pp_4364,Anti-sigma F factor antagonist,PP_0812,R3,547844.9,0.011049344,-1.956663497
Q88EU5,Q88EU5_PSEPK,Flim,Flagellar motor switch protein FliM,PP_0812,R1,367825.0367,0.007741969,-2.111148596
Q88EU5,Q88EU5_PSEPK,Flim,Flagellar motor switch protein FliM,PP_0812,R2,545299.7333,0.012261072,-1.911471563
Q88EU5,Q88EU5_PSEPK,Flim,Flagellar motor switch protein FliM,PP_0812,R3,93751.8,0.001890856,-2.723341505
Q88EV7,Q88EV7_PSEPK,Pp_4345,"Transcriptional regulator, GntR family",PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88EV7,Q88EV7_PSEPK,Pp_4345,"Transcriptional regulator, GntR family",PP_0812,R2,392936.1333,0.008835174,-2.053784881
Q88EV7,Q88EV7_PSEPK,Pp_4345,"Transcriptional regulator, GntR family",PP_0812,R3,10591.7,0.000213621,-3.670355449
Q88EV9,Q88EV9_PSEPK,Flhf,Flagellar biosynthesis protein FlhF,PP_0812,R1,1530091,0.032205302,-1.492072622
Q88EV9,Q88EV9_PSEPK,Flhf,Flagellar biosynthesis protein FlhF,PP_0812,R2,1461460.667,0.032860963,-1.483319717
Q88EV9,Q88EV9_PSEPK,Flhf,Flagellar biosynthesis protein FlhF,PP_0812,R3,1498143.333,0.030215671,-1.519767754
Q88EW0,Q88EW0_PSEPK,Pp_4342,"Flagellar synthesis regulator, putative ATPase",PP_0812,R1,1583551.667,0.03333054,-1.477157645
Q88EW0,Q88EW0_PSEPK,Pp_4342,"Flagellar synthesis regulator, putative ATPase",PP_0812,R2,466269.4667,0.010484075,-1.979469871
Q88EW0,Q88EW0_PSEPK,Pp_4342,"Flagellar synthesis regulator, putative ATPase",PP_0812,R3,1596328.333,0.032195939,-1.492198898
Q88EW2,Q88EW2_PSEPK,Chey,Response regulator for chemotactic signal transduction,PP_0812,R1,788966.6667,0.016606143,-1.779731228
Q88EW2,Q88EW2_PSEPK,Chey,Response regulator for chemotactic signal transduction,PP_0812,R2,734417.4,0.016513385,-1.78216389
Q88EW2,Q88EW2_PSEPK,Chey,Response regulator for chemotactic signal transduction,PP_0812,R3,1159105.667,0.023377707,-1.631198091
Q88EW3,CHEZ_PSEPK,Chez,Protein phosphatase CheZ,PP_0812,R1,592248.0733,0.012465617,-1.904286226
Q88EW3,CHEZ_PSEPK,Chez,Protein phosphatase CheZ,PP_0812,R2,19205.6,0.000431838,-3.364678968
Q88EW3,CHEZ_PSEPK,Chez,Protein phosphatase CheZ,PP_0812,R3,476506.1333,0.009610531,-2.017252625
Q88EW4,Q88EW4_PSEPK,Chea,Chemotaxis protein CheA,PP_0812,R1,789558.0367,0.01661859,-1.779405824
Q88EW4,Q88EW4_PSEPK,Chea,Chemotaxis protein CheA,PP_0812,R2,1032467.333,0.023215042,-1.634230528
Q88EW4,Q88EW4_PSEPK,Chea,Chemotaxis protein CheA,PP_0812,R3,1416666.667,0.028572389,-1.544053445
Q88EW5,CHEB1_PSEPK,Cheb1,Protein-glutamate methylesterase/protein-glutamine glutaminase of group 1 operon,PP_0812,R1,1562891.37,0.032895683,-1.48286109
Q88EW5,CHEB1_PSEPK,Cheb1,Protein-glutamate methylesterase/protein-glutamine glutaminase of group 1 operon,PP_0812,R2,1631538.333,0.036685161,-1.435509566
Q88EW5,CHEB1_PSEPK,Cheb1,Protein-glutamate methylesterase/protein-glutamine glutaminase of group 1 operon,PP_0812,R3,1161222.567,0.023420402,-1.630405653
Q88EW6,Q88EW6_PSEPK,Pp_4336,Flagellar motor rotation protein,PP_0812,R1,263537.0733,0.005546919,-2.255948164
Q88EW6,Q88EW6_PSEPK,Pp_4336,Flagellar motor rotation protein,PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88EW6,Q88EW6_PSEPK,Pp_4336,Flagellar motor rotation protein,PP_0812,R3,387061.1333,0.007806537,-2.107541556
Q88EW8,Q88EW8_PSEPK,Pp_4334,ParA family protein,PP_0812,R1,846224.7033,0.017811308,-1.749304184
Q88EW8,Q88EW8_PSEPK,Pp_4334,ParA family protein,PP_0812,R2,1181468.067,0.026565325,-1.57568486
Q88EW8,Q88EW8_PSEPK,Pp_4334,ParA family protein,PP_0812,R3,1163530.567,0.023466952,-1.629543323
Q88EX0,Q88EX0_PSEPK,Pp_4332,Chemotaxis protein CheW,PP_0812,R1,2286800.333,0.048132494,-1.317561636
Q88EX0,Q88EX0_PSEPK,Pp_4332,Chemotaxis protein CheW,PP_0812,R2,1011895.667,0.022752488,-1.642971112
Q88EX0,Q88EX0_PSEPK,Pp_4332,Chemotaxis protein CheW,PP_0812,R3,2202927,0.044430273,-1.352321014
Q88EY2,Q88EY2_PSEPK,Pp_4319,Lipoprotein,PP_0812,R1,139062.4433,0.002926981,-2.533580027
Q88EY2,Q88EY2_PSEPK,Pp_4319,Lipoprotein,PP_0812,R2,873925.7333,0.019650232,-1.70663232
Q88EY2,Q88EY2_PSEPK,Pp_4319,Lipoprotein,PP_0812,R3,352311.4667,0.00710568,-2.148394342
Q88EY4,Q88EY4_PSEPK,Pp_4316,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0812,R1,294330.74,0.006195063,-2.20795426
Q88EY4,Q88EY4_PSEPK,Pp_4316,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0812,R2,199566.8,0.004487262,-2.348018554
Q88EY4,Q88EY4_PSEPK,Pp_4316,D-isomer specific 2-hydroxyacid dehydrogenase family protein,PP_0812,R3,261115.2667,0.005266367,-2.278488856
Q88EY5,Q88EY5_PSEPK,Pp_4315,Enzyme,PP_0812,R1,1586666.667,0.033396105,-1.476304185
Q88EY5,Q88EY5_PSEPK,Pp_4315,Enzyme,PP_0812,R2,932444.4,0.020966025,-1.678483903
Q88EY5,Q88EY5_PSEPK,Pp_4315,Enzyme,PP_0812,R3,1113530.567,0.022458514,-1.648618977
Q88EZ0,Q88EZ0_PSEPK,Pp_4310,Hydantoin racemase,PP_0812,R1,1273333.333,0.026801076,-1.571847775
Q88EZ0,Q88EZ0_PSEPK,Pp_4310,Hydantoin racemase,PP_0812,R2,141577.4667,0.003183371,-2.497112711
Q88EZ0,Q88EZ0_PSEPK,Pp_4310,Hydantoin racemase,PP_0812,R3,956845,0.019298363,-1.714479528
Q88EZ5,Q88EZ5_PSEPK,Sbp-i,Sulfate ABC transporter,PP_0812,R1,2056224.703,0.043279346,-1.36371931
Q88EZ5,Q88EZ5_PSEPK,Sbp-i,Sulfate ABC transporter,PP_0812,R2,2622409,0.058964902,-1.229406421
Q88EZ5,Q88EZ5_PSEPK,Sbp-i,Sulfate ABC transporter,PP_0812,R3,2323326.333,0.046858577,-1.329210905
Q88EZ9,Q88EZ9_PSEPK,Pyk,Pyruvate kinase,PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88EZ9,Q88EZ9_PSEPK,Pyk,Pyruvate kinase,PP_0812,R2,73461.13333,0.001651775,-2.782049224
Q88EZ9,Q88EZ9_PSEPK,Pyk,Pyruvate kinase,PP_0812,R3,10591.7,0.000213621,-3.670355449
Q88F01,Q88F01_PSEPK,Glxr,Tartronate semialdehyde reductase,PP_0812,R1,53743.74,0.001131196,-2.946461997
Q88F01,Q88F01_PSEPK,Glxr,Tartronate semialdehyde reductase,PP_0812,R2,77232.46667,0.001736573,-2.760306942
Q88F01,Q88F01_PSEPK,Glxr,Tartronate semialdehyde reductase,PP_0812,R3,62341.46667,0.001257349,-2.900544105
Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,PP_0812,R1,118189.37,0.002487646,-2.604211465
Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,PP_0812,R3,42186.13333,0.000850841,-3.070151399
Q88F07,Q88F07_PSEPK,Pp_4293,Nucleoside-specific outer membrane channel protein Tsx,PP_0812,R1,101388.4067,0.00213402,-2.670801585
Q88F07,Q88F07_PSEPK,Pp_4293,Nucleoside-specific outer membrane channel protein Tsx,PP_0812,R2,33979.06667,0.00076402,-3.116895402
Q88F07,Q88F07_PSEPK,Pp_4293,Nucleoside-specific outer membrane channel protein Tsx,PP_0812,R3,103175.8,0.002080926,-2.681743275
Q88F12,Q88F12_PSEPK,Pucl,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88F12,Q88F12_PSEPK,Pucl,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,PP_0812,R2,865222.0667,0.01945453,-1.710979261
Q88F12,Q88F12_PSEPK,Pucl,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,PP_0812,R3,10591.7,0.000213621,-3.670355449
Q88F13,Q88F13_PSEPK,Puue,Allantoinase,PP_0812,R1,73268.40667,0.001542151,-2.811873136
Q88F13,Q88F13_PSEPK,Puue,Allantoinase,PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88F13,Q88F13_PSEPK,Puue,Allantoinase,PP_0812,R3,287215.9,0.005792784,-2.237112642
Q88F16,Q88F16_PSEPK,Pp_4283,"Transcriptional regulator, GntR family",PP_0812,R1,1555643,0.03274312,-1.484879944
Q88F16,Q88F16_PSEPK,Pp_4283,"Transcriptional regulator, GntR family",PP_0812,R2,492135.0667,0.011065664,-1.956022537
Q88F16,Q88F16_PSEPK,Pp_4283,"Transcriptional regulator, GntR family",PP_0812,R3,1825210.667,0.036812209,-1.434008122
Q88F18,Q88F18_PSEPK,Guad,Guanine deaminase,PP_0812,R1,655719.74,0.013801566,-1.860071625
Q88F18,Q88F18_PSEPK,Guad,Guanine deaminase,PP_0812,R2,603596.4,0.013571873,-1.867360207
Q88F18,Q88F18_PSEPK,Guad,Guanine deaminase,PP_0812,R3,827513.6667,0.016689912,-1.777545945
Q88F20,Q88F20_PSEPK,Xdhb,Xanthine dehydrogenase subunit XdhB,PP_0812,R1,408276.0733,0.008593381,-2.065835954
Q88F20,Q88F20_PSEPK,Xdhb,Xanthine dehydrogenase subunit XdhB,PP_0812,R2,19205.6,0.000431838,-3.364678968
Q88F20,Q88F20_PSEPK,Xdhb,Xanthine dehydrogenase subunit XdhB,PP_0812,R3,1350394.467,0.027235762,-1.564860471
Q88F21,Q88F21_PSEPK,Xdha,Xanthine dehydrogenase subunit XdhA,PP_0812,R1,561953,0.011827967,-1.927089889
Q88F21,Q88F21_PSEPK,Xdha,Xanthine dehydrogenase subunit XdhA,PP_0812,R2,425790.0667,0.009573895,-2.018911322
Q88F21,Q88F21_PSEPK,Xdha,Xanthine dehydrogenase subunit XdhA,PP_0812,R3,380808.9,0.007680438,-2.11461403
Q88F22,Q88F22_PSEPK,Pp_4277,"Transcriptional regulator, GntR family",PP_0812,R1,798461.6667,0.016805993,-1.774535812
Q88F22,Q88F22_PSEPK,Pp_4277,"Transcriptional regulator, GntR family",PP_0812,R2,294818.0667,0.006628988,-2.178552754
Q88F22,Q88F22_PSEPK,Pp_4277,"Transcriptional regulator, GntR family",PP_0812,R3,174181.1333,0.003513015,-2.454320008
Q88F24,ZIPA_PSEPK,Zipa,Cell division protein ZipA,PP_0812,R1,3059133.703,0.06438854,-1.191191424
Q88F24,ZIPA_PSEPK,Zipa,Cell division protein ZipA,PP_0812,R2,2786594.067,0.062656605,-1.20303314
Q88F24,ZIPA_PSEPK,Zipa,Cell division protein ZipA,PP_0812,R3,3282323.567,0.066200348,-1.179139729
Q88F25,DNLJ_PSEPK,Liga,DNA ligase,PP_0812,R1,1610864.74,0.033905425,-1.469730807
Q88F25,DNLJ_PSEPK,Liga,DNA ligase,PP_0812,R2,2029602.8,0.045635646,-1.340695795
Q88F25,DNLJ_PSEPK,Liga,DNA ligase,PP_0812,R3,920165.4667,0.018558583,-1.73145519
Q88F30,Q88F30_PSEPK,Dnax,DNA polymerase III subunit gamma/tau,PP_0812,R1,1021042.333,0.021490864,-1.667746134
Q88F30,Q88F30_PSEPK,Dnax,DNA polymerase III subunit gamma/tau,PP_0812,R2,300749.8,0.006762363,-2.169901501
Q88F30,Q88F30_PSEPK,Dnax,DNA polymerase III subunit gamma/tau,PP_0812,R3,698116.9,0.014080142,-1.851392969
Q88F33,APT_PSEPK,Apt,Adenine phosphoribosyltransferase,PP_0812,R1,1092891.37,0.02300314,-1.638212886
Q88F33,APT_PSEPK,Apt,Adenine phosphoribosyltransferase,PP_0812,R2,1503449.4,0.03380508,-1.471018032
Q88F33,APT_PSEPK,Apt,Adenine phosphoribosyltransferase,PP_0812,R3,1512717.567,0.030509615,-1.51556327
Q88F34,Q88F34_PSEPK,Fnra,DNA-binding transcriptional dual regulator,PP_0812,R1,1131577,0.023817393,-1.623105771
Q88F34,Q88F34_PSEPK,Fnra,DNA-binding transcriptional dual regulator,PP_0812,R2,768816.5333,0.01728685,-1.762284134
Q88F34,Q88F34_PSEPK,Fnra,DNA-binding transcriptional dual regulator,PP_0812,R3,1145710.9,0.023107551,-1.636246075
Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,PP_0812,R1,8674.11,0.000182572,-3.738564958
Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,PP_0812,R2,14404.2,0.000323879,-3.489617705
Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,PP_0812,R3,86639.13333,0.001747403,-2.757607021
Q88F39,Q88F39_PSEPK,Pp_4260,FixH family protein,PP_0812,R1,679342.74,0.014298782,-1.844700944
Q88F39,Q88F39_PSEPK,Pp_4260,FixH family protein,PP_0812,R2,761928.7333,0.017131978,-1.766192496
Q88F39,Q88F39_PSEPK,Pp_4260,FixH family protein,PP_0812,R3,537844.4667,0.010847648,-1.964664415
Q88F40,Q88F40_PSEPK,Pp_4259,Iron-sulfur cluster-binding protein,PP_0812,R1,1095051,0.023048595,-1.637355537
Q88F40,Q88F40_PSEPK,Pp_4259,Iron-sulfur cluster-binding protein,PP_0812,R2,1145210.733,0.025750079,-1.589221438
Q88F40,Q88F40_PSEPK,Pp_4259,Iron-sulfur cluster-binding protein,PP_0812,R3,1079683.567,0.021775863,-1.662024629
Q88F41,Q88F41_PSEPK,Ccop-ii,Cbb3-type cytochrome c oxidase subunit,PP_0812,R1,39666.40667,0.000834897,-3.078367023
Q88F41,Q88F41_PSEPK,Ccop-ii,Cbb3-type cytochrome c oxidase subunit,PP_0812,R2,263438.0667,0.005923408,-2.227428317
