Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
Q88Q06,Q88Q06_PSEPK,Crea,CreA protein,0.006398433166666667,1294.0
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,0.006380138222222222,1295.0
Q88H56,Q88H56_PSEPK,Pp_3509,Glyoxalase family protein,0.00637212175,1296.0
Q88DM6,Q88DM6_PSEPK,Pp_4799,"Muramoyltetrapeptide carboxypeptidase, putative",0.00633576288888889,1297.0
Q88C69,Q88C69_PSEPK,Rubb,Rubredoxin reductase,0.006276506277777778,1298.0
Q88EY1,Q88EY1_PSEPK,Dsbe,Thiol:disulfide interchange protein DsbE,0.006227704722222223,1299.0
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,0.006198551055555556,1300.0
Q88GG3,Q88GG3_PSEPK,Pp_3761,Sensor histidine kinase/response regulator,0.006192373722222222,1301.0
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",0.006189476166666667,1302.0
Q88PI1,Q88PI1_PSEPK,Pp_0869,"Glycine betaine/carnitine/choline ABC transporter, permease protein, putative",0.006186390090909091,1303.0
Q88FT7,Q88FT7_PSEPK,Pp_3995,Uncharacterized protein,0.0061857750714285715,1304.0
Q88NX9,Q88NX9_PSEPK,Glpr,Glycerol-3-phosphate regulon repressor,0.006174669666666666,1305.0
Q88LT9,Q88LT9_PSEPK,Pp_1838,Uncharacterized protein,0.006145781166666666,1306.0
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,0.006144551388888889,1307.0
Q88CQ4,Q88CQ4_PSEPK,Pp_5126,Uncharacterized protein,0.006139225722222222,1308.0
Q88R13,Q88R13_PSEPK,Pp_0321,L-threonine aldolase,0.0061390049999999995,1309.0
Q88GG7,Q88GG7_PSEPK,Pp_3757,Response regulator,0.006120122909090909,1310.0
Q88I93,Q88I93_PSEPK,Pp_3106,Uncharacterized protein,0.006116769222222223,1311.0
Q88PH1,Q88PH1_PSEPK,Dppd,"Dipeptide ABC transporter, ATP-binding protein",0.006110306555555556,1312.0
Q88M18,Q88M18_PSEPK,Bola,BolA protein,0.006107953142857143,1313.0
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",0.006096876611111111,1314.0
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,0.006063394,1315.0
Q88I61,Q88I61_PSEPK,Pp_3140,"Glycosyl transferase, group 2 family protein",0.006053008777777777,1316.0
Q88CE9,Q88CE9_PSEPK,Pp_5232,Uncharacterized protein,0.0060088405,1317.0
Q88GL5,Q88GL5_PSEPK,Pp_3706,Uncharacterized protein,0.005991821944444444,1318.0
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,0.0059837965,1319.0
Q88KX4,Q88KX4_PSEPK,Pp_2165,Response regulator,0.0059787407777777786,1320.0
Q88NJ8,Q88NJ8_PSEPK,Pp_1209,Cold-shock domain family protein,0.005969882888888889,1321.0
Q88NF0,Q88NF0_PSEPK,Pp_1262,"Transcriptional regulator, LysR family",0.005941899388888889,1322.0
Q88RR3,RSMB_PSEPK,Rsmb,Ribosomal RNA small subunit methyltransferase B,0.00591853,1323.0
Q88KI3,Q88KI3_PSEPK,Pp_2307,Uncharacterized protein,0.005917061277777778,1324.0
Q88IC8,Q88IC8_PSEPK,Pp_3071,"Acetoacetyl-CoA synthetase, putative",0.005912621722222223,1325.0
Q88G02,Q88G02_PSEPK,Pp_3924,Uncharacterized protein,0.005906336611111111,1326.0
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",0.005891412166666667,1327.0
Q88FR8,HFLD_PSEPK,Hfld,High frequency lysogenization protein HflD homolog,0.005879691611111111,1328.0
Q88DF7,PNCB_PSEPK,Pncb,Nicotinate phosphoribosyltransferase,0.005877682166666667,1329.0
Q88LN5,Q88LN5_PSEPK,Pp_1894,Glutathione S-transferase family protein,0.0058620692222222225,1330.0
Q88PE9,Q88PE9_PSEPK,Colr,DNA-binding response regulator ColR,0.005845829944444444,1331.0
Q88J04,URE1_PSEPK,Urec,Urease subunit alpha,0.005843177111111111,1332.0
Q88PJ2,Q88PJ2_PSEPK,Pp_0858,"Aminotransferase, class I",0.005834929277777778,1333.0
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C20-methyltransferase,0.005832261111111111,1334.0
Q88QQ4,ANMK_PSEPK,Anmk,Anhydro-N-acetylmuramic acid kinase,0.005810177722222223,1335.0
Q88FT9,Q88FT9_PSEPK,Dsre,DsrE protein,0.005799195722222222,1336.0
Q88JH1,Q88JH1_PSEPK,Pp_2678,"Hydrolase, putative",0.0057749885,1337.0
Q88MU3,Q88MU3_PSEPK,Pp_1475,CAIB/BAIF family protein,0.0057128606666666665,1338.0
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",0.0056585632777777775,1339.0
Q88D84,Q88D84_PSEPK,Pp_4943,"Glycosyl transferase, putative",0.0056470386111111106,1340.0
Q88N10,Q88N10_PSEPK,Pp_1406,Uncharacterized protein,0.0056176207222222215,1341.0
Q88GE9,Q88GE9_PSEPK,Pp_3775,"Sarcosine oxidase, putative",0.0056170645,1342.0
Q88MP7,Q88MP7_PSEPK,Pp_1523,Uncharacterized protein,0.005614199285714286,1343.0
Q88R73,Q88R73_PSEPK,Cysq,"3'(2'),5'-bisphosphate nucleotidase",0.005611885722222222,1344.0
Q88N37,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",0.005562873611111112,1345.0
Q88I28,Q88I28_PSEPK,Pp_3174,"Oxidoreductase, putative",0.005551176166666667,1346.0
Q88MR3,Q88MR3_PSEPK,Pp_1507,Uncharacterized protein,0.005548626611111111,1347.0
Q88MC9,Q88MC9_PSEPK,Wrba,NAD(P)H dehydrogenase (quinone),0.005542506722222222,1348.0
Q88FD1,Q88FD1_PSEPK,Sixa,Phosphohistidine phosphatase SixA,0.0055348183333333335,1349.0
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein FlgK,0.005529802055555556,1350.0
Q88CW2,Y5068_PSEPK,Pp_5068,UPF0061 protein PP_5068,0.0054968065,1351.0
Q88I78,Q88I78_PSEPK,Pp_3123,"CoA-transferase, subunit B, putative",0.005462386857142857,1352.0
Q88LU5,Q88LU5_PSEPK,Pp_1832,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",0.0054553019999999995,1353.0
Q88MH0,LPXD_PSEPK,Lpxd,UDP-3-O-acylglucosamine N-acyltransferase,0.0054535015,1354.0
Q88NQ3,Q88NQ3_PSEPK,Pp_1152,"Membrane fusion protein, putative",0.005444052333333334,1355.0
Q88JI0,Q88JI0_PSEPK,Pp_2669,"Outer membrane protein, putative",0.005434779888888889,1356.0
Q88C52,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase family protein,0.0054133108181818185,1357.0
Q88QG6,Q88QG6_PSEPK,Ispa,Geranyltranstransferase,0.005408588666666667,1358.0
Q88QB6,Q88QB6_PSEPK,Pp_0578,"Methyltransferase, putative",0.005361299142857143,1359.0
Q88KC9,Q88KC9_PSEPK,Csuc,Type 1 pili usher pathway chaperone CsuC,0.005357365444444445,1360.0
Q88LL2,Q88LL2_PSEPK,Pp_1918,Uncharacterized protein,0.0053382345000000005,1361.0
Q88L82,Q88L82_PSEPK,Pp_2053,Uncharacterized protein,0.0053247799444444445,1362.0
Q88CU0,Q88CU0_PSEPK,Pp_5090,Uncharacterized protein,0.005251279111111111,1363.0
Q88MF0,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,0.005244351142857143,1364.0
Q88EG2,Q88EG2_PSEPK,Pp_4503,DNA-binding response regulator,0.005214565166666667,1365.0
Q88J23,Q88J23_PSEPK,Mext,Transcriptional regulator MexT,0.005212371111111111,1366.0
Q88DJ1,Q88DJ1_PSEPK,Pp_4834,SPFH domain/Band 7 family protein,0.005210763363636363,1367.0
Q88LG2,Q88LG2_PSEPK,Pp_1971,Uncharacterized protein,0.005206595666666667,1368.0
Q88R71,Q88R71_PSEPK,Pp_0263,Sigma-54 dependent response regulator,0.0052059037777777775,1369.0
Q88MG7,LPXB_PSEPK,Lpxb,Lipid-A-disaccharide synthase,0.005202094,1370.0
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,0.005191351277777778,1371.0
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0.005191311833333333,1372.0
Q88I47,Q88I47_PSEPK,Pp_3154,Uncharacterized protein,0.005190491571428571,1373.0
Q88E47,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",0.0051604626666666665,1374.0
Q88DI0,Q88DI0_PSEPK,Pp_4845,"Branched-chain amino acid ABC transporter, ATP-binding protein, putative",0.005143266277777777,1375.0
Q88NI6,Q88NI6_PSEPK,Tola,Biopolymer transport protein TolA,0.00512546175,1376.0
Q88GX6,Q88GX6_PSEPK,Pp_3591,"Malate dehydrogenase, putative",0.005107451666666667,1377.0
Q88ND8,Q88ND8_PSEPK,Pp_1274,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.005102910444444444,1378.0
Q88PX4,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,0.005076676555555556,1379.0
Q88N16,Q88N16_PSEPK,Pp_1400,Dicarboxylate MFS transporter,0.00505067825,1380.0
Q88FS8,FTSK_PSEPK,Ftsk,DNA translocase FtsK,0.005041244277777778,1381.0
Q88MM2,Q88MM2_PSEPK,Pp_1549,"Transcriptional regulator, Cro/CI family",0.005027074666666667,1382.0
Q88NT4,Q88NT4_PSEPK,Pp_1120,Uncharacterized protein,0.00500646425,1383.0
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,0.0049768504444444445,1384.0
Q88D89,Q88D89_PSEPK,Pp_4938,"Glycosyl transferase, putative",0.004933608833333334,1385.0
Q88C77,Q88C77_PSEPK,Exbb,Ferric siderophore transport system protein ExbB,0.004929223,1386.0
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,0.004881126111111111,1387.0
Q88P27,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",0.004866819833333333,1388.0
Q88P40,Q88P40_PSEPK,Pp_1013,Histidine kinase,0.004865925555555556,1389.0
Q88E89,Y4577_PSEPK,Pp_4577,UPF0271 protein PP_4577,0.004862585111111112,1390.0
Q88MF2,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,0.004862573722222222,1391.0
Q88DL5,NADD_PSEPK,Nadd,Probable nicotinate-nucleotide adenylyltransferase,0.004831075055555556,1392.0
Q88KB0,Q88KB0_PSEPK,Pp_2380,Uncharacterized protein,0.004818076944444445,1393.0
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",0.0047827297222222225,1394.0
Q88MH3,Q88MH3_PSEPK,Pp_1598,Zinc metalloprotease,0.004780292944444445,1395.0
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,0.004772935545454545,1396.0
Q88R46,Q88R46_PSEPK,Pp_0288,"Oxalate/formate antiporter, putative",0.0047258,1397.0
Q88PQ8,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,0.004723392555555556,1398.0
Q88RK9,Q88RK9_PSEPK,Pp_0120,"Zinc ABC transporter, periplasmic zinc-binding protein ZnuA, putative",0.004699910166666666,1399.0
Q88EV7,Q88EV7_PSEPK,Pp_4345,"Transcriptional regulator, GntR family",0.004677384272727273,1400.0
Q88CK9,Q88CK9_PSEPK,Cysp,"Sulfate ABC transporter, periplasmic sulfate-binding protein",0.004670424611111111,1401.0
Q88I46,Q88I46_PSEPK,Pp_3155,"Outer membrane ferric siderophore receptor, putative",0.004663180111111111,1402.0
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,0.004646927166666667,1403.0
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,0.004635909666666667,1404.0
Q88LG5,Q88LG5_PSEPK,Pp_1968,"Transcriptional regulator, TetR family",0.004635642333333333,1405.0
Q88LB1,Q88LB1_PSEPK,Sbcc,Exonuclease SbcC,0.004623010555555556,1406.0
Q88ES8,Q88ES8_PSEPK,Flis,Flagellar biosynthetis protein FliS,0.004622872055555556,1407.0
Q88GG9,Q88GG9_PSEPK,Paah,3-hydroxybutyryl-CoA dehydrogenase,0.004621609611111111,1408.0
Q88CR0,Q88CR0_PSEPK,Pp_5120,Aldehyde dehydrogenase,0.004596387055555555,1409.0
Q88IA7,Q88IA7_PSEPK,Pp_3092,Uncharacterized protein,0.004574142999999999,1410.0
Q88E11,Q88E11_PSEPK,Pp_4657,"Metallopeptidase, zinc binding",0.0045649459444444445,1411.0
Q88MB7,Q88MB7_PSEPK,Pp_1657,MazG family protein,0.004562512714285714,1412.0
Q88CA7,Q88CA7_PSEPK,Pp_5274,Uncharacterized protein,0.00455280690909091,1413.0
Q88L14,Q88L14_PSEPK,Moea,Molybdopterin biosynthesis MoeA protein,0.004539676833333333,1414.0
Q88NI9,Q88NI9_PSEPK,Pp_1218,Uncharacterized protein,0.004529391272727273,1415.0
Q88EY0,Q88EY0_PSEPK,Ccmf,Cytochrome c-type biogenesis protein CcmF,0.004519557636363637,1416.0
Q88IS4,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,0.004516267333333334,1417.0
Q88M79,Q88M79_PSEPK,Pp_1695,"Sodium-solute symporter/sensory box histidine kinase/response regulator, putative",0.0044973654444444445,1418.0
Q88N66,Q88N66_PSEPK,Pp_1349,Uncharacterized protein,0.004486494142857143,1419.0
Q88QB4,Q88QB4_PSEPK,Pp_0580,MaoC domain protein,0.004476781,1420.0
Q88RV9,Q88RV9_PSEPK,Pp_0020,Uncharacterized protein,0.004471262888888889,1421.0
Q88CI2,Q88CI2_PSEPK,Ubih,2-octaprenyl-6-methoxyphenyl hydroxylase,0.004453305277777778,1422.0
Q88NB1,Q88NB1_PSEPK,Algw,HtrA-like protease AlgW,0.004452964888888889,1423.0
Q88N29,TTGR_PSEPK,Ttgr,Probable HTH-type transcriptional regulator TtgR,0.004436536714285714,1424.0
Q88DN9,Q88DN9_PSEPK,Pp_4785,Uncharacterized protein,0.0044210640555555555,1425.0
Q88I81,Q88I81_PSEPK,Pp_3120,"Oxidoreductase, aldo/keto reductase family",0.004401617611111111,1426.0
Q88DQ4,Q88DQ4_PSEPK,Pp_4769,Uncharacterized protein,0.004360257111111111,1427.0
Q88ID2,Q88ID2_PSEPK,Pp_3067,Uncharacterized protein,0.004351968555555555,1428.0
Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,0.0043464198333333336,1429.0
Q88NL6,Q88NL6_PSEPK,Pp_1191,S4 domain protein,0.004333752777777778,1430.0
Q88R68,AGUA_PSEPK,Agua,Agmatine deiminase,0.004332603666666667,1431.0
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,0.004316391444444445,1432.0
Q88JJ3,Q88JJ3_PSEPK,Pp_2656,Phosphate-binding protein PstS,0.0043015776111111105,1433.0
Q88PH9,Q88PH9_PSEPK,Pp_0871,"Glycine betaine/carnitine/choline ABC transporter, permease protein, putative",0.004297783714285714,1434.0
Q88IQ7,Q88IQ7_PSEPK,Pp_2942,Response regulator,0.004277951555555556,1435.0
Q88P66,Q88P66_PSEPK,Sda-2,"L-serine dehydratase, iron-sulfur-dependent, single chain form",0.004271306818181818,1436.0
Q88I62,Q88I62_PSEPK,Pp_3139,"Glycosyl transferase, group 1 family protein",0.004266427722222222,1437.0
Q88KS3,Q88KS3_PSEPK,Pp_2216,Acyl-CoA dehydrogenase family protein,0.004240504,1438.0
Q88HF3,Q88HF3_PSEPK,Pp_3406,"Acetyltransferase, GNAT family",0.004229273222222222,1439.0
Q88Q96,Q88Q96_PSEPK,Pp_0599,PqiB family protein,0.0042218145555555555,1440.0
Q88D20,Q88D20_PSEPK,Pp_5008,Polyhydroxyalkanoate granule-associated protein GA1,0.004217930777777778,1441.0
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,0.004189445777777778,1442.0
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,0.004185135222222223,1443.0
Q88NS9,Q88NS9_PSEPK,Pp_1125,"Helicase, putative",0.004173359722222223,1444.0
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,0.004094914055555555,1445.0
Q88LF3,Q88LF3_PSEPK,Pp_1980,Uncharacterized protein,0.004086912611111111,1446.0
Q88KX5,Q88KX5_PSEPK,Pp_2164,Uncharacterized protein,0.004085874428571429,1447.0
Q88NK5,Q88NK5_PSEPK,Pp_1202,"Membrane protein, putative",0.004078454444444445,1448.0
P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",0.004075779944444444,1449.0
Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,0.004051558277777778,1450.0
Q88RG5,Q88RG5_PSEPK,Pp_0165,GGDEF domain protein,0.004035156166666667,1451.0
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,0.004030444222222223,1452.0
Q88E65,Q88E65_PSEPK,Pp_4602,"Transcriptional regulator, AraC family",0.0040266622727272725,1453.0
Q88QA8,Q88QA8_PSEPK,Pp_0586,Heavy metal translocating P-type ATPase,0.004017967722222222,1454.0
Q88C61,Q88C61_PSEPK,Pp_5322,"Metal ion transporter, putative",0.004015922944444444,1455.0
Q88D36,Q88D36_PSEPK,Pilg,Type IV pili response regulator PilG,0.00401017725,1456.0
Q88GY1,Q88GY1_PSEPK,Pp_3585,"RND transporter, membrane fusion protein",0.004006905388888889,1457.0
Q88DL7,RLMH_PSEPK,Rlmh,Ribosomal RNA large subunit methyltransferase H,0.004006230888888889,1458.0
Q88F14,Q88F14_PSEPK,Pp_4285,5-hydroxyisourate hydrolase,0.003984904833333334,1459.0
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",0.003962785,1460.0
Q88MZ4,Y1424_PSEPK,Pp_1424,Uncharacterized protein PP_1424,0.003960893722222222,1461.0
Q88CT1,Q88CT1_PSEPK,Pp_5099,Uncharacterized protein,0.003939850444444445,1462.0
Q88GN0,Q88GN0_PSEPK,Pp_3691,DNA helicase-related protein,0.003934850111111111,1463.0
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,0.0039227716666666666,1464.0
Q88EH5,Q88EH5_PSEPK,Pp_4488,Uncharacterized protein,0.003916012571428572,1465.0
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,0.003914113166666667,1466.0
Q88RW0,Q88RW0_PSEPK,Pp_0019,Uncharacterized protein,0.003893614777777778,1467.0
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0.003887768333333334,1468.0
Q88PV6,Q88PV6_PSEPK,Pp_0742,Uncharacterized protein,0.0038589983333333334,1469.0
Q88LA3,Q88LA3_PSEPK,Pp_2032,"ATPase, putative",0.0038564255555555557,1470.0
Q88QF0,Q88QF0_PSEPK,Pp_0544,Ethanolamine transporter,0.0038549059090909094,1471.0
Q88N00,Q88N00_PSEPK,Pp_1418,"Tricarboxylate transport protein TctC, putative",0.0038483180000000003,1472.0
Q88D85,Q88D85_PSEPK,Pp_4942,Uncharacterized protein,0.003813301928571429,1473.0
Q88H59,Q88H59_PSEPK,Pp_3506,"Magnesium chelatase, subunit ChII",0.0038091285,1474.0
Q88K67,Q88K67_PSEPK,Pp_2424,"RNA 2',3'-cyclic phosphodiesterase",0.0037865682857142857,1475.0
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",0.0037832873888888887,1476.0
Q88K55,Q88K55_PSEPK,Pp_2436,"Transcriptional regulator, LysR family",0.003756746444444445,1477.0
Q88CT6,Q88CT6_PSEPK,Pp_5094,Uncharacterized protein,0.003743196277777778,1478.0
Q88K18,Q88K18_PSEPK,Pp_2475,"Transcriptional regulator, TetR family",0.0037380861666666664,1479.0
Q88MQ0,PLSB_PSEPK,Plsb,Glycerol-3-phosphate acyltransferase,0.0037257842777777776,1480.0
Q88KG0,Q88KG0_PSEPK,Pp_2330,Uncharacterized protein,0.0037025561111111113,1481.0
Q88NJ1,RUVA_PSEPK,Ruva,Holliday junction ATP-dependent DNA helicase RuvA,0.0036921451428571428,1482.0
Q88R49,FETP_PSEPK,Pp_0285,Probable Fe(2+)-trafficking protein,0.003681348277777778,1483.0
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,0.0036792916666666666,1484.0
Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,0.0036650146666666666,1485.0
Q88EX9,CCME_PSEPK,Ccme,Cytochrome c-type biogenesis protein CcmE,0.003639026722222222,1486.0
Q88EI1,Q88EI1_PSEPK,Pp_4482,"Transcriptional regulator, AraC family",0.0036377742499999997,1487.0
Q88PD0,Q88PD0_PSEPK,Xenb,Xenobiotic reductase B,0.0036300879444444442,1488.0
Q88KG7,Q88KG7_PSEPK,Pp_2323,Conserved domain protein,0.003629305545454546,1489.0
Q88KT3,Q88KT3_PSEPK,Pp_2206,"Peptidase, U32 family",0.00361701,1490.0
Q88PD1,Q88PD1_PSEPK,Pp_0919,Uncharacterized protein,0.003610159388888889,1491.0
Q88K01,Q88K01_PSEPK,Pp_2492,"Butanol dehydrogenase, NADH-dependent, putative",0.0036077278571428574,1492.0
Q88D39,Q88D39_PSEPK,Pilj,Type IV pili methyl-accepting chemotaxis transducer PilJ,0.0035927443333333333,1493.0
Q88EE9,Q88EE9_PSEPK,Recq,ATP-dependent DNA helicase RecQ,0.003566943333333333,1494.0
Q88RJ9,Q88RJ9_PSEPK,Pp_0130,N-acetylmuramoyl-L-alanine amidase family protein,0.0035450154285714282,1495.0
Q88LB0,Q88LB0_PSEPK,Sbcd,Exonuclease SbcD,0.0035377309444444443,1496.0
Q88M17,Y1758_PSEPK,Pp_1758,UPF0176 protein PP_1758,0.003529759909090909,1497.0
Q88I66,Q88I66_PSEPK,Pp_3135,"Glycosyl transferase, putative",0.003506314166666666,1498.0
Q88RP0,Q88RP0_PSEPK,Osmc,Osmotically inducible protein OsmC,0.0034982166666666665,1499.0
Q88EE4,Q88EE4_PSEPK,Pp_4521,"Aerotaxis receptor, putative",0.0034954068333333333,1500.0
Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,0.0034877342777777775,1501.0
Q88HB9,Q88HB9_PSEPK,Pp_3441,Uncharacterized protein,0.0034541325,1502.0
Q88KP1,Q88KP1_PSEPK,Pp_2249,Methyl-accepting chemotaxis transducer,0.0034472181666666667,1503.0
Q88DH6,Q88DH6_PSEPK,Pp_4849,"DnaK protein, putative",0.0034298499444444445,1504.0
Q88CV1,AROK_PSEPK,Arok,Shikimate kinase,0.0034155498888888886,1505.0
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",0.0034140622222222222,1506.0
Q88P70,Q88P70_PSEPK,Pp_0983,Uncharacterized protein,0.0033982319999999997,1507.0
Q88D26,Q88D26_PSEPK,Pp_5002,Uncharacterized protein,0.003388083722222222,1508.0
Q88KD6,Q88KD6_PSEPK,Pp_2354,Sensory box histidine kinase/response regulator,0.0033860705,1509.0
Q88NK6,Q88NK6_PSEPK,Pp_1201,Uncharacterized protein,0.0033760422777777774,1510.0
Q88RF2,Q88RF2_PSEPK,Pp_0178,"Efflux transporter, membrane fusion protein, putative",0.003369794388888889,1511.0
Q88CM0,Q88CM0_PSEPK,Pp_5160,Uncharacterized protein,0.0033605277222222224,1512.0
Q88LB9,Q88LB9_PSEPK,Pp_2016,Uncharacterized protein,0.003344501222222222,1513.0
Q88DB1,Q88DB1_PSEPK,Pp_4916,Uncharacterized protein,0.0033335726666666667,1514.0
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,0.0033229869444444445,1515.0
Q88DG2,Q88DG2_PSEPK,Pp_4863,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.0033212838333333333,1516.0
Q88ME2,Q88ME2_PSEPK,Pp_1631,Uncharacterized protein,0.003301581333333333,1517.0
Q88I54,Q88I54_PSEPK,Pp_3147,"Periplasmic polyamine-binding protein, putative",0.0032501282142857143,1518.0
Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,0.003247325944444444,1519.0
Q88KJ4,Q88KJ4_PSEPK,Pp_2296,Uncharacterized protein,0.003231745777777778,1520.0
Q88ME5,Q88ME5_PSEPK,Pp_1628,CinA domain protein,0.003224970636363636,1521.0
Q88FS7,LFTR_PSEPK,Aat,Leucyl/phenylalanyl-tRNA--protein transferase,0.003213972857142857,1522.0
Q88LC7,Q88LC7_PSEPK,Fadh,"2,4-dienoyl-CoA reductase FadH",0.0032091677777777777,1523.0
Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.0031912654444444443,1524.0
Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,0.0031709888888888887,1525.0
Q88QQ8,Q88QQ8_PSEPK,Pp_0430,Uncharacterized protein,0.003157974277777778,1526.0
Q88EC7,Q88EC7_PSEPK,Pp_4539,"Transcriptional regulator, LysR family",0.003115170111111111,1527.0
Q88FG7,Q88FG7_PSEPK,Nuol,"NADH dehydrogenase I, L subunit",0.003112556714285714,1528.0
Q88E00,Q88E00_PSEPK,Pp_4668,"Transcriptional regulator, LysR family",0.0031094288181818183,1529.0
Q88D95,Q88D95_PSEPK,Pp_4932,Uncharacterized protein,0.0031043392142857144,1530.0
Q88KS6,Q88KS6_PSEPK,Faddx,Acyl-CoA ligase,0.0030943888888888887,1531.0
Q88L07,Q88L07_PSEPK,Pp_2130,"Soluble lytic transglycosylase, putative",0.0030836477777777776,1532.0
Q88CB2,Q88CB2_PSEPK,Dadx,Alanine racemase,0.0030700723888888886,1533.0
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,0.0030513747222222225,1534.0
Q88CP8,Q88CP8_PSEPK,Fola,Dihydrofolate reductase,0.003048099111111111,1535.0
Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,0.0030367126666666668,1536.0
Q88HX6,Q88HX6_PSEPK,Pp_3227,"Transcriptional regulator, LysR family",0.003018225222222222,1537.0
Q88DS9,Q88DS9_PSEPK,Hsdr,"Type I restriction-modification system, R subunit",0.0030001878888888892,1538.0
Q88EC3,Q88EC3_PSEPK,Pp_4543,Uncharacterized protein,0.002980771777777778,1539.0
Q88QQ1,Q88QQ1_PSEPK,Bira,Bifunctional ligase/repressor BirA,0.0029796465,1540.0
Q88NS7,Q88NS7_PSEPK,Estc,Carboxylesterase,0.0029780864444444444,1541.0
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,0.0029752369444444446,1542.0
Q88PG7,Q88PG7_PSEPK,Pp_0883,"Porin, putative",0.002974151555555556,1543.0
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,0.0029653910555555558,1544.0
Q88CN3,Q88CN3_PSEPK,Pp_5147,"Hydrolase, haloacid dehalogenase-like family",0.0029513315,1545.0
Q88NF7,Q88NF7_PSEPK,Xena,Xenobiotic reductase A,0.0029491458571428574,1546.0
Q88KE5,Q88KE5_PSEPK,Pp_2345,Uncharacterized protein,0.0029451959444444444,1547.0
