Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88CI4,Q88CI4_PSEPK,Visc,"Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain",PP_0368,R3,1160765.333,0.024494782,-1.61092642
Q88CI4,Q88CI4_PSEPK,Visc,"Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain",PP_0751,R1,197460.8667,0.003945203,-2.403930699
Q88CI4,Q88CI4_PSEPK,Visc,"Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain",PP_0751,R2,648959.3333,0.013561037,-1.867707084
Q88CI4,Q88CI4_PSEPK,Visc,"Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain",PP_0751,R3,497623.8333,0.010538988,-1.977201091
Q88CI4,Q88CI4_PSEPK,Visc,"Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain",PP_0812,R1,696480.9333,0.014237142,-1.846577191
Q88CI4,Q88CI4_PSEPK,Visc,"Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain",PP_0812,R2,417534.7,0.008846113,-2.053247504
Q88CI4,Q88CI4_PSEPK,Visc,"Oxidoreductase involved in anerobic synthesis of ubiquinone, FAD/NAD(P)-binding domain",PP_0812,R3,745368.1667,0.015873705,-1.799321688
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0368,R1,304428.9,0.006457242,-2.189952941
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0368,R2,612148.3333,0.012725215,-1.895334874
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0368,R3,787546.6667,0.016619021,-1.779394552
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0751,R1,120522.5333,0.002408,-2.618343486
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0751,R2,538197,0.011246482,-1.948983294
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0751,R3,538429,0.011403185,-1.94297382
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88CI7,GCST_PSEPK,Gcvt,Aminomethyltransferase,PP_0812,R3,478088.8333,0.010181601,-1.992183928
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0368,R1,870172.5667,0.018457232,-1.733833432
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0368,R2,1276493.667,0.02653549,-1.576172881
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0368,R3,1454412.667,0.030691407,-1.512983201
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0751,R1,1117071.933,0.022318726,-1.651330598
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0751,R2,1302330,0.027214257,-1.565203522
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0751,R3,1786779.333,0.037841527,-1.422031343
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0812,R1,1502780.6,0.030719147,-1.512590843
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0812,R2,1349586,0.02859305,-1.543739514
Q88CI8,GCSH2_PSEPK,Gcvh2,Glycine cleavage system H protein 2,PP_0812,R3,1719492.333,0.036619104,-1.436292285
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0368,R1,208051.4667,0.00441298,-2.355268038
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0368,R2,222880.2,0.004633188,-2.334120056
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0368,R3,223060.32,0.004707079,-2.327248528
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0751,R1,17522.8,0.0003501,-3.455808234
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0751,R2,85925.96,0.00179556,-2.745800174
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0751,R3,11638.5,0.000246487,-3.608205252
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0812,R1,195583.5333,0.003998028,-2.398154135
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88CI9,GCSP2_PSEPK,Gcvp2,Glycine dehydrogenase (decarboxylating) 2,PP_0812,R3,225092.6667,0.004793678,-2.319331182
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0368,R1,2192589,0.046507009,-1.332481589
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0368,R2,2433309.333,0.050583139,-1.295994223
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0368,R3,2426279.667,0.051200006,-1.290729991
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0751,R1,1773581.333,0.035435566,-1.450560629
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0751,R2,1745539.667,0.036475828,-1.437994844
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0751,R3,1425737,0.030195148,-1.520062843
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0812,R1,1572622.333,0.03214682,-1.492861984
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0812,R2,2045114.667,0.043328892,-1.363222415
Q88CJ4,Q88CJ4_PSEPK,Ygif,Thiamine triphosphatase,PP_0812,R3,2367599,0.050421484,-1.297384381
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0368,R1,1768257,0.037506502,-1.425893434
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0368,R2,1702252.667,0.035386082,-1.451167522
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0368,R3,1663333.333,0.035100107,-1.454691558
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0751,R1,1367841,0.027329009,-1.563376121
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0751,R2,1482912,0.030987805,-1.508809187
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0751,R3,1347340,0.028534807,-1.54462506
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0812,R1,1731058.333,0.035385495,-1.45117472
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0812,R2,1983333.333,0.04201996,-1.376544367
Q88CJ6,Q88CJ6_PSEPK,Spui,Glutamylpolyamine synthetase,PP_0812,R3,1593136.333,0.033928168,-1.469439586
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0368,R1,1378264.567,0.029234372,-1.534106229
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0368,R2,2721420.333,0.056572332,-1.24739592
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0368,R3,3105780.333,0.065539011,-1.183500114
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0751,R1,1793115.667,0.035825855,-1.445803433
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0751,R2,2266339.333,0.047358765,-1.324599631
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0751,R3,2772927.667,0.058726792,-1.231163722
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0812,R1,705008.4667,0.014411458,-1.84129209
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0812,R2,2084637.333,0.044166241,-1.354909567
Q88CJ7,Q88CJ7_PSEPK,Spub,Glutamylpolyamine synthetase,PP_0812,R3,2561357.333,0.054547851,-1.263222358
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0368,R1,223310.4667,0.004736639,-2.324529741
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0368,R2,501135.6667,0.010417506,-1.982236232
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0368,R3,597601.3333,0.012610744,-1.899259291
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0751,R1,308242.6,0.006158585,-2.210519079
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0751,R2,427911.3333,0.008941888,-2.048570778
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0751,R3,410517.3333,0.008694192,-2.060770764
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0812,R1,334493.2667,0.006837557,-2.165099043
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0812,R2,538389.6667,0.011406611,-1.942843362
Q88CJ8,Q88CJ8_PSEPK,Spuc-ii,Polyamine:pyruvate transaminase,PP_0812,R3,670872.6667,0.014287215,-1.845052431
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0368,R1,4171331.233,0.088478114,-1.053164143
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0368,R2,5044850.667,0.104871329,-0.97934323
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0368,R3,5611310.667,0.118411386,-0.926606535
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0751,R1,3977689.933,0.079472923,-1.099780812
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0751,R2,3439682.98,0.071877647,-1.143406149
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0751,R3,4507212.833,0.095456565,-1.020194197
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0812,R1,4717613.267,0.096435273,-1.015764087
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0812,R2,6127374,0.12981782,-0.886665689
Q88CJ9,Q88CJ9_PSEPK,Spud,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0812,R3,5223743.833,0.111247265,-0.953710657
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0368,R1,851331.2333,0.018057588,-1.743340253
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0368,R2,1513033,0.031452622,-1.502343145
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0368,R3,1706666.667,0.036014539,-1.443522143
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0751,R1,885957.6667,0.01770114,-1.751998767
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0751,R2,694380.3133,0.014510181,-1.838327167
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0751,R3,1460000,0.030920791,-1.509749407
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0812,R1,1049417.667,0.021451712,-1.668538051
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0812,R2,1669261,0.035365856,-1.451415831
Q88CK0,Q88CK0_PSEPK,Spue,Spermidine/putrescine ABC transporter-periplasmic subunit,PP_0812,R3,1773333.333,0.037765727,-1.422902151
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0368,R1,617657.5667,0.013101136,-1.882691054
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0368,R2,1079454.433,0.022439479,-1.648987231
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0368,R3,1343991.667,0.028361273,-1.547274273
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0751,R1,695937,0.01390459,-1.856841811
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0751,R2,694735.98,0.014517613,-1.838104775
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0751,R3,1290720.333,0.02733568,-1.563270111
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0812,R1,491742.5333,0.010051974,-1.997748648
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0812,R2,378486.4333,0.008018816,-2.095889761
Q88CK1,Q88CK1_PSEPK,Spuf,Spermidine/putrescine import ATP-binding protein PotA,PP_0812,R3,1423763,0.030321115,-1.518254826
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0368,R1,375995.8,0.007975248,-2.098255826
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0368,R2,600275.1,0.012478397,-1.903841216
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0368,R3,810210,0.017097269,-1.76707325
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0751,R1,1131998.667,0.022616957,-1.645565823
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0751,R2,753067.3333,0.01573654,-1.803090758
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0751,R3,914637.6667,0.019370767,-1.712853181
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0812,R1,665314.6,0.013600054,-1.866459369
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0812,R2,488246.7,0.010344255,-1.985300761
Q88CK9,Q88CK9_PSEPK,Sbp-ii,Sulfate ABC transporter,PP_0812,R3,407487.6667,0.008678046,-2.06157806
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0368,R1,713993.7,0.015144522,-1.81974444
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0368,R2,660434.8667,0.013728986,-1.862361552
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0368,R3,2250084.333,0.047481884,-1.323472053
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0751,R1,1360363.933,0.027179619,-1.565756629
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0751,R2,1422048.667,0.029715969,-1.527010107
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0751,R3,1688673.667,0.035763784,-1.446556532
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0812,R1,378232.5333,0.007731655,-2.111727541
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0812,R2,930102.0667,0.019705639,-1.705409469
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,PP_0812,R3,2220713,0.047293331,-1.325200094
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0368,R1,479329.1333,0.010167051,-1.992804994
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0368,R2,10397.3,0.000216137,-3.66527097
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0368,R3,787276.6667,0.016613324,-1.779543469
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0751,R1,1088918,0.02175622,-1.662416561
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0751,R2,409195,0.00855078,-2.067994248
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0751,R3,792571,0.016785563,-1.775064086
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0812,R1,522227.8667,0.010675141,-1.97162638
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0812,R2,927716.3667,0.019655095,-1.70652486
Q88CL5,Q88CL5_PSEPK,Plpb,NLPA lipoprotein,PP_0812,R3,662072,0.014099792,-1.850787307
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0368,R1,38836.6,0.000823763,-3.084197618
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0368,R2,55890.63333,0.001161843,-2.934852514
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0368,R3,159053.3133,0.003356386,-2.474128129
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0751,R1,23363.73333,0.0004668,-3.330869497
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0751,R2,10363.92,0.000216571,-3.664400515
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0751,R3,291367.6,0.006170765,-2.209661007
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0812,R1,37789.06667,0.000772467,-3.112120257
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0812,R2,144039.7667,0.003051703,-2.515457669
Q88CM0,Q88CM0_PSEPK,Pp_5160,DUF2059 domain-containing protein,PP_0812,R3,165544,0.003525502,-2.452779084
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0368,R2,10397.3,0.000216137,-3.66527097
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0368,R3,15848.05333,0.00033443,-3.475694925
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0751,R1,60592.86667,0.001210625,-2.916990239
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0751,R2,74284.62667,0.001552295,-2.809025622
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0751,R3,159705.8,0.003382349,-2.470781575
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88CM3,Q88CM3_PSEPK,Pp_5157,Solute-binding protein family 3/N-terminal domain-containing protein,PP_0812,R3,11231.5,0.000239191,-3.621254767
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0368,R1,908566.6667,0.019271609,-1.71508202
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0368,R2,1158174.333,0.024075892,-1.618417609
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0368,R3,1203360.667,0.02539364,-1.595275037
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0751,R1,1162074.667,0.023217866,-1.634177704
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0751,R2,1334872.667,0.027894288,-1.554484726
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0751,R3,1291693.667,0.027356294,-1.562942733
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0812,R1,442227.8667,0.009039818,-2.043840317
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0812,R2,581320.0333,0.012316157,-1.909524788
Q88CM4,Q88CM4_PSEPK,Pp_5156,DUF4399 domain-containing protein,PP_0812,R3,1153734.667,0.024570467,-1.609586586
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0368,R1,7960000,0.168839574,-0.772525752
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0368,R2,6143465.767,0.127709116,-0.893778103
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0368,R3,7200000,0.151936335,-0.818338353
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0751,R1,7230000,0.144452998,-0.840273441
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0751,R2,7240000,0.151291316,-0.820186001
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0751,R3,6626666.667,0.140343681,-0.852807138
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0812,R1,6966666.667,0.142409384,-0.846461391
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0812,R2,6993333.333,0.148164497,-0.829255849
Q88CM5,Q88CM5_PSEPK,Sera,D-3-phosphoglycerate dehydrogenase,PP_0812,R3,7526666.667,0.160291375,-0.795089846
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0368,R1,248759.4667,0.005276437,-2.277659203
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0368,R2,542630.1,0.011280084,-1.947687665
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0368,R3,454402.3267,0.00958892,-2.018230303
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0751,R1,555898.6667,0.011106671,-1.954416106
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0751,R2,529619.6667,0.011067245,-1.955960463
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0751,R3,644524.6667,0.013650145,-1.86486272
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0812,R1,516599.2667,0.010560084,-1.976332637
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0812,R2,266524.7333,0.005646735,-2.248202561
Q88CM6,Q88CM6_PSEPK,Pp_5154,"Oxidoreductase, FAD-binding",PP_0812,R3,395616.8333,0.008425239,-2.074417766
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0368,R1,949100,0.020131362,-1.696126846
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0368,R2,1152444.667,0.023956785,-1.620571463
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0368,R3,1195455.333,0.02522682,-1.598137495
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0751,R1,735105.2667,0.014687159,-1.833062204
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0751,R2,1126666.667,0.023543492,-1.628129121
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0751,R3,971966.3333,0.020584909,-1.686451041
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0812,R1,182831.2,0.003737351,-2.427436113
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0812,R2,901717.7,0.019104273,-1.718869483
Q88CM7,Q88CM7_PSEPK,Ycgm,Isomerase/hydrolase,PP_0812,R3,1304118.667,0.027773114,-1.556375417
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0368,R1,651057.1333,0.013809574,-1.859819718
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0368,R2,1194528.767,0.024831621,-1.604994932
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0368,R3,1315287.993,0.027755561,-1.556649994
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0751,R1,789335.2667,0.015770656,-1.802150231
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0751,R2,875139.3133,0.018287428,-1.737847373
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0751,R3,1301501.167,0.027564004,-1.559657701
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0812,R1,586553.2,0.01199005,-1.921179014
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0812,R2,452616.7333,0.00958938,-2.018209472
Q88CN0,RPIA_PSEPK,Rpia,Ribose-5-phosphate isomerase A,PP_0812,R3,1223707.5,0.026060641,-1.584014907
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0368,R1,1523318,0.032311101,-1.490648246
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0368,R2,1784555,0.037096966,-1.430661608
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0368,R3,1635772,0.0345185,-1.461948079
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0751,R1,1255627,0.02508701,-1.600551092
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0751,R2,1494508,0.031230122,-1.505426323
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0751,R3,1265991.333,0.026811954,-1.571671531
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0812,R1,896909.6,0.018334212,-1.73673775
Q88CN1,Q88CN1_PSEPK,Ilva-ii,L-threonine dehydratase,PP_0812,R2,1279342,0.027104823,-1.56695342
