Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0378,R2,176435.6667,0.018848386,-1.724725823
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0378,R3,0.0,1e-05,-5.0
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0379,R1,439745.6667,0.038030263,-1.419870676
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0379,R2,0.0,1e-05,-5.0
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0379,R3,218189.0,0.020378314,-1.690831749
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_1,R1,196137.5667,0.018398677,-1.735213403
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_1,R2,286444.0,0.026554081,-1.575868725
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_1,R3,233104.7867,0.021812999,-1.661284612
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_2,R1,268280.8333,0.023683944,-1.625545975
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_2,R2,254588.3333,0.022901316,-1.640139552
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_2,R3,30559.5,0.002770889,-2.557380911
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_3,R1,199745.8,0.019719637,-1.705101075
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_3,R2,0.0,1e-05,-5.0
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0977_3,R3,204900.9,0.020856864,-1.680750982
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0986,R1,31817.13333,0.003974744,-2.400690866
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0986,R2,0.0,1e-05,-5.0
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0986,R3,289231.3333,0.031397631,-1.503103122
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1018,R1,269456.1,0.026686665,-1.573705699
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1018,R2,375615.3333,0.034407287,-1.463349574
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1018,R3,359603.3333,0.033343378,-1.476990402
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1593,R1,279705.0,0.028406973,-1.546575049
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1593,R2,416338.7667,0.029725503,-1.526870787
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1593,R3,311380.3333,0.030269757,-1.51899106
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_1,R1,290167.6667,0.027690441,-1.557670129
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_1,R2,245261.6667,0.022471932,-1.648359586
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_1,R3,207809.6,0.019833853,-1.7025929
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_2,R1,318435.3333,0.029783557,-1.526023432
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_2,R2,179617.8767,0.017455015,-1.758079786
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_2,R3,213394.0,0.020765874,-1.682649786
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_3,R1,307537.8667,0.020789569,-1.682154513
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_3,R2,102745.3333,0.009726023,-2.012064726
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1638_3,R3,311851.3333,0.029182774,-1.534873433
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1982,R1,372657.3333,0.036227762,-1.440958491
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1982,R2,99082.0,0.010846909,-1.964694008
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_1982,R3,367992.3333,0.035648334,-1.447960758
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2664,R1,202682.8,0.021127747,-1.675146803
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2664,R2,355620.3333,0.034131001,-1.466850975
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2664,R3,321619.0,0.031227645,-1.505460765
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2665,R1,322913.0,0.033722653,-1.472078261
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2665,R2,310585.0,0.031520997,-1.501400052
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2665,R3,320417.3333,0.032747437,-1.484822679
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2680,R1,342736.8667,0.033419269,-1.476003055
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2680,R2,303547.6667,0.029172186,-1.535031026
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_2680,R3,331006.0,0.030933753,-1.509567392
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_3379,R1,227071.0,0.022410039,-1.649557381
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_3379,R2,371809.0,0.034725675,-1.459349305
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_3379,R3,385482.0,0.035219853,-1.45321246
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_3416,R1,292812.3333,0.029551063,-1.529426888
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_3416,R2,320647.8,0.031715308,-1.498731062
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_3416,R3,255800.6667,0.026026947,-1.584576768
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_5313,R1,326666.6667,0.032464903,-1.488585894
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_5313,R2,329954.3333,0.032748564,-1.484807743
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_5313,R3,325049.6667,0.03209626,-1.493545571
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0815_NT,R1,388911.6667,0.036815579,-1.433968362
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0815_NT,R2,374759.6667,0.035933165,-1.444504527
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0815_NT,R3,304411.6667,0.030622593,-1.513958038
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0815_Target,R1,510300.3333,0.051979288,-1.284169677
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0815_Target,R2,446394.6667,0.045298057,-1.343920426
PP_4248,PPNP_PSEPK,Ppnp,Pyrimidine/purine nucleoside phosphorylase,PP_0815_Target,R3,421330.3333,0.044561611,-1.351039118
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0378,R1,36295.6,0.003377613,-2.471390107
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0378,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0378,R3,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0379,R1,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0379,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0379,R3,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_1,R1,1749.34,0.000164097,-3.784899959
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_1,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_1,R3,8721.36,0.000816109,-3.08825159
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_2,R1,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_2,R2,6774.37,0.000609384,-3.215109136
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_2,R3,14998.9,0.001359979,-2.866467746
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_3,R1,5044.23,0.000497985,-3.302783851
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_3,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0977_3,R3,858.975,8.74e-05,-4.058314324
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0986,R1,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0986,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0986,R3,30860.13333,0.003350035,-2.474950664
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1018,R1,3159.27,0.000312891,-3.504606975
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1018,R2,47566.5,0.004357208,-2.36079169
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1018,R3,42470.87,0.003938012,-2.404722953
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1593,R1,5966.32,0.000605942,-3.217568736
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1593,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1593,R3,3867.15,0.000375932,-3.424891221
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_1,R1,49796.5,0.004752035,-2.323120327
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_1,R2,54016.8,0.004949252,-2.305460409
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_1,R3,59091.3,0.005639817,-2.248734962
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_2,R1,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_2,R2,2701.63,0.000262541,-3.580803474
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_2,R3,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_3,R1,10010.8,0.00067673,-3.169584326
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_3,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1638_3,R3,5487.55,0.00051352,-3.289442548
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1982,R1,92043.8,0.008948008,-2.048273623
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1982,R2,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_1982,R3,92494.53333,0.008960176,-2.047683463
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2664,R1,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2664,R2,13947.7,0.001338644,-2.873334963
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2664,R3,4831.496667,0.000469115,-3.328720778
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2665,R1,22186.19667,0.002316963,-2.635080932
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2665,R2,27738.05667,0.002815111,-2.550504498
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2665,R3,34677.62667,0.003544139,-2.450489314
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2680,R1,72963.83333,0.00711449,-2.147856235
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2680,R2,71951.86667,0.006914872,-2.160215859
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_2680,R3,69262.86667,0.006472875,-2.188902796
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_3379,R1,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_3379,R2,4754.98,0.000444099,-3.352520509
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_3379,R3,5858.41,0.000535258,-3.271436801
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_3416,R1,8053.42,0.000812763,-3.090035904
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_3416,R2,4780.47,0.000472837,-3.325288729
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_3416,R3,0.0,1e-05,-5.0
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_5313,R1,53153.33333,0.005282503,-2.27716021
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_5313,R2,48100.93333,0.004774105,-2.321108076
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_5313,R3,30477.00333,0.00300938,-2.521523033
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0815_NT,R1,53067.4,0.005023524,-2.298991523
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0815_NT,R2,49394.6,0.004736113,-2.324577899
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0815_NT,R3,35489.89667,0.003570141,-2.447314596
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0815_Target,R1,5753.48,0.000586051,-3.232064922
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0815_Target,R2,5891.42,0.000597834,-3.223419439
PP_4245,Q88F54_PSEPK,Pvdy,Hydroxyproline acetylase,PP_0815_Target,R3,660.873,6.99e-05,-4.155543835
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0378,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0378,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0378,R3,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0379,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0379,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0379,R3,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_1,R1,1749.34,0.000164097,-3.784899959
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_1,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_1,R3,8721.36,0.000816109,-3.08825159
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_2,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_2,R2,6774.37,0.000609384,-3.215109136
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_2,R3,14998.9,0.001359979,-2.866467746
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_3,R1,5044.23,0.000497985,-3.302783851
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_3,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0977_3,R3,858.975,8.74e-05,-4.058314324
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0986,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0986,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0986,R3,126221.7667,0.013702058,-1.863214207
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1018,R1,3159.27,0.000312891,-3.504606975
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1018,R2,1285.75,0.000117778,-3.928936354
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1018,R3,5403.91,0.000501065,-3.300106003
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1593,R1,5966.32,0.000605942,-3.217568736
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1593,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1593,R3,2771.96,0.000269466,-3.56949528
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_1,R1,4161.43,0.000397122,-3.401076552
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_1,R2,5420.87,0.000496683,-3.303920269
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_1,R3,4762.04,0.000454501,-3.342465468
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_2,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_2,R2,2701.63,0.000262541,-3.580803474
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_2,R3,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_3,R1,10010.8,0.00067673,-3.169584326
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_3,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1638_3,R3,5487.55,0.00051352,-3.289442548
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1982,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1982,R2,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_1982,R3,13995.35333,0.001355765,-2.867815662
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2664,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2664,R2,4101.05,0.000393602,-3.404942496
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2664,R3,4066.22,0.00039481,-3.40361159
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2665,R1,4946.29,0.000516554,-3.286884215
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2665,R2,6373.77,0.000646868,-3.189184141
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2665,R3,3820.58,0.000390473,-3.408409382
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2680,R1,14826.48,0.001445687,-2.839925821
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2680,R2,28313.36667,0.002721032,-2.565266412
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_2680,R3,26862.5,0.002510401,-2.60025683
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_3379,R1,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_3379,R2,4754.98,0.000444099,-3.352520509
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_3379,R3,5858.41,0.000535258,-3.271436801
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_3416,R1,8053.42,0.000812763,-3.090035904
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_3416,R2,4780.47,0.000472837,-3.325288729
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_3416,R3,0.0,1e-05,-5.0
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_5313,R1,7804.75,0.000775654,-3.110331718
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_5313,R2,5392.63,0.000535228,-3.271460956
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_5313,R3,17103.87333,0.001688881,-2.772400824
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0815_NT,R1,4932.63,0.000466938,-3.330740793
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0815_NT,R2,4082.88,0.00039148,-3.407290756
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0815_NT,R3,5749.29,0.000578356,-3.237805115
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0815_Target,R1,5753.48,0.000586051,-3.232064922
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0815_Target,R2,5891.42,0.000597834,-3.223419439
PP_4223,Q88F75_PSEPK,Pvdh,Diaminobutyrate-2-oxoglutarate transaminase,PP_0815_Target,R3,660.873,6.99e-05,-4.155543835
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0378,R1,241669.3333,0.022489379,-1.648022543
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0378,R2,89561.0,0.009567682,-2.019193271
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0378,R3,149374.0,0.015548094,-1.808322845
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0379,R1,285779.0,0.024714855,-1.607041932
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0379,R2,141362.6667,0.013996383,-1.853984188
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0379,R3,141941.3333,0.01325697,-1.87755572
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_1,R1,146884.8933,0.013778532,-1.860797054
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_1,R2,141401.3333,0.01310826,-1.882454951
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_1,R3,172768.9067,0.016167013,-1.791370218
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_2,R1,205852.0,0.0181727,-1.740580531
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_2,R2,220190.58,0.019807091,-1.703179314
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_2,R3,197028.6,0.017864963,-1.747997884
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_3,R1,85154.15333,0.00840673,-2.075372896
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_3,R2,0.0,1e-05,-5.0
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0977_3,R3,73025.98333,0.007433315,-2.128817434
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0986,R1,0.0,1e-05,-5.0
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0986,R2,0.0,1e-05,-5.0
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_0986,R3,122710.6667,0.013320909,-1.875466146
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,PP_1018,R1,195153.5133,0.01932781,-1.713817344
