From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
Q88EL4	Q88EL4	unreviewed	Q88EL4_PSEPK	Helicase HerA central domain-containing protein	PP_4448	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	587	PP_4448			
Q88EL5	Q88EL5	unreviewed	Q88EL5_PSEPK	DUF4297 domain-containing protein	PP_4447	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	416	PP_4447			
Q88EL9	Q88EL9	unreviewed	Q88EL9_PSEPK	RidA family protein	PP_4435	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	117	PP_4435			
Q88EM5	Q88EM5	unreviewed	Q88EM5_PSEPK	Transcriptional regulator, GntR family	PP_4429	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	466	PP_4429			
Q88EM6	Q88EM6	unreviewed	Q88EM6_PSEPK	Amino acid ABC transporter, periplasmic amino acid-binding protein	PP_4428	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	284	PP_4428			
Q88EN0	Q88EN0	unreviewed	Q88EN0_PSEPK	Uncharacterized HTH-type transcriptional regulator y4tD	PP_4424	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	155	PP_4424			
Q88EP8	Q88EP8	unreviewed	Q88EP8_PSEPK	diguanylate cyclase (EC 2.7.7.65)	PP_4405	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	332	PP_4405			
Q88EP9	Q88EP9	unreviewed	Q88EP9_PSEPK	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	lpdV PP_4404	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	459	PP_4404		lpdV	
Q88EQ0	Q88EQ0	unreviewed	Q88EQ0_PSEPK	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	bkdB PP_4403	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	423	PP_4403		bkdB	
Q88EQ1	Q88EQ1	unreviewed	Q88EQ1_PSEPK	Branched-chain alpha-keto acid dehydrogenase complex, beta subunit (EC 1.2.1.25, EC 1.2.4.4)	bkdAB PP_4402	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	339	PP_4402		bkdAB	
Q88EQ2	Q88EQ2	unreviewed	Q88EQ2_PSEPK	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain)	bkdAA PP_4401	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	410	PP_4401		bkdAA	
Q88EQ3	Q88EQ3	unreviewed	Q88EQ3_PSEPK	Bkd operon transcriptional regulator	bkdR PP_4400	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	161	PP_4400		bkdR	
Q88EQ4	Q88EQ4	unreviewed	Q88EQ4_PSEPK	Glutamine synthetase	PP_4399	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	413	PP_4399			
Q88EQ5	Q88EQ5	unreviewed	Q88EQ5_PSEPK	Major facilitator family transporter	PP_4398	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	444	PP_4398			
Q88EQ6	Q88EQ6	reviewed	YCGR_PSEPK	Flagellar brake protein YcgR (Cyclic di-GMP binding protein YcgR)	ycgR PP_4397	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	247	PP_4397		ycgR	
Q88EQ8	Q88EQ8	unreviewed	Q88EQ8_PSEPK	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	flgM PP_4395	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	104	PP_4395		flgM	
Q88ER0	Q88ER0	unreviewed	Q88ER0_PSEPK	Chemotaxis protein	PP_4393	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	309	PP_4393			
Q88ER1	Q88ER1	reviewed	CHER2_PSEPK	Chemotaxis protein methyltransferase Cher2 (EC 2.1.1.80)	cheR2 PP_4392	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	275	PP_4392		cheR2	
Q88ER5	Q88ER5	unreviewed	Q88ER5_PSEPK	Flagellar hook protein FlgE	flgE PP_4388	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	440	PP_4388		flgE	
Q88ER7	Q88ER7	unreviewed	Q88ER7_PSEPK	Flagellar basal-body rod protein FlgF	flgF PP_4386	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	246	PP_4386		flgF	
Q88ER8	Q88ER8	unreviewed	Q88ER8_PSEPK	Flagellar basal-body rod protein FlgG (Distal rod protein)	flgG PP_4385	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	261	PP_4385		flgG	
Q88ER9	Q88ER9	reviewed	FLGH_PSEPK	Flagellar L-ring protein (Basal body L-ring protein)	flgH PP_4384	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	231	PP_4384		flgH	
Q88ES0	Q88ES0	reviewed	FLGI_PSEPK	Flagellar P-ring protein (Basal body P-ring protein)	flgI PP_4383	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	369	PP_4383		flgI	
Q88ES2	Q88ES2	unreviewed	Q88ES2_PSEPK	Flagellar hook-associated protein 1	flgK PP_4381	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	680	PP_4381		flgK	
Q88ES3	Q88ES3	unreviewed	Q88ES3_PSEPK	Flagellar hook-associated protein FlgL	flgL PP_4380	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	521	PP_4380		flgL	
Q88ES4	Q88ES4	unreviewed	Q88ES4_PSEPK	Beta-ketoacyl-acyl-carrier-protein synthase I (EC 2.3.1.180)	PP_4379	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	309	PP_4379			
Q88ES5	Q88ES5	unreviewed	Q88ES5_PSEPK	Flagellin	fliC PP_4378	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	687	PP_4378		fliC	
Q88ES6	Q88ES6	unreviewed	Q88ES6_PSEPK	Flagellin FlaG	PP_4377	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	114	PP_4377			
Q88ES7	Q88ES7	unreviewed	Q88ES7_PSEPK	Flagellar hook-associated protein 2 (HAP2) (Flagellar cap protein)	fliD PP_4376	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	452	PP_4376		fliD	
Q88ES8	Q88ES8	unreviewed	Q88ES8_PSEPK	Flagellar secretion chaperone FliS	fliS PP_4375	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	131	PP_4375		fliS	
Q88ET0	Q88ET0	unreviewed	Q88ET0_PSEPK	Transcriptional regulator FleQ	fleQ PP_4373	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	491	PP_4373		fleQ	
Q88ET2	Q88ET2	unreviewed	Q88ET2_PSEPK	Two component system AtoC DNA-binding transcriptional activator	atoC PP_4371	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	451	PP_4371		atoC	
Q88ET4	Q88ET4	unreviewed	Q88ET4_PSEPK	Flagellar M-ring protein	fliF PP_4369	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	592	PP_4369		fliF	
Q88ET5	Q88ET5	unreviewed	Q88ET5_PSEPK	Flagellar motor switch protein FliG	fliG PP_4368	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	339	PP_4368		fliG	
Q88ET7	Q88ET7	unreviewed	Q88ET7_PSEPK	Flagellum-specific ATP synthase (EC 7.1.2.2)	fliI PP_4366	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	457	PP_4366		fliI	
Q88ET9	Q88ET9	unreviewed	Q88ET9_PSEPK	Anti-sigma F factor antagonist	PP_4364	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	101	PP_4364			
Q88EU0	Q88EU0	unreviewed	Q88EU0_PSEPK	Sensor histidine kinase/response regulator	PP_4363	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	563	PP_4363			
Q88EU1	Q88EU1	unreviewed	Q88EU1_PSEPK	HPt domain-containing protein	PP_4362	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	112	PP_4362			
Q88EU2	Q88EU2	unreviewed	Q88EU2_PSEPK	Flagellar hook-length control protein FliK	fliK PP_4361	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	421	PP_4361		fliK	
Q88EU4	Q88EU4	unreviewed	Q88EU4_PSEPK	Flagellar protein FliL	fliL PP_4359	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	165	PP_4359		fliL	
Q88EU5	Q88EU5	unreviewed	Q88EU5_PSEPK	Flagellar motor switch protein FliM	fliM PP_4358	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	322	PP_4358		fliM	
Q88EU6	Q88EU6	unreviewed	Q88EU6_PSEPK	Flagellar motor switch protein FliN	fliN PP_4357	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	161	PP_4357		fliN	
Q88EV7	Q88EV7	unreviewed	Q88EV7_PSEPK	Transcriptional regulator, GntR family	PP_4345	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	230	PP_4345			
Q88EV9	Q88EV9	unreviewed	Q88EV9_PSEPK	Flagellar biosynthesis protein FlhF	flhF PP_4343	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	435	PP_4343		flhF	
Q88EW0	Q88EW0	unreviewed	Q88EW0_PSEPK	Flagellar synthesis regulator, putative ATPase	PP_4342	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	277	PP_4342			
Q88EW1	Q88EW1	unreviewed	Q88EW1_PSEPK	RNA polymerase sigma factor FliA (RNA polymerase sigma factor for flagellar operon) (Sigma F) (Sigma-28)	fliA PP_4341	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	246	PP_4341		fliA	
Q88EW2	Q88EW2	unreviewed	Q88EW2_PSEPK	Response regulator for chemotactic signal transduction	cheY PP_4340	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	124	PP_4340		cheY	
Q88EW3	Q88EW3	reviewed	CHEZ_PSEPK	Protein phosphatase CheZ (EC 3.1.3.-) (Chemotaxis protein CheZ)	cheZ PP_4339	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	262	PP_4339		cheZ	
Q88EW4	Q88EW4	unreviewed	Q88EW4_PSEPK	Chemotaxis protein CheA (EC 2.7.13.3)	cheA PP_4338	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	747	PP_4338		cheA	
Q88EW5	Q88EW5	reviewed	CHEB1_PSEPK	Protein-glutamate methylesterase/protein-glutamine glutaminase of group 1 operon (EC 3.1.1.61) (EC 3.5.1.44)	cheB1 PP_4337	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	370	PP_4337		cheB1	
Q88EW6	Q88EW6	unreviewed	Q88EW6_PSEPK	Flagellar motor rotation protein	PP_4336	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	246	PP_4336			
Q88EW7	Q88EW7	unreviewed	Q88EW7_PSEPK	Flagellar motor protein	PP_4335	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	285	PP_4335			
Q88EW8	Q88EW8	unreviewed	Q88EW8_PSEPK	ParA family protein	PP_4334	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	284	PP_4334			
Q88EW9	Q88EW9	unreviewed	Q88EW9_PSEPK	CheW domain protein	PP_4333	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	298	PP_4333			
Q88EX0	Q88EX0	unreviewed	Q88EX0_PSEPK	Chemotaxis protein CheW	PP_4332	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	159	PP_4332			
Q88EX1	Q88EX1	unreviewed	Q88EX1_PSEPK	Chemotaxis protein	PP_4331	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	131	PP_4331			
Q88EX2	Q88EX2	unreviewed	Q88EX2_PSEPK	Toxin-related protein	PP_4330	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	893	PP_4330			
Q88EX4	Q88EX4	unreviewed	Q88EX4_PSEPK	Flagellar hook-length control protein-like C-terminal domain-containing protein	PP_4328	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	518	PP_4328			
Q88EX5	Q88EX5	reviewed	CCMA_PSEPK	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA PP_4327	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	210	PP_4327		ccmA	
Q88EX9	Q88EX9	reviewed	CCME_PSEPK	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ PP_4323	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	151	PP_4323		ccmE	cycJ
Q88EY0	Q88EY0	unreviewed	Q88EY0_PSEPK	Holocytochrome c synthetase	ccmF PP_4322	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	662	PP_4322		ccmF	
Q88EY1	Q88EY1	unreviewed	Q88EY1_PSEPK	Holocytochrome c synthetase subunit	ccmG PP_4321	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	178	PP_4321		ccmG	
Q88EY2	Q88EY2	unreviewed	Q88EY2_PSEPK	Lipoprotein	PP_4319	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	138	PP_4319			
Q88EY4	Q88EY4	unreviewed	Q88EY4_PSEPK	D-isomer specific 2-hydroxyacid dehydrogenase family protein	PP_4316	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	312	PP_4316			
Q88EY5	Q88EY5	unreviewed	Q88EY5_PSEPK	Enzyme (EC 5.1.-.-)	PP_4315	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	262	PP_4315			
Q88EY6	Q88EY6	unreviewed	Q88EY6_PSEPK	CENP-V/GFA domain-containing protein	PP_4314	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	162	PP_4314			
Q88EY7	Q88EY7	unreviewed	Q88EY7_PSEPK	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	PP_4313	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	112	PP_4313			
Q88EY9	Q88EY9	unreviewed	Q88EY9_PSEPK	D-amino acid dehydrogenase 2 small subunit (EC 1.4.99.6)	PP_4311	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	397	PP_4311			
Q88EZ0	Q88EZ0	unreviewed	Q88EZ0_PSEPK	Hydantoin racemase	PP_4310	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	242	PP_4310			
Q88EZ2	Q88EZ2	unreviewed	Q88EZ2_PSEPK	Transcriptional regulator, AsnC family	PP_4308	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	145	PP_4308			
Q88EZ4	Q88EZ4	unreviewed	Q88EZ4_PSEPK	S-adenosylmethionine-dependent methyltransferase domain-containing protein	PP_4306	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	318	PP_4306			
Q88EZ5	Q88EZ5	unreviewed	Q88EZ5_PSEPK	Sulfate ABC transporter	sbp-I PP_4305	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	332	PP_4305		sbp-I	
Q88EZ9	Q88EZ9	unreviewed	Q88EZ9_PSEPK	Pyruvate kinase (EC 2.7.1.40)	pyk PP_4301	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	471	PP_4301		pyk	
Q88F01	Q88F01	unreviewed	Q88F01_PSEPK	Tartronate semialdehyde reductase (EC 1.1.1.60)	glxR PP_4299	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	297	PP_4299		glxR	
Q88F02	Q88F02	unreviewed	Q88F02_PSEPK	Hydroxypyruvate isomerase (EC 5.3.1.22)	hyi PP_4298	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	260	PP_4298		hyi	
Q88F03	Q88F03	unreviewed	Q88F03_PSEPK	Glyoxylate carboligase (EC 4.1.1.47)	gcl PP_4297	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	591	PP_4297		gcl	
Q88F05	Q88F05	unreviewed	Q88F05_PSEPK	TetR family transcriptional regulator	PP_4295	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	203	PP_4295			
Q88F06	Q88F06	unreviewed	Q88F06_PSEPK	Conserved inner membrane protein	yedI PP_4294	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	304	PP_4294		yedI	
Q88F07	Q88F07	unreviewed	Q88F07_PSEPK	Nucleoside-specific outer membrane channel protein Tsx	PP_4293	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	260	PP_4293			
Q88F11	Q88F11	unreviewed	Q88F11_PSEPK	Cytochrome c domain-containing protein	PP_4289	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	446	PP_4289			
Q88F12	Q88F12	unreviewed	Q88F12_PSEPK	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (EC 4.1.1.97)	pucL PP_4287	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	171	PP_4287		pucL	
Q88F13	Q88F13	unreviewed	Q88F13_PSEPK	Allantoinase (EC 3.5.2.5)	puuE PP_4286	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	308	PP_4286		puuE	
Q88F14	Q88F14	unreviewed	Q88F14_PSEPK	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)	pucM PP_4285	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	117	PP_4285		pucM	
Q88F16	Q88F16	unreviewed	Q88F16_PSEPK	Transcriptional regulator, GntR family	PP_4283	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	251	PP_4283			
Q88F18	Q88F18	unreviewed	Q88F18_PSEPK	Guanine deaminase (Guanase) (EC 3.5.4.3) (Guanine aminohydrolase)	guaD PP_4281	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	434	PP_4281		guaD	
Q88F20	Q88F20	unreviewed	Q88F20_PSEPK	Xanthine dehydrogenase subunit XdhB (EC 1.17.1.4)	xdhB PP_4279	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	799	PP_4279		xdhB	
Q88F21	Q88F21	unreviewed	Q88F21_PSEPK	Xanthine dehydrogenase subunit XdhA (EC 1.17.1.4)	xdhA PP_4278	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	484	PP_4278		xdhA	
Q88F22	Q88F22	unreviewed	Q88F22_PSEPK	Transcriptional regulator, GntR family	PP_4277	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	219	PP_4277			
Q88F23	Q88F23	unreviewed	Q88F23_PSEPK	Chromosome partition protein Smc	smc PP_4276	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1162	PP_4276		smc	
Q88F24	Q88F24	reviewed	ZIPA_PSEPK	Cell division protein ZipA	zipA PP_4275	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	297	PP_4275		zipA	
Q88F25	Q88F25	reviewed	DNLJ_PSEPK	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA PP_4274	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	776	PP_4274		ligA	
Q88F30	Q88F30	unreviewed	Q88F30_PSEPK	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	dnaX PP_4269	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	691	PP_4269		dnaX	
Q88F31	Q88F31	reviewed	Y4268_PSEPK	Nucleoid-associated protein PP_4268	PP_4268	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	111	PP_4268			
Q88F32	Q88F32	reviewed	RECR_PSEPK	Recombination protein RecR	recR PP_4267	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	200	PP_4267		recR	
Q88F33	Q88F33	reviewed	APT_PSEPK	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt PP_4266	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	182	PP_4266		apt	
Q88F34	Q88F34	unreviewed	Q88F34_PSEPK	DNA-binding transcriptional dual regulator	fnrA PP_4265	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	244	PP_4265		fnrA	
Q88F35	Q88F35	unreviewed	Q88F35_PSEPK	Coproporphyrinogen-III oxidase (EC 1.3.98.3)	hemN PP_4264	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	460	PP_4264		hemN	
Q88F38	Q88F38	unreviewed	Q88F38_PSEPK	Cation-transporting P-type ATPase	PP_4261	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	824	PP_4261			
Q88F39	Q88F39	unreviewed	Q88F39_PSEPK	FixH family protein	PP_4260	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	176	PP_4260			
Q88F40	Q88F40	unreviewed	Q88F40_PSEPK	Iron-sulfur cluster-binding protein	PP_4259	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	471	PP_4259			
Q88F41	Q88F41	unreviewed	Q88F41_PSEPK	Cbb3-type cytochrome c oxidase subunit	ccoP-II PP_4258	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	325	PP_4258		ccoP-II	
Q88F43	Q88F43	unreviewed	Q88F43_PSEPK	Cytochrome c oxidase subunit, cbb3-type	ccoO-II PP_4256	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	202	PP_4256		ccoO-II	
Q88F44	Q88F44	unreviewed	Q88F44_PSEPK	cytochrome-c oxidase (EC 7.1.1.9)	ccoN-II PP_4255	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	480	PP_4255		ccoN-II	
Q88F46	Q88F46	unreviewed	Q88F46_PSEPK	Cbb3-type cytochrome c oxidase subunit	ccoP-I PP_4253	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	313	PP_4253		ccoP-I	
Q88F48	Q88F48	unreviewed	Q88F48_PSEPK	Cytochrome c oxidase subunit, cbb3-type	ccoO-I PP_4251	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	202	PP_4251		ccoO-I	
Q88F49	Q88F49	unreviewed	Q88F49_PSEPK	cytochrome-c oxidase (EC 7.1.1.9)	ccoN-I PP_4250	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	474	PP_4250		ccoN-I	
Q88F50	Q88F50	unreviewed	Q88F50_PSEPK	KANL3/Tex30 alpha/beta hydrolase-like domain-containing protein	PP_4249	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	230	PP_4249			
