,pp,Entry_x,Reviewed,Entry Name,Protein names,Gene Names,Gene Ontology (molecular function),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (biological process),New_tag,Preferred_name,Nickname,Description,COG,GOs,EC,KEGG_ko,KEGG_Reaction,pref_first3,in_gsm,gsm_rxns,gsm_subsystems,num_rxns,num_subsystems,subsystem1,retap_target,isoprenol_mean,dCas9_expr,pass_dbtl0_filter,target_control_ratio,pass_dbtl3
95,PP_4266,Q88F33,reviewed,APT_PSEPK,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),apt PP_4266,adenine phosphoribosyltransferase activity [GO:0003999],cytoplasm [GO:0005737]; adenine phosphoribosyltransferase activity [GO:0003999]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166],GO:0003999; GO:0005737; GO:0006166; GO:0006168; GO:0044209,cytoplasm [GO:0005737],adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166],PP_RS22150,apt,apt,"Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis",F,-,2.4.2.7,ko:K00759,"R00190,R01229,R04378",apt,True,['ADPT'],['S_Purine_Metabolism'],1,1,S_Purine_Metabolism,True,129.71256333333335,0.7739970027741802,True,0.0708028349197711,False
96,PP_4487,Q88EH6,reviewed,ACSA1_PSEPK,Acetyl-coenzyme A synthetase 1 (AcCoA synthetase 1) (Acs 1) (EC 6.2.1.1) (Acetate--CoA ligase 1) (Acyl-activating enzyme 1),acsA1 PP_4487,acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; acetyl-CoA biosynthetic process from acetate [GO:0019427],GO:0003987; GO:0005524; GO:0016208; GO:0019427; GO:0046872,,acetyl-CoA biosynthetic process from acetate [GO:0019427],PP_RS23365,acsA,acsA1 ,"Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA",F,"GO:0003674,GO:0003824,GO:0003987,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006083,GO:0006084,GO:0006085,GO:0006139,GO:0006163,GO:0006164,GO:0006464,GO:0006473,GO:0006476,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016054,GO:0016405,GO:0016787,GO:0016874,GO:0016877,GO:0016878,GO:0016999,GO:0017001,GO:0017144,GO:0018130,GO:0018193,GO:0018205,GO:0018394,GO:0019213,GO:0019427,GO:0019438,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033558,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034421,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0035601,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0043543,GO:0043603,GO:0043604,GO:0043687,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0045733,GO:0046390,GO:0046395,GO:0046483,GO:0050218,GO:0051186,GO:0051188,GO:0055086,GO:0071616,GO:0071704,GO:0072329,GO:0072521,GO:0072522,GO:0090407,GO:0098732,GO:0140096,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",6.2.1.1,ko:K01895,"R00235,R00236,R00316,R00926,R01354",acs,True,['ACS'],['S_Gluconeogenesis'],1,1,S_Gluconeogenesis,False,191.39604666666665,0.8839594341128324,True,0.0129436830303319,False
97,PP_4549,Q88EB7,unreviewed,Q88EB7_PSEPK,Long-chain-fatty-acid/CoA ligase (EC 6.2.1.3),fadD-I PP_4549,long-chain fatty acid-CoA ligase activity [GO:0004467],long-chain fatty acid-CoA ligase activity [GO:0004467],GO:0004467,,,PP_RS23695,fadD1,fadD-I,PFAM AMP-dependent synthetase and ligase,IQ,-,6.2.1.3,ko:K01897,R01280,fad,True,"['FACOAL160t2pp', 'FACOALP70t2pp', 'ACSPHAC141d5', 'FACOAL161', 'FACOAL100t2pp', 'HMR_0188', 'FACOAL181', 'ACSPHAC80', 'FACOAL70t2pp', 'ACSPHACP90', 'FACOAL80', 'ACSPHAC121d6', 'FACOAL181t2pp', 'FACOALP80t2pp', 'ACSPHAC50', 'ACSPHACP50', 'ACSPHAC101', 'FACOAL161t2pp', 'FACOAL180', 'FACOAL120t2pp', 'ACSPHACP60', 'FACOAL140', 'FACOALP90t2pp', 'FACOAL1821', 'ACSPHAC142', 'FACOAL80t2pp', 'ACSPHAC90', 'FACOAL90i', 'FACOAL182t2pp', 'ACSPHACT40', 'FACOALT60t2pp', 'ACSPHAC140', 'HMR_0180_copy2', 'ACSPHAC60', 'FACOAL180t2pp', 'FACOAL1812', 'FACOAL140t2pp', 'FACOAL50i', 'FACOAL141', 'ACSPHAC120', 'ACSPHACP70', 'ACSPHAC160', 'FACOAL90t2pp', 'FACOAL50t2pp', 'FACOAL60i', 'ACSPHACT60', 'ACSPHACP100', 'FACOAL141t2pp', 'ACSPHACP40', 'FACOALP50t2pp', 'FACOAL181d11tpp', 'FACOALP100t2pp', 'ACSPHAC141', 'FACOAL181d6t2pp', 'ACSPHAC70', 'HMR_0180_copy1', 'FACOAL160', 'ACSPHAC121', 'ACSPHACP80', 'FACOAL60t2pp', 'FACOALP60t2pp', 'FACOAL_70_c', 'ACSPHAC40', 'ACSPHAC100']","['S_Fatty_Acid_Metabolism', 'S_Fatty_Acid__Biosynthesis', 'S_PHAs_Metabolism']",64,3,S_Fatty_Acid_Metabolism,False,201.78789,0.6547542947213033,True,0.0513748495761029,False
98,PP_4550,Q88EB6,unreviewed,Q88EB6_PSEPK,Long-chain-fatty-acid/CoA ligase (EC 6.2.1.3),fadD-II PP_4550,long-chain fatty acid-CoA ligase activity [GO:0004467],long-chain fatty acid-CoA ligase activity [GO:0004467],GO:0004467,,,PP_RS23700,fadD2,fadD-II,PFAM AMP-dependent synthetase and ligase,IQ,-,6.2.1.3,ko:K01897,R01280,fad,True,"['FACOAL160t2pp', 'FACOALP70t2pp', 'ACSPHAC141d5', 'FACOAL161', 'FACOAL100t2pp', 'HMR_0188', 'FACOAL181', 'ACSPHAC80', 'FACOAL70t2pp', 'ACSPHACP90', 'FACOAL80', 'ACSPHAC121d6', 'FACOAL181t2pp', 'FACOALP80t2pp', 'ACSPHAC50', 'ACSPHACP50', 'ACSPHAC101', 'FACOAL161t2pp', 'FACOAL180', 'FACOAL120t2pp', 'ACSPHACP60', 'FACOAL140', 'FACOALP90t2pp', 'FACOAL1821', 'ACSPHAC142', 'FACOAL80t2pp', 'ACSPHAC90', 'FACOAL90i', 'FACOAL182t2pp', 'ACSPHACT40', 'FACOALT60t2pp', 'ACSPHAC140', 'HMR_0180_copy2', 'ACSPHAC60', 'FACOAL180t2pp', 'FACOAL1812', 'FACOAL140t2pp', 'FACOAL50i', 'FACOAL141', 'ACSPHAC120', 'ACSPHACP70', 'ACSPHAC160', 'FACOAL90t2pp', 'FACOAL50t2pp', 'FACOAL60i', 'ACSPHACT60', 'ACSPHACP100', 'FACOAL141t2pp', 'ACSPHACP40', 'FACOALP50t2pp', 'FACOAL181d11tpp', 'FACOALP100t2pp', 'ACSPHAC141', 'FACOAL181d6t2pp', 'ACSPHAC70', 'HMR_0180_copy1', 'FACOAL160', 'ACSPHAC121', 'ACSPHACP80', 'FACOAL60t2pp', 'FACOALP60t2pp', 'FACOAL_70_c', 'ACSPHAC40', 'ACSPHAC100']","['S_Fatty_Acid_Metabolism', 'S_Fatty_Acid__Biosynthesis', 'S_PHAs_Metabolism']",64,3,S_Fatty_Acid_Metabolism,False,102.96837666666666,0.474751760174168,True,0.5850655596776276,False
99,PP_4635,Q88E33,reviewed,FABV_PSEPK,Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9),fabV PP_4635,enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; NAD binding [GO:0051287],enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; NAD binding [GO:0051287]; fatty acid biosynthetic process [GO:0006633],GO:0004318; GO:0006633; GO:0051287,,fatty acid biosynthetic process [GO:0006633],PP_RS24150,fabV,fabV ,Involved in the final reduction of the elongation cycle of fatty acid synthesis (FAS II). Catalyzes the reduction of a carbon-carbon double bond in an enoyl moiety that is covalently linked to an acyl carrier protein (ACP),I,"GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050343,GO:0050662,GO:0051287,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576","1.3.1.44,1.3.1.9",ko:K00209,"R01171,R04429,R04724,R04955,R04958,R04961,R04966,R04969",fab,True,['EAR121x'],['S_Fatty_Acid__Biosynthesis'],1,1,S_Fatty_Acid__Biosynthesis,True,134.04727,0.0529083775933792,False,0.958918940823882,False
100,PP_4636,Q88E32,unreviewed,Q88E32_PSEPK,Acetyl-CoA acetyltransferase (EC 2.3.1.9),yqeF PP_4636,acetyl-CoA C-acetyltransferase activity [GO:0003985],acetyl-CoA C-acetyltransferase activity [GO:0003985],GO:0003985,,,PP_RS24155,atoB,yqeF,Belongs to the thiolase family,I,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",2.3.1.9,ko:K00626,"R00238,R01177",ato,True,"['GLYBACT1r', 'ACACT1r']","['S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism', 'S_Butanoate_Metabolism']",2,2,S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism,False,175.91522333333333,1.036899805680373,True,0.1982789163128648,False
101,PP_4650,Q88E18,unreviewed,Q88E18_PSEPK,"Ubiquinol oxidase subunit II, cyanide insensitive",cioB PP_4650,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],,PP_RS24225,cioB,cioB,Ubiquinol oxidase subunit II,C,-,1.10.3.14,ko:K00426,R11325,cio,True,['CYTBDpp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,127.48566,0.7818285424978644,False,,False
102,PP_4651,Q88E17,unreviewed,Q88E17_PSEPK,"Ubiquinol oxidase subunit I, cyanide insensitive",cioA PP_4651,electron transfer activity [GO:0009055]; metal ion binding [GO:0046872],cytochrome complex [GO:0070069]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; aerobic electron transport chain [GO:0019646],GO:0005886; GO:0009055; GO:0019646; GO:0046872; GO:0070069,cytochrome complex [GO:0070069]; plasma membrane [GO:0005886],aerobic electron transport chain [GO:0019646],PP_RS24230,cioA,cioA,Ubiquinol oxidase subunit I,C,-,1.10.3.14,ko:K00425,R11325,cio,True,['CYTBDpp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,137.42654666666667,0.0445045242909424,True,0.3714328873783032,False
103,PP_4667,Q88E01,unreviewed,Q88E01_PSEPK,Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27),mmsA-II PP_4667,"methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity [GO:0004491]","methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity [GO:0004491]; organic substance metabolic process [GO:0071704]",GO:0004491; GO:0071704,,organic substance metabolic process [GO:0071704],PP_RS24310,mmsA,mmsA-II,methylmalonate-semialdehyde dehydrogenase,C,-,"1.2.1.18,1.2.1.27",ko:K00140,"R00705,R00706,R00922,R00935",mms,True,['MMTSAO'],['S_Valine__Leucine__and_Isoleucine_Metabolism'],1,1,S_Valine__Leucine__and_Isoleucine_Metabolism,False,178.38226666666665,0.7390342041950744,True,0.1564535070431674,False
104,PP_4678,Q88DZ0,reviewed,ILVC_PSEPK,Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I),ilvC PP_4678,ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661],ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],GO:0000287; GO:0004455; GO:0009097; GO:0009099; GO:0050661,,isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],PP_RS24390,ilvC,ilvC,"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate",H,"GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004455,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0022607,GO:0036094,GO:0042802,GO:0043167,GO:0043169,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0048037,GO:0050661,GO:0050662,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",1.1.1.86,ko:K00053,"R03051,R04439,R04440,R05068,R05069,R05071",ilv,True,"['KARA2', 'KARA1']",['S_Valine__Leucine__and_Isoleucine_Metabolism'],2,1,S_Valine__Leucine__and_Isoleucine_Metabolism,False,165.54071,0.0216246858751514,True,0.6415224747257675,False
105,PP_4679,Q88DY9,unreviewed,Q88DY9_PSEPK,Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit),ilvH PP_4679,acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610],cytoplasm [GO:0005737]; acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],GO:0003984; GO:0005737; GO:0009097; GO:0009099; GO:1990610,cytoplasm [GO:0005737],isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],PP_RS24395,ilvH,ilvH,acetolactate synthase,E,"GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234",2.2.1.6,ko:K01653,"R00006,R00014,R00226,R03050,R04672,R04673,R08648",ilv,True,"['ACHBS', 'ACLS']","['S_Valine__Leucine__and_Isoleucine_Metabolism', 'S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis']",2,2,S_Valine__Leucine__and_Isoleucine_Metabolism,False,67.06377666666667,0.034529357186248,True,0.4421372921942745,False
106,PP_4702,Q88DW6,reviewed,ACSA2_PSEPK,Acetyl-coenzyme A synthetase 2 (AcCoA synthetase 2) (Acs 2) (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2),acsA2 acsB PP_4702,acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; acetyl-CoA biosynthetic process from acetate [GO:0019427],GO:0003987; GO:0005524; GO:0016208; GO:0019427; GO:0046872,,acetyl-CoA biosynthetic process from acetate [GO:0019427],PP_RS24515,acsA,acsA-II,"Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA",F,-,6.2.1.1,ko:K01895,"R00235,R00236,R00316,R00926,R01354",acs,True,['ACS'],['S_Gluconeogenesis'],1,1,S_Gluconeogenesis,False,173.16169,0.3898353337984332,False,25.598476983339182,False
107,PP_4737,Q88DT2,unreviewed,Q88DT2_PSEPK,D-lactate dehydrogenase (EC 1.1.-.-),dld2 PP_4737,FAD binding [GO:0071949]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],FAD binding [GO:0071949]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],GO:0016491; GO:0046872; GO:0051536; GO:0071949,,,PP_RS24705,lldE,dld2,"PFAM 4Fe-4S ferredoxin, iron-sulfur binding domain protein",C,-,-,ko:K18930,-,lld,True,['LDH_D2'],['S_Pyruvate_Metabolism'],1,1,S_Pyruvate_Metabolism,False,184.8510233333333,0.8393543159675585,False,,False
108,PP_4862,Q88DG3,unreviewed,Q88DG3_PSEPK,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase (EC 1.1.1.276, EC 1.1.1.298)",ydfG PP_4862,3-hydroxypropionate dehydrogenase (NADP+) activity [GO:0035527]; serine 3-dehydrogenase activity [GO:0031132],3-hydroxypropionate dehydrogenase (NADP+) activity [GO:0035527]; serine 3-dehydrogenase activity [GO:0031132],GO:0031132; GO:0035527,,,PP_RS25375,sdh,ydfG,Short-chain dehydrogenase reductase SDR,S,-,1.1.1.381,ko:K16066,"R09289,R10851,R10852",sdh,True,"['LSERDHr', 'ATHRDHr']",['S_Glycine__Serine_and_threonine_metabolism'],2,1,S_Glycine__Serine_and_threonine_metabolism,True,143.94409,0.6642953485031217,True,0.1044985552761165,False
109,PP_4894,Q88DD3,reviewed,HFQ_PSEPK,RNA-binding protein Hfq,hfq PP_4894,RNA binding [GO:0003723],RNA binding [GO:0003723]; regulation of DNA-templated transcription [GO:0006355],GO:0003723; GO:0006355,,regulation of DNA-templated transcription [GO:0006355],PP_RS25550,hfq,hfq,"RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs",J,"GO:0003674,GO:0003676,GO:0003677,GO:0003681,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006378,GO:0006396,GO:0006397,GO:0006417,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016246,GO:0016441,GO:0016458,GO:0017148,GO:0019222,GO:0022607,GO:0022613,GO:0022618,GO:0030423,GO:0031047,GO:0031123,GO:0031124,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032268,GO:0032269,GO:0032270,GO:0034248,GO:0034249,GO:0034250,GO:0034622,GO:0034641,GO:0035194,GO:0040029,GO:0040033,GO:0043170,GO:0043631,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0045727,GO:0045974,GO:0045975,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051246,GO:0051247,GO:0051248,GO:0060255,GO:0065003,GO:0065007,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:2000112,GO:2000113",-,ko:K03666,-,hfq,False,,[],0,0,-,False,44.85629,0.0350923716851332,False,0.434935089046726,False
110,PP_5064,Q88CW6,reviewed,BETA_PSEPK,Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8),betA PP_5064,betaine-aldehyde dehydrogenase activity [GO:0008802]; choline dehydrogenase activity [GO:0008812]; flavin adenine dinucleotide binding [GO:0050660],betaine-aldehyde dehydrogenase activity [GO:0008802]; choline dehydrogenase activity [GO:0008812]; flavin adenine dinucleotide binding [GO:0050660]; glycine betaine biosynthetic process from choline [GO:0019285],GO:0008802; GO:0008812; GO:0019285; GO:0050660,,glycine betaine biosynthetic process from choline [GO:0019285],PP_RS26400,betA,betA ,Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate,C,"GO:0001505,GO:0003674,GO:0003824,GO:0005575,GO:0006091,GO:0006113,GO:0006575,GO:0006577,GO:0006578,GO:0006807,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0008812,GO:0009058,GO:0009628,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0019285,GO:0019695,GO:0031455,GO:0031456,GO:0034641,GO:0042133,GO:0042398,GO:0044237,GO:0044249,GO:0044271,GO:0050896,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576",1.1.99.1,ko:K00108,R01025,bet,True,['CHOLD'],['S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism'],1,1,S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism,False,10.5732,0.0215258422880841,False,0.9794247421136364,False
111,PP_5128,Q88CQ2,reviewed,ILVD_PSEPK,Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9),ilvD PP_5128,"2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; magnesium ion binding [GO:0000287]","2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; magnesium ion binding [GO:0000287]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]",GO:0000287; GO:0004160; GO:0009097; GO:0009099; GO:0051537,,isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],PP_RS26720,ilvD,ilvD,Belongs to the IlvD Edd family,EG,-,4.2.1.9,ko:K01687,"R01209,R04441,R05070",ilv,True,"['DHAD2', 'DHAD1_copy2', 'DHAD1_copy1']",['S_Valine__Leucine__and_Isoleucine_Metabolism'],3,1,S_Valine__Leucine__and_Isoleucine_Metabolism,True,107.16533333333332,0.0601993803769952,False,0.9967855214413736,False
112,PP_5186,Q88CJ5,unreviewed,Q88CJ5_PSEPK,Acetylornithine deacetylase (EC 3.5.1.16),argE PP_5186,acetylornithine deacetylase activity [GO:0008777],cytoplasm [GO:0005737]; acetylornithine deacetylase activity [GO:0008777]; arginine biosynthetic process [GO:0006526],GO:0005737; GO:0006526; GO:0008777,cytoplasm [GO:0005737],arginine biosynthetic process [GO:0006526],PP_RS27020,argE,argE,Belongs to the peptidase M20A family. ArgE subfamily,E,"GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0008777,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019752,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046872,GO:0046914,GO:0050897,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",3.5.1.16,ko:K01438,"R00669,R09107",arg,True,"['NACODA', 'ACODA']","['S_Urea_cycleamino_group_metabolism', 'S_Arginine_and_Proline_Metabolism']",2,2,S_Urea_cycleamino_group_metabolism,True,110.43957666666664,1.033300336882493,True,0.0058709245675982,False
113,PP_5203,Q88CH8,unreviewed,Q88CH8_PSEPK,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),fau PP_5203,5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],GO:0005524; GO:0030272; GO:0046872,,,PP_RS27115,ygfA,fau,Belongs to the 5-formyltetrahydrofolate cyclo-ligase family,H,"GO:0003674,GO:0003824,GO:0006082,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0018130,GO:0019438,GO:0019752,GO:0022611,GO:0030272,GO:0032502,GO:0034641,GO:0035999,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0046653,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",6.3.3.2,ko:K01934,R02301,ygf,True,['FTHFCL'],['S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate'],1,1,S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate,True,132.1498366666667,0.7743768376275803,True,0.2554682007623238,False
