Rank,Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method
1418,Q88M79,Q88M79_PSEPK,Pp_1695,"Sodium-solute symporter/sensory box histidine kinase/response regulator, putative",0.004497365
1419,Q88N66,Q88N66_PSEPK,Pp_1349,Uncharacterized protein,0.004486494
1420,Q88QB4,Q88QB4_PSEPK,Pp_0580,MaoC domain protein,0.004476781
1421,Q88RV9,Q88RV9_PSEPK,Pp_0020,Uncharacterized protein,0.004471263
1422,Q88CI2,Q88CI2_PSEPK,Ubih,2-octaprenyl-6-methoxyphenyl hydroxylase,0.004453305
1423,Q88NB1,Q88NB1_PSEPK,Algw,HtrA-like protease AlgW,0.004452965
1424,Q88N29,TTGR_PSEPK,Ttgr,Probable HTH-type transcriptional regulator TtgR,0.004436537
1425,Q88DN9,Q88DN9_PSEPK,Pp_4785,Uncharacterized protein,0.004421064
1426,Q88I81,Q88I81_PSEPK,Pp_3120,"Oxidoreductase, aldo/keto reductase family",0.004401618
1427,Q88DQ4,Q88DQ4_PSEPK,Pp_4769,Uncharacterized protein,0.004360257
1428,Q88ID2,Q88ID2_PSEPK,Pp_3067,Uncharacterized protein,0.004351969
1429,Q88N32,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,0.00434642
1430,Q88NL6,Q88NL6_PSEPK,Pp_1191,S4 domain protein,0.004333753
1431,Q88R68,AGUA_PSEPK,Agua,Agmatine deiminase,0.004332604
1432,Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,0.004316391
1433,Q88JJ3,Q88JJ3_PSEPK,Pp_2656,Phosphate-binding protein PstS,0.004301578
1434,Q88PH9,Q88PH9_PSEPK,Pp_0871,"Glycine betaine/carnitine/choline ABC transporter, permease protein, putative",0.004297784
1435,Q88IQ7,Q88IQ7_PSEPK,Pp_2942,Response regulator,0.004277952
1436,Q88P66,Q88P66_PSEPK,Sda-2,"L-serine dehydratase, iron-sulfur-dependent, single chain form",0.004271307
1437,Q88I62,Q88I62_PSEPK,Pp_3139,"Glycosyl transferase, group 1 family protein",0.004266428
1438,Q88KS3,Q88KS3_PSEPK,Pp_2216,Acyl-CoA dehydrogenase family protein,0.004240504
1439,Q88HF3,Q88HF3_PSEPK,Pp_3406,"Acetyltransferase, GNAT family",0.004229273
1440,Q88Q96,Q88Q96_PSEPK,Pp_0599,PqiB family protein,0.004221815
1441,Q88D20,Q88D20_PSEPK,Pp_5008,Polyhydroxyalkanoate granule-associated protein GA1,0.004217931
1442,Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,0.004189446
1443,Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,0.004185135
1444,Q88NS9,Q88NS9_PSEPK,Pp_1125,"Helicase, putative",0.00417336
1445,Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,0.004094914
1446,Q88LF3,Q88LF3_PSEPK,Pp_1980,Uncharacterized protein,0.004086913
1447,Q88KX5,Q88KX5_PSEPK,Pp_2164,Uncharacterized protein,0.004085874
1448,Q88NK5,Q88NK5_PSEPK,Pp_1202,"Membrane protein, putative",0.004078454
1449,P04264,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",0.00407578
1450,Q88K19,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,0.004051558
1451,Q88RG5,Q88RG5_PSEPK,Pp_0165,GGDEF domain protein,0.004035156
1452,Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,0.004030444
1453,Q88E65,Q88E65_PSEPK,Pp_4602,"Transcriptional regulator, AraC family",0.004026662
1454,Q88QA8,Q88QA8_PSEPK,Pp_0586,Heavy metal translocating P-type ATPase,0.004017968
1455,Q88C61,Q88C61_PSEPK,Pp_5322,"Metal ion transporter, putative",0.004015923
1456,Q88D36,Q88D36_PSEPK,Pilg,Type IV pili response regulator PilG,0.004010177
1457,Q88GY1,Q88GY1_PSEPK,Pp_3585,"RND transporter, membrane fusion protein",0.004006905
1458,Q88DL7,RLMH_PSEPK,Rlmh,Ribosomal RNA large subunit methyltransferase H,0.004006231
1459,Q88F14,Q88F14_PSEPK,Pp_4285,5-hydroxyisourate hydrolase,0.003984905
1460,Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",0.003962785
1461,Q88MZ4,Y1424_PSEPK,Pp_1424,Uncharacterized protein PP_1424,0.003960894
1462,Q88CT1,Q88CT1_PSEPK,Pp_5099,Uncharacterized protein,0.00393985
1463,Q88GN0,Q88GN0_PSEPK,Pp_3691,DNA helicase-related protein,0.00393485
1464,Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,0.003922772
1465,Q88EH5,Q88EH5_PSEPK,Pp_4488,Uncharacterized protein,0.003916013
1466,Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,0.003914113
1467,Q88RW0,Q88RW0_PSEPK,Pp_0019,Uncharacterized protein,0.003893615
1468,Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0.003887768
1469,Q88PV6,Q88PV6_PSEPK,Pp_0742,Uncharacterized protein,0.003858998
1470,Q88LA3,Q88LA3_PSEPK,Pp_2032,"ATPase, putative",0.003856426
1471,Q88QF0,Q88QF0_PSEPK,Pp_0544,Ethanolamine transporter,0.003854906
1472,Q88N00,Q88N00_PSEPK,Pp_1418,"Tricarboxylate transport protein TctC, putative",0.003848318
1473,Q88D85,Q88D85_PSEPK,Pp_4942,Uncharacterized protein,0.003813302
1474,Q88H59,Q88H59_PSEPK,Pp_3506,"Magnesium chelatase, subunit ChII",0.003809129
1475,Q88K67,Q88K67_PSEPK,Pp_2424,"RNA 2',3'-cyclic phosphodiesterase",0.003786568
1476,Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",0.003783287
1477,Q88K55,Q88K55_PSEPK,Pp_2436,"Transcriptional regulator, LysR family",0.003756746
1478,Q88CT6,Q88CT6_PSEPK,Pp_5094,Uncharacterized protein,0.003743196
1479,Q88K18,Q88K18_PSEPK,Pp_2475,"Transcriptional regulator, TetR family",0.003738086
1480,Q88MQ0,PLSB_PSEPK,Plsb,Glycerol-3-phosphate acyltransferase,0.003725784
1481,Q88KG0,Q88KG0_PSEPK,Pp_2330,Uncharacterized protein,0.003702556
1482,Q88NJ1,RUVA_PSEPK,Ruva,Holliday junction ATP-dependent DNA helicase RuvA,0.003692145
1483,Q88R49,FETP_PSEPK,Pp_0285,Probable Fe(2+)-trafficking protein,0.003681348
1484,Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,0.003679292
1485,Q88JH6,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,0.003665015
1486,Q88EX9,CCME_PSEPK,Ccme,Cytochrome c-type biogenesis protein CcmE,0.003639027
1487,Q88EI1,Q88EI1_PSEPK,Pp_4482,"Transcriptional regulator, AraC family",0.003637774
1488,Q88PD0,Q88PD0_PSEPK,Xenb,Xenobiotic reductase B,0.003630088
1489,Q88KG7,Q88KG7_PSEPK,Pp_2323,Conserved domain protein,0.003629306
1490,Q88KT3,Q88KT3_PSEPK,Pp_2206,"Peptidase, U32 family",0.00361701
1491,Q88PD1,Q88PD1_PSEPK,Pp_0919,Uncharacterized protein,0.003610159
1492,Q88K01,Q88K01_PSEPK,Pp_2492,"Butanol dehydrogenase, NADH-dependent, putative",0.003607728
1493,Q88D39,Q88D39_PSEPK,Pilj,Type IV pili methyl-accepting chemotaxis transducer PilJ,0.003592744
1494,Q88EE9,Q88EE9_PSEPK,Recq,ATP-dependent DNA helicase RecQ,0.003566943
1495,Q88RJ9,Q88RJ9_PSEPK,Pp_0130,N-acetylmuramoyl-L-alanine amidase family protein,0.003545015
1496,Q88LB0,Q88LB0_PSEPK,Sbcd,Exonuclease SbcD,0.003537731
1497,Q88M17,Y1758_PSEPK,Pp_1758,UPF0176 protein PP_1758,0.00352976
1498,Q88I66,Q88I66_PSEPK,Pp_3135,"Glycosyl transferase, putative",0.003506314
1499,Q88RP0,Q88RP0_PSEPK,Osmc,Osmotically inducible protein OsmC,0.003498217
1500,Q88EE4,Q88EE4_PSEPK,Pp_4521,"Aerotaxis receptor, putative",0.003495407
1501,Q88J05,URE2_PSEPK,Ureb,Urease subunit beta,0.003487734
1502,Q88HB9,Q88HB9_PSEPK,Pp_3441,Uncharacterized protein,0.003454133
1503,Q88KP1,Q88KP1_PSEPK,Pp_2249,Methyl-accepting chemotaxis transducer,0.003447218
1504,Q88DH6,Q88DH6_PSEPK,Pp_4849,"DnaK protein, putative",0.00342985
1505,Q88CV1,AROK_PSEPK,Arok,Shikimate kinase,0.00341555
1506,Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",0.003414062
1507,Q88P70,Q88P70_PSEPK,Pp_0983,Uncharacterized protein,0.003398232
1508,Q88D26,Q88D26_PSEPK,Pp_5002,Uncharacterized protein,0.003388084
1509,Q88KD6,Q88KD6_PSEPK,Pp_2354,Sensory box histidine kinase/response regulator,0.003386071
1510,Q88NK6,Q88NK6_PSEPK,Pp_1201,Uncharacterized protein,0.003376042
1511,Q88RF2,Q88RF2_PSEPK,Pp_0178,"Efflux transporter, membrane fusion protein, putative",0.003369794
1512,Q88CM0,Q88CM0_PSEPK,Pp_5160,Uncharacterized protein,0.003360528
1513,Q88LB9,Q88LB9_PSEPK,Pp_2016,Uncharacterized protein,0.003344501
1514,Q88DB1,Q88DB1_PSEPK,Pp_4916,Uncharacterized protein,0.003333573
1515,Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,0.003322987
1516,Q88DG2,Q88DG2_PSEPK,Pp_4863,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.003321284
1517,Q88ME2,Q88ME2_PSEPK,Pp_1631,Uncharacterized protein,0.003301581
1518,Q88I54,Q88I54_PSEPK,Pp_3147,"Periplasmic polyamine-binding protein, putative",0.003250128
1519,Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,0.003247326
1520,Q88KJ4,Q88KJ4_PSEPK,Pp_2296,Uncharacterized protein,0.003231746
1521,Q88ME5,Q88ME5_PSEPK,Pp_1628,CinA domain protein,0.003224971
1522,Q88FS7,LFTR_PSEPK,Aat,Leucyl/phenylalanyl-tRNA--protein transferase,0.003213973
1523,Q88LC7,Q88LC7_PSEPK,Fadh,"2,4-dienoyl-CoA reductase FadH",0.003209168
1524,Q88MF3,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.003191265
1525,Q88MV9,Q88MV9_PSEPK,Pp_1459,CBS domain protein,0.003170989
1526,Q88QQ8,Q88QQ8_PSEPK,Pp_0430,Uncharacterized protein,0.003157974
1527,Q88EC7,Q88EC7_PSEPK,Pp_4539,"Transcriptional regulator, LysR family",0.00311517
1528,Q88FG7,Q88FG7_PSEPK,Nuol,"NADH dehydrogenase I, L subunit",0.003112557
1529,Q88E00,Q88E00_PSEPK,Pp_4668,"Transcriptional regulator, LysR family",0.003109429
1530,Q88D95,Q88D95_PSEPK,Pp_4932,Uncharacterized protein,0.003104339
1531,Q88KS6,Q88KS6_PSEPK,Faddx,Acyl-CoA ligase,0.003094389
1532,Q88L07,Q88L07_PSEPK,Pp_2130,"Soluble lytic transglycosylase, putative",0.003083648
1533,Q88CB2,Q88CB2_PSEPK,Dadx,Alanine racemase,0.003070072
1534,Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,0.003051375
1535,Q88CP8,Q88CP8_PSEPK,Fola,Dihydrofolate reductase,0.003048099
1536,Q88CB4,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,0.003036713
1537,Q88HX6,Q88HX6_PSEPK,Pp_3227,"Transcriptional regulator, LysR family",0.003018225
1538,Q88DS9,Q88DS9_PSEPK,Hsdr,"Type I restriction-modification system, R subunit",0.003000188
1539,Q88EC3,Q88EC3_PSEPK,Pp_4543,Uncharacterized protein,0.002980772
1540,Q88QQ1,Q88QQ1_PSEPK,Bira,Bifunctional ligase/repressor BirA,0.002979647
1541,Q88NS7,Q88NS7_PSEPK,Estc,Carboxylesterase,0.002978086
1542,P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,0.002975237
1543,Q88PG7,Q88PG7_PSEPK,Pp_0883,"Porin, putative",0.002974152
1544,Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,0.002965391
1545,Q88CN3,Q88CN3_PSEPK,Pp_5147,"Hydrolase, haloacid dehalogenase-like family",0.002951332
1546,Q88NF7,Q88NF7_PSEPK,Xena,Xenobiotic reductase A,0.002949146
1547,Q88KE5,Q88KE5_PSEPK,Pp_2345,Uncharacterized protein,0.002945196
1548,Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,0.002941957
1549,Q88Q04,Q88Q04_PSEPK,Pp_0694,Uncharacterized protein,0.002934888
1550,Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Uncharacterized protein,0.00292622
1551,Q88LM1,Y1909_PSEPK,Maf-2,Maf-like protein PP_1909,0.002919974
1552,Q88C53,Q88C53_PSEPK,Pp_5330,Major facilitator family transporter,0.002913238
1553,Q88MA6,Q88MA6_PSEPK,Pp_1668,DnaA family protein,0.00289927
1554,Q88F23,Q88F23_PSEPK,Smc,Chromosome partition protein Smc,0.00289678
1555,Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,0.002887371
1556,Q88E16,Q88E16_PSEPK,Pp_4652,"Membrane protein, putative",0.002881087
1557,Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,0.002879803
1558,Q88EZ4,Q88EZ4_PSEPK,Pp_4306,Uncharacterized protein,0.002879013
1559,Q88PB2,Q88PB2_PSEPK,Pp_0938,Uncharacterized protein,0.002876417
1560,Q88ED2,Q88ED2_PSEPK,Pp_4533,Uncharacterized protein,0.002870566
1561,Q88LL8,PLSX_PSEPK,Plsx,Phosphate acyltransferase,0.002860417
1562,Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,0.002856366
1563,Q88H19,Q88H19_PSEPK,Pp_3546,Sensory box histidine kinase/response regulator,0.002855809
1564,Q88CP1,Q88CP1_PSEPK,Cada-2,Cadmium translocating P-type ATPase,0.002848751
1565,Q88K35,Q88K35_PSEPK,Rbsr,Ribose operon repressor,0.002846095
1566,Q88MF4,Q88MF4_PSEPK,Pp_1617,"Esterase, putative",0.002843734
1567,Q88DC1,Q88DC1_PSEPK,Pp_4906,Uncharacterized protein,0.002836121
1568,Q88IA6,Q88IA6_PSEPK,Pp_3093,Uncharacterized protein,0.002832965
1569,Q88LX1,Q88LX1_PSEPK,Pp_1806,Arabinose 5-phosphate isomerase,0.002822125
1570,Q88HR5,Q88HR5_PSEPK,Pp_3288,Universal stress protein family,0.002820184
1571,Q88KA3,Q88KA3_PSEPK,Pp_2387,Uncharacterized protein,0.002816465
1572,Q88QK1,Q88QK1_PSEPK,Pp_0490,"Formate dehydrogenase, iron-sulfur subunit",0.002815856
1573,Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0.002801981
1574,Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,0.002799258
1575,Q88D14,HIS2_PSEPK,Hise,Phosphoribosyl-ATP pyrophosphatase,0.002796221
1576,Q88D10,Q88D10_PSEPK,Pp_5019,Ribosomal RNA small subunit methyltransferase E,0.002795309
1577,Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,0.002775693
1578,Q88KG5,Q88KG5_PSEPK,Pp_2325,2-dehydropantoate 2-reductase,0.002759354
1579,Q88GW9,Q88GW9_PSEPK,Pp_3598,Uncharacterized protein,0.002754436
1580,Q88QS7,Q88QS7_PSEPK,Pp_0411,Polyamine-transporting ATPase,0.002750504
1581,Q88GU0,Q88GU0_PSEPK,Pp_3627,Uncharacterized protein,0.002723396
1582,Q88IH5,Q88IH5_PSEPK,Pp_3024,Uncharacterized protein,0.002721735
1583,Q88GG6,Q88GG6_PSEPK,Pp_3758,Response regulator/sensor histidine kinase,0.00271641
1584,Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,0.002709794
1585,Q88EG1,Q88EG1_PSEPK,Pp_4504,Uncharacterized protein,0.002707675
1586,Q88DP8,Q88DP8_PSEPK,Pp_4775,Uncharacterized protein,0.002700703
1587,Q88I10,Q88I10_PSEPK,Pp_3192,Uncharacterized protein,0.002689795
1588,Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,0.002682735
1589,Q88I76,Q88I76_PSEPK,Pp_3125,"Transcriptional regulator, Cro/CI family",0.002675533
1590,Q88EW1,Q88EW1_PSEPK,Flia,RNA polymerase sigma factor FliA,0.002674212
1591,Q88MS1,Q88MS1_PSEPK,Pp_1498,"Lipoprotein, putative",0.002661065
1592,Q88IP9,Q88IP9_PSEPK,Pp_2950,Uncharacterized protein,0.002658457
1593,Q88QX5,Q88QX5_PSEPK,Pp_0359,Uncharacterized protein,0.002657421
1594,Q88QH2,Q88QH2_PSEPK,Pp_0521,Uncharacterized protein,0.002642438
1595,Q88QX7,Q88QX7_PSEPK,Pp_0357,ACT domain protein,0.002627453
1596,Q88IG6,Q88IG6_PSEPK,Pp_3033,"Pyocin R2_PP, transcriptional repressor, CI/C2 family",0.002618653
1597,Q88CP7,Q88CP7_PSEPK,Pp_5133,Uncharacterized protein,0.002616619
1598,Q88ME0,Q88ME0_PSEPK,Pp_1633,Uncharacterized protein,0.002614966
1599,Q88DZ5,Q88DZ5_PSEPK,Recb,RecBCD enzyme subunit RecB,0.002612715
1600,Q88QP9,Q88QP9_PSEPK,Pp_0439,Uncharacterized protein,0.002596809
1601,P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,0.002595026
1602,Q88F50,Q88F50_PSEPK,Pp_4249,Uncharacterized protein,0.002587005
1603,Q88M01,Q88M01_PSEPK,Pp_1775,Metallo-beta-lactamase family protein,0.002582711
1604,Q88K06,Q88K06_PSEPK,Pp_2487,Aldehyde dehydrogenase family protein,0.002580412
1605,Q88GT8,Q88GT8_PSEPK,Pp_3629,Uncharacterized protein,0.002572321
1606,Q88L99,Q88L99_PSEPK,Pp_2036,"Dihydrodipicolinate synthase, putative",0.002565071
1607,Q88NS8,Q88NS8_PSEPK,Pp_1126,"Hydrolase, putative",0.002559225
1608,Q88MQ7,RSMJ_PSEPK,Rsmj,Ribosomal RNA small subunit methyltransferase J,0.00252175
1609,Q88QX0,Q88QX0_PSEPK,Bioh,Biotin biosynthesis protein BioH,0.002511386
1610,Q88QI3,Q88QI3_PSEPK,Pp_0509,Uncharacterized protein,0.002500624
1611,Q88DW6,ACSA2_PSEPK,Acsa2,Acetyl-coenzyme A synthetase 2,0.002497359
1612,Q88QK9,Q88QK9_PSEPK,Kata,Catalase,0.00247881
1613,Q88JB0,Q88JB0_PSEPK,Pp_2739,"Sensory box protein, putative",0.002476163
1614,Q88HR7,Q88HR7_PSEPK,Phan,Phenylacetic acid degradation transcriptional repressor,0.002474892
1615,Q88FT4,Q88FT4_PSEPK,Pp_3998,Glutathione S-transferase domain protein,0.002468231
1616,Q88Q81,Q88Q81_PSEPK,Pp_0614,"N-carbamoyl-beta-alanine amidohydrolase, putative",0.002455304
1617,Q88QC4,Q88QC4_PSEPK,Pp_0570,"Extracellular protein, putative",0.002436894
1618,Q88E73,Q88E73_PSEPK,Pp_4593,Uncharacterized protein,0.002436426
1619,Q88CH9,Q88CH9_PSEPK,Pp_5202,Cell division protein ZapA,0.002431462
1620,Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,0.002425855
1621,Q88R86,Q88R86_PSEPK,Envz,Histidine kinase,0.002423021
1622,Q88C03,Q88C03_PSEPK,Copa,Copper resistance protein A,0.002411616
1623,Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,0.002405034
1624,Q88QZ2,Q88QZ2_PSEPK,Waac,Heptosyltransferase I,0.002396463
1625,Q88LR2,Q88LR2_PSEPK,Pp_1867,Uncharacterized protein,0.002367996
1626,Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.002367565
1627,Q88F35,Q88F35_PSEPK,Hemn,Coproporphyrinogen-III oxidase,0.00235808
1628,Q88QZ9,Q88QZ9_PSEPK,Pp_0335,Glutathione S-transferase family protein,0.002357632
1629,Q88F01,Q88F01_PSEPK,Glxr,2-hydroxy-3-oxopropionate reductase,0.002345306
1630,Q88GM2,Q88GM2_PSEPK,Pp_3699,Uncharacterized protein,0.002330738
1631,Q88RH5,Q88RH5_PSEPK,Pp_0154,Acetyl-CoA hydrolase/transferase family protein,0.002313957
1632,Q88H77,Q88H77_PSEPK,Pp_3484,Response regulator,0.002301434
1633,Q88LF0,Q88LF0_PSEPK,Pp_1983,Sensory box protein,0.002301376
1634,Q88PQ9,Q88PQ9_PSEPK,Ampd,N-acetyl-anhydromuramyl-L-alanine amidase AmpD,0.002263392
1635,Q88LX6,Q88LX6_PSEPK,Wbpy,Glycosyl transferase WbpY,0.002251934
1636,Q88I67,Q88I67_PSEPK,Pp_3134,Conserved domain protein,0.002243631
1637,Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0.002241207
1638,Q88FT0,Q88FT0_PSEPK,Pp_4002,"ATPase, AAA family",0.002240139
1639,Q88RA7,Q88RA7_PSEPK,Pp_0226,"Cysteine ABC transporter, permease protein, putative",0.002235408
1640,Q88K34,Q88K34_PSEPK,Rbsk,Ribokinase,0.0022096
1641,Q88LN7,Q88LN7_PSEPK,Pp_1892,Uncharacterized protein,0.002204689
1642,Q88DM9,Q88DM9_PSEPK,Hola,"DNA polymerase III, delta subunit",0.00220077
1643,Q88IA8,Q88IA8_PSEPK,Pp_3091,Uncharacterized protein,0.002175042
1644,Q88NZ1,Q88NZ1_PSEPK,Pp_1062,MutT/nudix family protein,0.002166746
1645,Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,0.002164139
1646,Q88Q03,Q88Q03_PSEPK,Pp_0695,Uncharacterized protein,0.002163193
1647,Q88EU0,Q88EU0_PSEPK,Pp_4363,Sensor histidine kinase/response regulator,0.002160516
1648,Q88C32,Q88C32_PSEPK,Zwf-3,Glucose-6-phosphate 1-dehydrogenase,0.002156444
1649,Q88CW3,Q88CW3_PSEPK,Pp_5067,"Potassium efflux system protein KefA, putative",0.002154089
1650,Q88RH4,Q88RH4_PSEPK,Pntb,NAD(P) transhydrogenase subunit beta,0.002143461
1651,Q88E77,Q88E77_PSEPK,Pp_4589,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.00214062
1652,Q88NX6,Q88NX6_PSEPK,Pp_1077,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase,0.002137148
1653,Q88DI1,Q88DI1_PSEPK,Pp_4844,"Branched-chain amino acid ABC transporter, ATP-binding protein, putative",0.002118289
1654,Q88F11,Q88F11_PSEPK,Pp_4289,Uncharacterized protein,0.002115365
1655,Q88HI7,Q88HI7_PSEPK,Pp_3370,"Oxidoreductase, aldo/keto reductase family",0.002108179
1656,Q88GE1,Q88GE1_PSEPK,Pp_3783,Uncharacterized protein,0.002105258
1657,Q88LQ9,TPMT_PSEPK,Tpm,Thiopurine S-methyltransferase,0.002088642
1658,Q88CH8,Q88CH8_PSEPK,Pp_5203,5-formyltetrahydrofolate cyclo-ligase,0.002077275
1659,Q88FD5,Q88FD5_PSEPK,Pp_4163,Uncharacterized protein,0.002072613
1660,Q88KQ8,Q88KQ8_PSEPK,Pp_2232,"Transcriptional regulator, Cro/CI family",0.002065508
1661,Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",0.002058462
1662,Q88KN2,Q88KN2_PSEPK,Pp_2258,Sensory box protein,0.002053627
1663,Q88JH2,Q88JH2_PSEPK,Pp_2677,Uncharacterized protein,0.002031061
1664,Q88E25,Q88E25_PSEPK,Pp_4643,Xanthine/uracil permease family protein,0.002023683
1665,Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",0.002004202
1666,Q88FE6,Q88FE6_PSEPK,Pp_4151,Excisionase domain protein,0.00200183
1667,Q88FA1,Q88FA1_PSEPK,Pp_4197,"Transcriptional regulator, GntR family",0.002001756
1668,Q88MP4,Q88MP4_PSEPK,Pp_1526,"Beta-(1-3)-glucosyl transferase, putative",0.00199799
1669,Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,0.001969833
1670,Q88QS5,Q88QS5_PSEPK,Pp_0413,"Polyamine ABC transporter, permease protein",0.001957699
1671,Q88KH5,GREB_PSEPK,Greb,Transcription elongation factor GreB,0.001954755
1672,Q88M16,Q88M16_PSEPK,Pp_1759,Uncharacterized protein,0.001947191
1673,Q88R72,Q88R72_PSEPK,Pp_0262,Uncharacterized protein,0.001946836
1674,Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteine-specific translation elongation factor,0.001923383
1675,Q88GP9,Q88GP9_PSEPK,Pp_3669,"Transcriptional regulator, LysR family",0.001922359
1676,Q88QS8,Q88QS8_PSEPK,Uhpa,DNA-binding response regulator UhpA,0.001903567
1677,Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,0.001896061
1678,Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0.001882068
1679,Q88IW5,Q88IW5_PSEPK,Pp_2884,"Transcriptional regulator, putative",0.001867587
1680,Q88L43,Q88L43_PSEPK,Nasa,Nitrate transporter,0.001867311
1681,Q88ME9,Q88ME9_PSEPK,Nlpd,Lipoprotein NlpD,0.001852886
1682,Q88D34,Q88D34_PSEPK,Pp_4994,Uncharacterized protein,0.001847702
1683,Q88HJ5,Q88HJ5_PSEPK,Pp_3361,"Aminotransferase, class III",0.001845427
1684,Q88DC8,Q88DC8_PSEPK,Nnrd,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,0.001842816
1685,Q88LV8,Q88LV8_PSEPK,Pp_1819,Methyl-accepting chemotaxis transducer,0.001839922
1686,Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",0.001836707
1687,Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide core biosynthesis protein WaaG,0.001828061
1688,Q88MX7,CMOA_PSEPK,Cmoa,tRNA (cmo5U34)-methyltransferase,0.001826297
1689,Q88PZ1,Q88PZ1_PSEPK,Pp_0707,"Membrane protein, putative",0.00182223
1690,Q88DK1,Q88DK1_PSEPK,Pp_4824,Sensor histidine kinase/response regulator,0.001822018
1691,Q88RC9,Q88RC9_PSEPK,Pp_0203,"Tabtoxinine-beta-lactam limiting dipeptidase, putative",0.001818702
1692,Q88LN0,Q88LN0_PSEPK,Pp_1899,ExbD/TolR family protein,0.001816846
1693,Q88BY7,Q88BY7_PSEPK,Pp_5400,Uncharacterized protein,0.001812868
1694,Q88NV0,Q88NV0_PSEPK,Pp_1104,AotO-related protein,0.0017954
1695,Q88CZ7,HUTH_PSEPK,Huth,Histidine ammonia-lyase,0.00176476
1696,Q88IT7,Q88IT7_PSEPK,Pp_2912,RIO1/ZK632.3/MJ0444 family protein,0.001744342
1697,Q88QB7,Q88QB7_PSEPK,Pp_0577,Uncharacterized protein,0.001737165
