Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",BL_241101_PP_0812_15,67424.63333,0.011895807,-1.924606108
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",BL_241101_PP_0812_15,32756.90667,0.006060537,-2.217488885
Q88EI2,Q88EI2_PSEPK,Asta-ii,"Arginine N-succinyltransferase, subunit alpha",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",BL_241101_PP_0812_15,74484.33333,0.013141358,-1.881359767
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",BL_241101_PP_0812_15,75146.6,0.01390329,-1.856882432
Q88EI3,Q88EI3_PSEPK,Asta-i,"Arginine N-succinyltransferase, subunit beta",BL_241101_PP_0812_15,48457.56667,0.007329036,-2.134953118
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,BL_241101_PP_0812_15,74996.33333,0.01323169,-1.878384671
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,BL_241101_PP_0812_15,64011.81333,0.011843181,-1.926531638
Q88EI4,ASTD_PSEPK,Astd,N-succinylglutamate 5-semialdehyde dehydrogenase,BL_241101_PP_0812_15,88985,0.013458668,-1.870997915
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,BL_241101_PP_0812_15,11066.38,0.002047452,-2.688786189
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,BL_241101_PP_0812_15,122620.8667,0.021634142,-1.66486032
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,BL_241101_PP_0812_15,77924.70667,0.014417282,-1.841116592
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,BL_241101_PP_0812_15,38692.66667,0.00585213,-2.232686058
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,BL_241101_PP_0812_15,512499.3333,0.090420854,-1.043731397
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,BL_241101_PP_0812_15,472840.6667,0.087482876,-1.058076947
Q88EI8,SYA_PSEPK,Alas,Alanine--tRNA ligase,BL_241101_PP_0812_15,480094,0.072612528,-1.138988441
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,BL_241101_PP_0812_15,822638.6667,0.145139097,-0.838215583
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,BL_241101_PP_0812_15,774838,0.143357079,-0.843580857
Q88EI9,AK_PSEPK,Pp_4473,Aspartate kinase,BL_241101_PP_0812_15,868705.6667,0.131388675,-0.881442065
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,BL_241101_PP_0812_15,33088.56667,0.005837854,-2.233746747
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,BL_241101_PP_0812_15,49238.3,0.009109851,-2.040488718
Q88EJ1,Q88EJ1_PSEPK,Mgte,Magnesium transporter MgtE,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),BL_241101_PP_0812_15,229126.8667,0.04042512,-1.393348686
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),BL_241101_PP_0812_15,258930.4333,0.047906157,-1.31960867
Q88EJ2,Q88EJ2_PSEPK,Pp_4470,Transcriptional regulator (Arc domain-containing),BL_241101_PP_0812_15,519418.8667,0.078560276,-1.104797
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",BL_241101_PP_0812_15,4899.466667,0.000864419,-3.063275894
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",BL_241101_PP_0812_15,18702.87333,0.003460322,-2.460883436
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,BL_241101_PP_0812_15,68746.46667,0.012129019,-1.91617432
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,BL_241101_PP_0812_15,45070.10667,0.008338671,-2.078903182
Q88EL4,Q88EL4_PSEPK,Pp_4448,Helicase HerA central domain-containing protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,BL_241101_PP_0812_15,119110.2,0.021014751,-1.677475748
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,BL_241101_PP_0812_15,89424.40667,0.016544906,-1.781335701
Q88EQ0,Q88EQ0_PSEPK,Bkdb,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,BL_241101_PP_0812_15,229776,0.034752812,-1.459010055
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",BL_241101_PP_0812_15,9032.766667,0.001593662,-2.79760391
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",BL_241101_PP_0812_15,17974.30667,0.003325526,-2.478139621
Q88EQ1,Q88EQ1_PSEPK,Bkdab,"Branched-chain alpha-keto acid dehydrogenase complex, beta subunit",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,BL_241101_PP_0812_15,92665.53333,0.016349088,-1.786506472
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,BL_241101_PP_0812_15,87344.74667,0.016160136,-1.791554979
Q88EQ6,YCGR_PSEPK,Ycgr,Flagellar brake protein YcgR,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,BL_241101_PP_0812_15,18642.8,0.003289171,-2.482913561
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,BL_241101_PP_0812_15,31700.38,0.005865063,-2.2317273
Q88ER0,Q88ER0_PSEPK,Pp_4393,Chemotaxis protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,BL_241101_PP_0812_15,14234.4,0.002511392,-2.600085536
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,BL_241101_PP_0812_15,16797.74667,0.003107844,-2.507540741
Q88ER1,CHER2_PSEPK,Cher2,Chemotaxis protein methyltransferase Cher2,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88ER7,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,BL_241101_PP_0812_15,23331.66667,0.004116433,-2.385478939
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,BL_241101_PP_0812_15,14996.68,0.002774619,-2.556796644
Q88ER8,Q88ER8_PSEPK,Flgg,Flagellar basal-body rod protein FlgG,BL_241101_PP_0812_15,35157.33333,0.005317423,-2.274298793
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88ES2,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein 1,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,BL_241101_PP_0812_15,2235.2,0.000394359,-3.404108313
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,BL_241101_PP_0812_15,4949.626667,0.000915758,-3.038219325
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,BL_241101_PP_0812_15,134204,0.020297883,-1.69254926
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,BL_241101_PP_0812_15,107673.2,0.018996908,-1.721317081
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,BL_241101_PP_0812_15,121881.4,0.022549954,-1.646854334
Q88ES4,Q88ES4_PSEPK,Pp_4379,Beta-ketoacyl-acyl-carrier-protein synthase I,BL_241101_PP_0812_15,47826.5,0.00723359,-2.14064612
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,BL_241101_PP_0812_15,2235.2,0.000394359,-3.404108313
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,BL_241101_PP_0812_15,4949.626667,0.000915758,-3.038219325
Q88ES5,Q88ES5_PSEPK,Flic,Flagellin,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88ES6,Q88ES6_PSEPK,Pp_4377,Flagellin FlaG,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88ES7,Q88ES7_PSEPK,Flid,Flagellar hook-associated protein 2,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88ET0,Q88ET0_PSEPK,Fleq,Transcriptional regulator FleQ,BL_241101_PP_0812_15,246976.9667,0.043574434,-1.360768249
Q88ET0,Q88ET0_PSEPK,Fleq,Transcriptional regulator FleQ,BL_241101_PP_0812_15,230453.2667,0.042637438,-1.3702089
Q88ET0,Q88ET0_PSEPK,Fleq,Transcriptional regulator FleQ,BL_241101_PP_0812_15,124712,0.018862251,-1.724406476
Q88ET9,Q88ET9_PSEPK,Pp_4364,Anti-sigma F factor antagonist,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88ET9,Q88ET9_PSEPK,Pp_4364,Anti-sigma F factor antagonist,BL_241101_PP_0812_15,9127.046667,0.001688646,-2.772461497
Q88ET9,Q88ET9_PSEPK,Pp_4364,Anti-sigma F factor antagonist,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EU5,Q88EU5_PSEPK,Flim,Flagellar motor switch protein FliM,BL_241101_PP_0812_15,102102.2,0.01801401,-1.744389602
Q88EU5,Q88EU5_PSEPK,Flim,Flagellar motor switch protein FliM,BL_241101_PP_0812_15,114687.5333,0.021218977,-1.673275556
Q88EU5,Q88EU5_PSEPK,Flim,Flagellar motor switch protein FliM,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EV9,Q88EV9_PSEPK,Flhf,Flagellar biosynthesis protein FlhF,BL_241101_PP_0812_15,72258.73333,0.012748692,-1.894534357
Q88EV9,Q88EV9_PSEPK,Flhf,Flagellar biosynthesis protein FlhF,BL_241101_PP_0812_15,43789.24,0.00810169,-2.09142436
Q88EV9,Q88EV9_PSEPK,Flhf,Flagellar biosynthesis protein FlhF,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EW0,Q88EW0_PSEPK,Pp_4342,"Flagellar synthesis regulator, putative ATPase",BL_241101_PP_0812_15,126532,0.022324188,-1.651224329
Q88EW0,Q88EW0_PSEPK,Pp_4342,"Flagellar synthesis regulator, putative ATPase",BL_241101_PP_0812_15,75227.60667,0.013918277,-1.856414523
Q88EW0,Q88EW0_PSEPK,Pp_4342,"Flagellar synthesis regulator, putative ATPase",BL_241101_PP_0812_15,99043.66667,0.014980006,-1.82448801
Q88EW2,Q88EW2_PSEPK,Chey,Response regulator for chemotactic signal transduction,BL_241101_PP_0812_15,282352.4,0.049815762,-1.302633218
Q88EW2,Q88EW2_PSEPK,Chey,Response regulator for chemotactic signal transduction,BL_241101_PP_0812_15,270894.0667,0.050119615,-1.299992275
Q88EW2,Q88EW2_PSEPK,Chey,Response regulator for chemotactic signal transduction,BL_241101_PP_0812_15,421553.4333,0.063758474,-1.195462089
Q88EW3,CHEZ_PSEPK,Chez,Protein phosphatase CheZ,BL_241101_PP_0812_15,122851.3333,0.021674804,-1.664044827
Q88EW3,CHEZ_PSEPK,Chez,Protein phosphatase CheZ,BL_241101_PP_0812_15,97379.43333,0.018016709,-1.744324525
Q88EW3,CHEZ_PSEPK,Chez,Protein phosphatase CheZ,BL_241101_PP_0812_15,22262.2,0.003367079,-2.47274664
Q88EW4,Q88EW4_PSEPK,Chea,Chemotaxis protein CheA,BL_241101_PP_0812_15,67303.7,0.01187447,-1.925385762
Q88EW4,Q88EW4_PSEPK,Chea,Chemotaxis protein CheA,BL_241101_PP_0812_15,59116.67333,0.010937504,-1.961081781
Q88EW4,Q88EW4_PSEPK,Chea,Chemotaxis protein CheA,BL_241101_PP_0812_15,60432.03333,0.009140132,-2.039047513
Q88EW5,CHEB1_PSEPK,Cheb1,Protein-glutamate methylesterase/protein-glutamine glutaminase of group 1 operon,BL_241101_PP_0812_15,89472.83333,0.015785796,-1.801733511
Q88EW5,CHEB1_PSEPK,Cheb1,Protein-glutamate methylesterase/protein-glutamine glutaminase of group 1 operon,BL_241101_PP_0812_15,83919.07333,0.015526334,-1.808931089
Q88EW5,CHEB1_PSEPK,Cheb1,Protein-glutamate methylesterase/protein-glutamine glutaminase of group 1 operon,BL_241101_PP_0812_15,28712.9,0.004342725,-2.362237661
Q88EW6,Q88EW6_PSEPK,Pp_4336,Flagellar motor rotation protein,BL_241101_PP_0812_15,25462.03333,0.004492296,-2.347531619
Q88EW6,Q88EW6_PSEPK,Pp_4336,Flagellar motor rotation protein,BL_241101_PP_0812_15,28593.92,0.00529032,-2.27651807
Q88EW6,Q88EW6_PSEPK,Pp_4336,Flagellar motor rotation protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EX0,Q88EX0_PSEPK,Pp_4332,Chemotaxis protein CheW,BL_241101_PP_0812_15,251193.4667,0.044318356,-1.353416362
Q88EX0,Q88EX0_PSEPK,Pp_4332,Chemotaxis protein CheW,BL_241101_PP_0812_15,269360.2,0.049835826,-1.302458342
Q88EX0,Q88EX0_PSEPK,Pp_4332,Chemotaxis protein CheW,BL_241101_PP_0812_15,327147.6667,0.049479933,-1.305570893
Q88EY1,Q88EY1_PSEPK,Ccmg,Holocytochrome c synthetase subunit,BL_241101_PP_0812_15,86805,0.015315107,-1.81487996
Q88EY1,Q88EY1_PSEPK,Ccmg,Holocytochrome c synthetase subunit,BL_241101_PP_0812_15,87185.9,0.016130747,-1.792345513
Q88EY1,Q88EY1_PSEPK,Ccmg,Holocytochrome c synthetase subunit,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EY2,Q88EY2_PSEPK,Pp_4319,Lipoprotein,BL_241101_PP_0812_15,75437.83333,0.013309585,-1.875835495
Q88EY2,Q88EY2_PSEPK,Pp_4319,Lipoprotein,BL_241101_PP_0812_15,86188.58,0.015946228,-1.797342043
Q88EY2,Q88EY2_PSEPK,Pp_4319,Lipoprotein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EY4,Q88EY4_PSEPK,Pp_4316,D-isomer specific 2-hydroxyacid dehydrogenase family protein,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88EY4,Q88EY4_PSEPK,Pp_4316,D-isomer specific 2-hydroxyacid dehydrogenase family protein,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88EY4,Q88EY4_PSEPK,Pp_4316,D-isomer specific 2-hydroxyacid dehydrogenase family protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EY5,Q88EY5_PSEPK,Pp_4315,Enzyme,BL_241101_PP_0812_15,9256.733333,0.001633176,-2.786966949
Q88EY5,Q88EY5_PSEPK,Pp_4315,Enzyme,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88EY5,Q88EY5_PSEPK,Pp_4315,Enzyme,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EZ0,Q88EZ0_PSEPK,Pp_4310,Hydantoin racemase,BL_241101_PP_0812_15,21843.16667,0.003853815,-2.414109102
Q88EZ0,Q88EZ0_PSEPK,Pp_4310,Hydantoin racemase,BL_241101_PP_0812_15,50423.8,0.009329187,-2.030156197
Q88EZ0,Q88EZ0_PSEPK,Pp_4310,Hydantoin racemase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88EZ5,Q88EZ5_PSEPK,Sbp-i,Sulfate ABC transporter,BL_241101_PP_0812_15,154343.1333,0.027230939,-1.564937389
Q88EZ5,Q88EZ5_PSEPK,Sbp-i,Sulfate ABC transporter,BL_241101_PP_0812_15,169294.74,0.031322159,-1.504148303
Q88EZ5,Q88EZ5_PSEPK,Sbp-i,Sulfate ABC transporter,BL_241101_PP_0812_15,121523,0.018379926,-1.735656238
Q88F01,Q88F01_PSEPK,Glxr,Tartronate semialdehyde reductase,BL_241101_PP_0812_15,178228.8,0.031445115,-1.502446819
Q88F01,Q88F01_PSEPK,Glxr,Tartronate semialdehyde reductase,BL_241101_PP_0812_15,193743.5,0.03584556,-1.445564627
Q88F01,Q88F01_PSEPK,Glxr,Tartronate semialdehyde reductase,BL_241101_PP_0812_15,101076.3333,0.01528744,-1.815665241
Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,BL_241101_PP_0812_15,15235.48,0.002818801,-2.549935627
Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88F05,Q88F05_PSEPK,Pp_4295,TetR family transcriptional regulator,BL_241101_PP_0812_15,31481.96667,0.0055544,-2.255362847
Q88F05,Q88F05_PSEPK,Pp_4295,TetR family transcriptional regulator,BL_241101_PP_0812_15,30495.34,0.005642112,-2.248558288
Q88F05,Q88F05_PSEPK,Pp_4295,TetR family transcriptional regulator,BL_241101_PP_0812_15,15454.03333,0.002337368,-2.631272875
Q88F07,Q88F07_PSEPK,Pp_4293,Nucleoside-specific outer membrane channel protein Tsx,BL_241101_PP_0812_15,17797.53333,0.00314004,-2.503064887
Q88F07,Q88F07_PSEPK,Pp_4293,Nucleoside-specific outer membrane channel protein Tsx,BL_241101_PP_0812_15,32881.56667,0.006083601,-2.215839266
Q88F07,Q88F07_PSEPK,Pp_4293,Nucleoside-specific outer membrane channel protein Tsx,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88F12,Q88F12_PSEPK,Pucl,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,BL_241101_PP_0812_15,62571.16667,0.011039504,-1.957050449
Q88F12,Q88F12_PSEPK,Pucl,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88F12,Q88F12_PSEPK,Pucl,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88F13,Q88F13_PSEPK,Puue,Allantoinase,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88F13,Q88F13_PSEPK,Puue,Allantoinase,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88F13,Q88F13_PSEPK,Puue,Allantoinase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88F16,Q88F16_PSEPK,Pp_4283,"Transcriptional regulator, GntR family",BL_241101_PP_0812_15,103664.8,0.018289701,-1.737793388
Q88F16,Q88F16_PSEPK,Pp_4283,"Transcriptional regulator, GntR family",BL_241101_PP_0812_15,148225.3333,0.027423992,-1.561869332
Q88F16,Q88F16_PSEPK,Pp_4283,"Transcriptional regulator, GntR family",BL_241101_PP_0812_15,30713,0.004645233,-2.33299248
Q88F18,Q88F18_PSEPK,Guad,Guanine deaminase,BL_241101_PP_0812_15,49887.1,0.008801639,-2.055436443
Q88F18,Q88F18_PSEPK,Guad,Guanine deaminase,BL_241101_PP_0812_15,48941.90667,0.009055014,-2.043110884
Q88F18,Q88F18_PSEPK,Guad,Guanine deaminase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88F20,Q88F20_PSEPK,Xdhb,Xanthine dehydrogenase subunit XdhB,BL_241101_PP_0812_15,26360.8,0.004650867,-2.332466116
Q88F20,Q88F20_PSEPK,Xdhb,Xanthine dehydrogenase subunit XdhB,BL_241101_PP_0812_15,125943.0067,0.023301415,-1.632617711
Q88F20,Q88F20_PSEPK,Xdhb,Xanthine dehydrogenase subunit XdhB,BL_241101_PP_0812_15,83068.4,0.012563803,-1.900878874
Q88F21,Q88F21_PSEPK,Xdha,Xanthine dehydrogenase subunit XdhA,BL_241101_PP_0812_15,104859.2667,0.018500442,-1.732817886
Q88F21,Q88F21_PSEPK,Xdha,Xanthine dehydrogenase subunit XdhA,BL_241101_PP_0812_15,63335.07333,0.011717973,-1.93114749
Q88F21,Q88F21_PSEPK,Xdha,Xanthine dehydrogenase subunit XdhA,BL_241101_PP_0812_15,7281.1,0.001101241,-2.958117724
Q88F22,Q88F22_PSEPK,Pp_4277,"Transcriptional regulator, GntR family",BL_241101_PP_0812_15,18973.8,0.00334757,-2.475270383
Q88F22,Q88F22_PSEPK,Pp_4277,"Transcriptional regulator, GntR family",BL_241101_PP_0812_15,26821.07333,0.004962316,-2.304315615
Q88F22,Q88F22_PSEPK,Pp_4277,"Transcriptional regulator, GntR family",BL_241101_PP_0812_15,13313.53333,0.002013625,-2.69602139
Q88F24,ZIPA_PSEPK,Zipa,Cell division protein ZipA,BL_241101_PP_0812_15,226164.5333,0.039902472,-1.399000201
Q88F24,ZIPA_PSEPK,Zipa,Cell division protein ZipA,BL_241101_PP_0812_15,234852.1467,0.043451299,-1.361997234
Q88F24,ZIPA_PSEPK,Zipa,Cell division protein ZipA,BL_241101_PP_0812_15,227607,0.034424758,-1.463129105
Q88F25,DNLJ_PSEPK,Liga,DNA ligase,BL_241101_PP_0812_15,156973.8,0.02769507,-1.55759753
Q88F25,DNLJ_PSEPK,Liga,DNA ligase,BL_241101_PP_0812_15,144674.4067,0.026767015,-1.572400058
Q88F25,DNLJ_PSEPK,Liga,DNA ligase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88F30,Q88F30_PSEPK,Dnax,DNA polymerase III subunit gamma/tau,BL_241101_PP_0812_15,26716.43333,0.004713611,-2.326646223
Q88F30,Q88F30_PSEPK,Dnax,DNA polymerase III subunit gamma/tau,BL_241101_PP_0812_15,16441.14,0.003041867,-2.516859841
Q88F30,Q88F30_PSEPK,Dnax,DNA polymerase III subunit gamma/tau,BL_241101_PP_0812_15,11587.13333,0.001752513,-2.756338715
Q88F31,Y4268_PSEPK,Pp_4268,Nucleoid-associated protein PP_4268,BL_241101_PP_0812_15,171733.1333,0.030299077,-1.518570608
Q88F31,Y4268_PSEPK,Pp_4268,Nucleoid-associated protein PP_4268,BL_241101_PP_0812_15,80075.48,0.014815209,-1.829292217
Q88F31,Y4268_PSEPK,Pp_4268,Nucleoid-associated protein PP_4268,BL_241101_PP_0812_15,316602,0.047884939,-1.319801066
Q88F33,APT_PSEPK,Apt,Adenine phosphoribosyltransferase,BL_241101_PP_0812_15,74020.6,0.013059541,-1.884072101
Q88F33,APT_PSEPK,Apt,Adenine phosphoribosyltransferase,BL_241101_PP_0812_15,39964.48,0.00739405,-2.131117602
Q88F33,APT_PSEPK,Apt,Adenine phosphoribosyltransferase,BL_241101_PP_0812_15,48282.66667,0.007302583,-2.136523472
Q88F34,Q88F34_PSEPK,Fnra,DNA-binding transcriptional dual regulator,BL_241101_PP_0812_15,113220.6667,0.019975654,-1.699498994
Q88F34,Q88F34_PSEPK,Fnra,DNA-binding transcriptional dual regulator,BL_241101_PP_0812_15,104938.9067,0.01941533,-1.711855233
Q88F34,Q88F34_PSEPK,Fnra,DNA-binding transcriptional dual regulator,BL_241101_PP_0812_15,33687,0.00509504,-2.292852383
Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,BL_241101_PP_0812_15,30159.03333,0.005320993,-2.274007284
Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88F39,Q88F39_PSEPK,Pp_4260,FixH family protein,BL_241101_PP_0812_15,47352.26667,0.008354416,-2.078083929
Q88F39,Q88F39_PSEPK,Pp_4260,FixH family protein,BL_241101_PP_0812_15,63414.30667,0.011732633,-1.93060452
Q88F39,Q88F39_PSEPK,Pp_4260,FixH family protein,BL_241101_PP_0812_15,39036.33333,0.005904108,-2.228845702
Q88F40,Q88F40_PSEPK,Pp_4259,Iron-sulfur cluster-binding protein,BL_241101_PP_0812_15,157401.1333,0.027770465,-1.556416847
Q88F40,Q88F40_PSEPK,Pp_4259,Iron-sulfur cluster-binding protein,BL_241101_PP_0812_15,215538.8667,0.039878042,-1.399266173
Q88F40,Q88F40_PSEPK,Pp_4259,Iron-sulfur cluster-binding protein,BL_241101_PP_0812_15,16799.36667,0.002540845,-2.595021811
Q88F41,Q88F41_PSEPK,Ccop-ii,Cbb3-type cytochrome c oxidase subunit,BL_241101_PP_0812_15,58735.5,0.010362773,-1.984524032
Q88F41,Q88F41_PSEPK,Ccop-ii,Cbb3-type cytochrome c oxidase subunit,BL_241101_PP_0812_15,125605.0667,0.023238891,-1.63378461
Q88F41,Q88F41_PSEPK,Ccop-ii,Cbb3-type cytochrome c oxidase subunit,BL_241101_PP_0812_15,55027,0.00832264,-2.079738884
Q88F43,Q88F43_PSEPK,Ccoo-ii,"Cytochrome c oxidase subunit, cbb3-type",BL_241101_PP_0812_15,165392.4667,0.029180385,-1.534908977
