Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
pcaB,Q88N37_PSEPK,Pcab,"3-carboxy-cis,cis-muconate cycloisomerase",0.005562873611111112,1343.0
PP_3174,Q88I28_PSEPK,Pp_3174,"Oxidoreductase, putative",0.005551176166666667,1344.0
tsaB,Q88MR3_PSEPK,Pp_1507,Uncharacterized protein,0.005548626611111111,1345.0
PP_1644,Q88MC9_PSEPK,Wrba,NAD(P)H dehydrogenase (quinone),0.005542506722222222,1346.0
sixA,Q88FD1_PSEPK,Sixa,Phosphohistidine phosphatase SixA,0.0055348183333333335,1347.0
flgK,Q88ES2_PSEPK,Flgk,Flagellar hook-associated protein FlgK,0.005529802055555556,1348.0
selO,Y5068_PSEPK,Pp_5068,UPF0061 protein PP_5068,0.0054968065,1349.0
atoB,Q88I78_PSEPK,Pp_3123,"CoA-transferase, subunit B, putative",0.005462386857142857,1350.0
PP_1832,Q88LU5_PSEPK,Pp_1832,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",0.0054553019999999995,1351.0
lpxD,LPXD_PSEPK,Lpxd,UDP-3-O-acylglucosamine N-acyltransferase,0.0054535015,1352.0
PP_1152,Q88NQ3_PSEPK,Pp_1152,"Membrane fusion protein, putative",0.005444052333333334,1353.0
PP_2669,Q88JI0_PSEPK,Pp_2669,"Outer membrane protein, putative",0.005434779888888889,1354.0
PP_5331,Q88C52_PSEPK,Pp_5331,Long-chain acyl-CoA thioester hydrolase family protein,0.0054133108181818185,1355.0
ispA,Q88QG6_PSEPK,Ispa,Geranyltranstransferase,0.005408588666666667,1356.0
cmoM,Q88QB6_PSEPK,Pp_0578,"Methyltransferase, putative",0.005361299142857143,1357.0
PP_2361,Q88KC9_PSEPK,Csuc,Type 1 pili usher pathway chaperone CsuC,0.005357365444444445,1358.0
yceG,Q88LL2_PSEPK,Pp_1918,Uncharacterized protein,0.0053382345000000005,1359.0
PP_2053,Q88L82_PSEPK,Pp_2053,Uncharacterized protein,0.0053247799444444445,1360.0
PP_5090,Q88CU0_PSEPK,Pp_5090,Uncharacterized protein,0.005251279111111111,1361.0
pcm,PIMT_PSEPK,Pcm,Protein-L-isoaspartate O-methyltransferase,0.005244351142857143,1362.0
PP_4503,Q88EG2_PSEPK,Pp_4503,DNA-binding response regulator,0.005214565166666667,1363.0
mexT,Q88J23_PSEPK,Mext,Transcriptional regulator MexT,0.005212371111111111,1364.0
PP_4834,Q88DJ1_PSEPK,Pp_4834,SPFH domain/Band 7 family protein,0.005210763363636363,1365.0
PP_1971,Q88LG2_PSEPK,Pp_1971,Uncharacterized protein,0.005206595666666667,1366.0
dctD-I,Q88R71_PSEPK,Pp_0263,Sigma-54 dependent response regulator,0.0052059037777777775,1367.0
lpxB,LPXB_PSEPK,Lpxb,Lipid-A-disaccharide synthase,0.005202094,1368.0
PP_0772,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,0.005191351277777778,1369.0
PP_5350,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",0.005191311833333333,1370.0
pagL-II,Q88I47_PSEPK,Pp_3154,Uncharacterized protein,0.005190491571428571,1371.0
hmgA,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",0.0051604626666666665,1372.0
urtE,Q88DI0_PSEPK,Pp_4845,"Branched-chain amino acid ABC transporter, ATP-binding protein, putative",0.005143266277777777,1373.0
tolA,Q88NI6_PSEPK,Tola,Biopolymer transport protein TolA,0.00512546175,1374.0
dpkA,Q88GX6_PSEPK,Pp_3591,"Malate dehydrogenase, putative",0.005107451666666667,1375.0
PP_1274,Q88ND8_PSEPK,Pp_1274,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.005102910444444444,1376.0
lolB,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,0.005076676555555556,1377.0
kgtP,Q88N16_PSEPK,Pp_1400,Dicarboxylate MFS transporter,0.00505067825,1378.0
ftsK,FTSK_PSEPK,Ftsk,DNA translocase FtsK,0.005041244277777778,1379.0
PP_1549,Q88MM2_PSEPK,Pp_1549,"Transcriptional regulator, Cro/CI family",0.005027074666666667,1380.0
PP_1120,Q88NT4_PSEPK,Pp_1120,Uncharacterized protein,0.00500646425,1381.0
PP_1184,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,0.0049768504444444445,1382.0
PP_4938,Q88D89_PSEPK,Pp_4938,"Glycosyl transferase, putative",0.004933608833333334,1383.0
exbB,Q88C77_PSEPK,Exbb,Ferric siderophore transport system protein ExbB,0.004929223,1384.0
ribD,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,0.004881126111111111,1385.0
PP_1026,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",0.004866819833333333,1386.0
PP_1013,Q88P40_PSEPK,Pp_1013,Histidine kinase,0.004865925555555556,1387.0
pxpA2,Y4577_PSEPK,Pp_4577,UPF0271 protein PP_4577,0.004862585111111112,1388.0
truD,TRUD_PSEPK,Trud,tRNA pseudouridine synthase D,0.004862573722222222,1389.0
nadD,NADD_PSEPK,Nadd,Probable nicotinate-nucleotide adenylyltransferase,0.004831075055555556,1390.0
PP_2380,Q88KB0_PSEPK,Pp_2380,Uncharacterized protein,0.004818076944444445,1391.0
hsdS,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",0.0047827297222222225,1392.0
rseP,Q88MH3_PSEPK,Pp_1598,Zinc metalloprotease,0.004780292944444445,1393.0
epd,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,0.004772935545454545,1394.0
PP_0288,Q88R46_PSEPK,Pp_0288,"Oxalate/formate antiporter, putative",0.0047258,1395.0
PP_0790,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,0.004723392555555556,1396.0
PP_0120,Q88RK9_PSEPK,Pp_0120,"Zinc ABC transporter, periplasmic zinc-binding protein ZnuA, putative",0.004699910166666666,1397.0
PP_4345,Q88EV7_PSEPK,Pp_4345,"Transcriptional regulator, GntR family",0.004677384272727273,1398.0
sbp-II,Q88CK9_PSEPK,Cysp,"Sulfate ABC transporter, periplasmic sulfate-binding protein",0.004670424611111111,1399.0
PP_3155,Q88I46_PSEPK,Pp_3155,"Outer membrane ferric siderophore receptor, putative",0.004663180111111111,1400.0
PP_4923,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,0.004646927166666667,1401.0
pdxH,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,0.004635909666666667,1402.0
PP_1968,Q88LG5_PSEPK,Pp_1968,"Transcriptional regulator, TetR family",0.004635642333333333,1403.0
sbcC,Q88LB1_PSEPK,Sbcc,Exonuclease SbcC,0.004623010555555556,1404.0
fliS,Q88ES8_PSEPK,Flis,Flagellar biosynthetis protein FliS,0.004622872055555556,1405.0
hbd,Q88GG9_PSEPK,Paah,3-hydroxybutyryl-CoA dehydrogenase,0.004621609611111111,1406.0
calB,Q88CR0_PSEPK,Pp_5120,Aldehyde dehydrogenase,0.004596387055555555,1407.0
PP_3092,Q88IA7_PSEPK,Pp_3092,Uncharacterized protein,0.004574142999999999,1408.0
ypfJ,Q88E11_PSEPK,Pp_4657,"Metallopeptidase, zinc binding",0.0045649459444444445,1409.0
mazG,Q88MB7_PSEPK,Pp_1657,MazG family protein,0.004562512714285714,1410.0
PP_5274,Q88CA7_PSEPK,Pp_5274,Uncharacterized protein,0.00455280690909091,1411.0
moeA,Q88L14_PSEPK,Moea,Molybdopterin biosynthesis MoeA protein,0.004539676833333333,1412.0
PP_1218,Q88NI9_PSEPK,Pp_1218,Uncharacterized protein,0.004529391272727273,1413.0
ccmF,Q88EY0_PSEPK,Ccmf,Cytochrome c-type biogenesis protein CcmF,0.004519557636363637,1414.0
mqo3,MQO3_PSEPK,Mqo3,Probable malate:quinone oxidoreductase 3,0.004516267333333334,1415.0
PP_1695,Q88M79_PSEPK,Pp_1695,"Sodium-solute symporter/sensory box histidine kinase/response regulator, putative",0.0044973654444444445,1416.0
pduO,Q88N66_PSEPK,Pp_1349,Uncharacterized protein,0.004486494142857143,1417.0
PP_0580,Q88QB4_PSEPK,Pp_0580,MaoC domain protein,0.004476781,1418.0
PP_0020,Q88RV9_PSEPK,Pp_0020,Uncharacterized protein,0.004471262888888889,1419.0
ubiH,Q88CI2_PSEPK,Ubih,2-octaprenyl-6-methoxyphenyl hydroxylase,0.004453305277777778,1420.0
degS,Q88NB1_PSEPK,Algw,HtrA-like protease AlgW,0.004452964888888889,1421.0
ttgR,TTGR_PSEPK,Ttgr,Probable HTH-type transcriptional regulator TtgR,0.004436536714285714,1422.0
PP_4785,Q88DN9_PSEPK,Pp_4785,Uncharacterized protein,0.0044210640555555555,1423.0
yeaE,Q88I81_PSEPK,Pp_3120,"Oxidoreductase, aldo/keto reductase family",0.004401617611111111,1424.0
PP_4769,Q88DQ4_PSEPK,Pp_4769,Uncharacterized protein,0.004360257111111111,1425.0
PP_3067,Q88ID2_PSEPK,Pp_3067,Uncharacterized protein,0.004351968555555555,1426.0
ttgC,TTGC_PSEPK,Ttgc,Probable efflux pump outer membrane protein TtgC,0.0043464198333333336,1427.0
PP_1191,Q88NL6_PSEPK,Pp_1191,S4 domain protein,0.004333752777777778,1428.0
aguA,AGUA_PSEPK,Agua,Agmatine deiminase,0.004332603666666667,1429.0
hemH,HEMH_PSEPK,Hemh,Ferrochelatase,0.004316391444444445,1430.0
pstS,Q88JJ3_PSEPK,Pp_2656,Phosphate-binding protein PstS,0.0043015776111111105,1431.0
PP_0871,Q88PH9_PSEPK,Pp_0871,"Glycine betaine/carnitine/choline ABC transporter, permease protein, putative",0.004297783714285714,1432.0
PP_2942,Q88IQ7_PSEPK,Pp_2942,Response regulator,0.004277951555555556,1433.0
tdcG-II,Q88P66_PSEPK,Sda-2,"L-serine dehydratase, iron-sulfur-dependent, single chain form",0.004271306818181818,1434.0
PP_3139,Q88I62_PSEPK,Pp_3139,"Glycosyl transferase, group 1 family protein",0.004266427722222222,1435.0
acd,Q88KS3_PSEPK,Pp_2216,Acyl-CoA dehydrogenase family protein,0.004240504,1436.0
PP_3406,Q88HF3_PSEPK,Pp_3406,"Acetyltransferase, GNAT family",0.004229273222222222,1437.0
PP_0599,Q88Q96_PSEPK,Pp_0599,PqiB family protein,0.0042218145555555555,1438.0
PP_5008,Q88D20_PSEPK,Pp_5008,Polyhydroxyalkanoate granule-associated protein GA1,0.004217930777777778,1439.0
PP_1959,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,0.004189445777777778,1440.0
quiP,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,0.004185135222222223,1441.0
dinG,Q88NS9_PSEPK,Pp_1125,"Helicase, putative",0.004173359722222223,1442.0
PP_4949,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,0.004094914055555555,1443.0
PP_1980,Q88LF3_PSEPK,Pp_1980,Uncharacterized protein,0.004086912611111111,1444.0
PP_2164,Q88KX5_PSEPK,Pp_2164,Uncharacterized protein,0.004085874428571429,1445.0
PP_1202,Q88NK5_PSEPK,Pp_1202,"Membrane protein, putative",0.004078454444444445,1446.0
KRT1,K2C1_HUMAN,Krt1,"Keratin, type II cytoskeletal 1",0.004075779944444444,1447.0
PP_2474,Q88K19_PSEPK,Pp_2474,Glutathione S-transferase family protein,0.004051558277777778,1448.0
PP_0165,Q88RG5_PSEPK,Pp_0165,GGDEF domain protein,0.004035156166666667,1449.0
pth,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,0.004030444222222223,1450.0
PP_4602,Q88E65_PSEPK,Pp_4602,"Transcriptional regulator, AraC family",0.0040266622727272725,1451.0
cadA-II,Q88QA8_PSEPK,Pp_0586,Heavy metal translocating P-type ATPase,0.004017967722222222,1452.0
PP_5322,Q88C61_PSEPK,Pp_5322,"Metal ion transporter, putative",0.004015922944444444,1453.0
pilG,Q88D36_PSEPK,Pilg,Type IV pili response regulator PilG,0.00401017725,1454.0
mdtA,Q88GY1_PSEPK,Pp_3585,"RND transporter, membrane fusion protein",0.004006905388888889,1455.0
rlmH,RLMH_PSEPK,Rlmh,Ribosomal RNA large subunit methyltransferase H,0.004006230888888889,1456.0
pucM,Q88F14_PSEPK,Pp_4285,5-hydroxyisourate hydrolase,0.003984904833333334,1457.0
PP_4988,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",0.003962785,1458.0
sdhE,Y1424_PSEPK,Pp_1424,Uncharacterized protein PP_1424,0.003960893722222222,1459.0
PP_5099,Q88CT1_PSEPK,Pp_5099,Uncharacterized protein,0.003939850444444445,1460.0
PP_3691,Q88GN0_PSEPK,Pp_3691,DNA helicase-related protein,0.003934850111111111,1461.0
mltB,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,0.0039227716666666666,1462.0
PP_4488,Q88EH5_PSEPK,Pp_4488,Uncharacterized protein,0.003916012571428572,1463.0
murB,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,0.003914113166666667,1464.0
PP_0019,Q88RW0_PSEPK,Pp_0019,Uncharacterized protein,0.003893614777777778,1465.0
PP_5305,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,0.003887768333333334,1466.0
PP_0742,Q88PV6_PSEPK,Pp_0742,Uncharacterized protein,0.0038589983333333334,1467.0
PP_2032,Q88LA3_PSEPK,Pp_2032,"ATPase, putative",0.0038564255555555557,1468.0
PP_0544,Q88QF0_PSEPK,Pp_0544,Ethanolamine transporter,0.0038549059090909094,1469.0
PP_1418,Q88N00_PSEPK,Pp_1418,"Tricarboxylate transport protein TctC, putative",0.0038483180000000003,1470.0
PP_4942,Q88D85_PSEPK,Pp_4942,Uncharacterized protein,0.003813301928571429,1471.0
PP_3506,Q88H59_PSEPK,Pp_3506,"Magnesium chelatase, subunit ChII",0.0038091285,1472.0
PP_2424,Q88K67_PSEPK,Pp_2424,"RNA 2',3'-cyclic phosphodiesterase",0.0037865682857142857,1473.0
PP_5345,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",0.0037832873888888887,1474.0
PP_2436,Q88K55_PSEPK,Pp_2436,"Transcriptional regulator, LysR family",0.003756746444444445,1475.0
PP_5094,Q88CT6_PSEPK,Pp_5094,Uncharacterized protein,0.003743196277777778,1476.0
PP_2475,Q88K18_PSEPK,Pp_2475,"Transcriptional regulator, TetR family",0.0037380861666666664,1477.0
plsB,PLSB_PSEPK,Plsb,Glycerol-3-phosphate acyltransferase,0.0037257842777777776,1478.0
PP_2330,Q88KG0_PSEPK,Pp_2330,Uncharacterized protein,0.0037025561111111113,1479.0
ruvA,RUVA_PSEPK,Ruva,Holliday junction ATP-dependent DNA helicase RuvA,0.0036921451428571428,1480.0
PP_0285,FETP_PSEPK,Pp_0285,Probable Fe(2+)-trafficking protein,0.003681348277777778,1481.0
PP_4959,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,0.0036792916666666666,1482.0
PP_2673,Q88JH6_PSEPK,Pp_2673,Pentapeptide repeat family protein,0.0036650146666666666,1483.0
ccmE,CCME_PSEPK,Ccme,Cytochrome c-type biogenesis protein CcmE,0.003639026722222222,1484.0
PP_4482,Q88EI1_PSEPK,Pp_4482,"Transcriptional regulator, AraC family",0.0036377742499999997,1485.0
xenB,Q88PD0_PSEPK,Xenb,Xenobiotic reductase B,0.0036300879444444442,1486.0
PP_2323,Q88KG7_PSEPK,Pp_2323,Conserved domain protein,0.003629305545454546,1487.0
yegQ,Q88KT3_PSEPK,Pp_2206,"Peptidase, U32 family",0.00361701,1488.0
PP_0919,Q88PD1_PSEPK,Pp_0919,Uncharacterized protein,0.003610159388888889,1489.0
yqhD,Q88K01_PSEPK,Pp_2492,"Butanol dehydrogenase, NADH-dependent, putative",0.0036077278571428574,1490.0
pilJ,Q88D39_PSEPK,Pilj,Type IV pili methyl-accepting chemotaxis transducer PilJ,0.0035927443333333333,1491.0
recQ,Q88EE9_PSEPK,Recq,ATP-dependent DNA helicase RecQ,0.003566943333333333,1492.0
amiD,Q88RJ9_PSEPK,Pp_0130,N-acetylmuramoyl-L-alanine amidase family protein,0.0035450154285714282,1493.0
sbcD,Q88LB0_PSEPK,Sbcd,Exonuclease SbcD,0.0035377309444444443,1494.0
trhO,Y1758_PSEPK,Pp_1758,UPF0176 protein PP_1758,0.003529759909090909,1495.0
PP_3135,Q88I66_PSEPK,Pp_3135,"Glycosyl transferase, putative",0.003506314166666666,1496.0
osmC,Q88RP0_PSEPK,Osmc,Osmotically inducible protein OsmC,0.0034982166666666665,1497.0
PP_4521,Q88EE4_PSEPK,Pp_4521,"Aerotaxis receptor, putative",0.0034954068333333333,1498.0
ureB,URE2_PSEPK,Ureb,Urease subunit beta,0.0034877342777777775,1499.0
PP_3441,Q88HB9_PSEPK,Pp_3441,Uncharacterized protein,0.0034541325,1500.0
mcpA,Q88KP1_PSEPK,Pp_2249,Methyl-accepting chemotaxis transducer,0.0034472181666666667,1501.0
PP_4849,Q88DH6_PSEPK,Pp_4849,"DnaK protein, putative",0.0034298499444444445,1502.0
aroK,AROK_PSEPK,Arok,Shikimate kinase,0.0034155498888888886,1503.0
PP_1792,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",0.0034140622222222222,1504.0
PP_0983,Q88P70_PSEPK,Pp_0983,Uncharacterized protein,0.0033982319999999997,1505.0
PP_5002,Q88D26_PSEPK,Pp_5002,Uncharacterized protein,0.003388083722222222,1506.0
PP_2354,Q88KD6_PSEPK,Pp_2354,Sensory box histidine kinase/response regulator,0.0033860705,1507.0
PP_1201,Q88NK6_PSEPK,Pp_1201,Uncharacterized protein,0.0033760422777777774,1508.0
PP_0178,Q88RF2_PSEPK,Pp_0178,"Efflux transporter, membrane fusion protein, putative",0.003369794388888889,1509.0
PP_5160,Q88CM0_PSEPK,Pp_5160,Uncharacterized protein,0.0033605277222222224,1510.0
PP_2016,Q88LB9_PSEPK,Pp_2016,Uncharacterized protein,0.003344501222222222,1511.0
PP_4916,Q88DB1_PSEPK,Pp_4916,Uncharacterized protein,0.0033335726666666667,1512.0
flgF,Q88ER7_PSEPK,Flgf,Flagellar basal-body rod protein FlgF,0.0033229869444444445,1513.0
livF-II,Q88DG2_PSEPK,Pp_4863,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.0033212838333333333,1514.0
PP_1631,Q88ME2_PSEPK,Pp_1631,Uncharacterized protein,0.003301581333333333,1515.0
potF-II,Q88I54_PSEPK,Pp_3147,"Periplasmic polyamine-binding protein, putative",0.0032501282142857143,1516.0
hemA,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,0.003247325944444444,1517.0
PP_2296,Q88KJ4_PSEPK,Pp_2296,Uncharacterized protein,0.003231745777777778,1518.0
pncC,Q88ME5_PSEPK,Pp_1628,CinA domain protein,0.003224970636363636,1519.0
aat,LFTR_PSEPK,Aat,Leucyl/phenylalanyl-tRNA--protein transferase,0.003213972857142857,1520.0
fadH,Q88LC7_PSEPK,Fadh,"2,4-dienoyl-CoA reductase FadH",0.0032091677777777777,1521.0
ispF,ISPF_PSEPK,Ispf,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.0031912654444444443,1522.0
PP_1459,Q88MV9_PSEPK,Pp_1459,CBS domain protein,0.0031709888888888887,1523.0
PP_0430,Q88QQ8_PSEPK,Pp_0430,Uncharacterized protein,0.003157974277777778,1524.0
PP_4539,Q88EC7_PSEPK,Pp_4539,"Transcriptional regulator, LysR family",0.003115170111111111,1525.0
nuoL,Q88FG7_PSEPK,Nuol,"NADH dehydrogenase I, L subunit",0.003112556714285714,1526.0
PP_4668,Q88E00_PSEPK,Pp_4668,"Transcriptional regulator, LysR family",0.0031094288181818183,1527.0
PP_4932,Q88D95_PSEPK,Pp_4932,Uncharacterized protein,0.0031043392142857144,1528.0
PP_2213,Q88KS6_PSEPK,Faddx,Acyl-CoA ligase,0.0030943888888888887,1529.0
PP_2130,Q88L07_PSEPK,Pp_2130,"Soluble lytic transglycosylase, putative",0.0030836477777777776,1530.0
dadX,Q88CB2_PSEPK,Dadx,Alanine racemase,0.0030700723888888886,1531.0
PP_1122,Q88NT2_PSEPK,Pp_1122,OmpA family protein,0.0030513747222222225,1532.0
folA,Q88CP8_PSEPK,Fola,Dihydrofolate reductase,0.003048099111111111,1533.0
PP_5267,Q88CB4_PSEPK,Pp_5267,Cytochrome c5,0.0030367126666666668,1534.0
PP_3227,Q88HX6_PSEPK,Pp_3227,"Transcriptional regulator, LysR family",0.003018225222222222,1535.0
hsdR,Q88DS9_PSEPK,Hsdr,"Type I restriction-modification system, R subunit",0.0030001878888888892,1536.0
PP_4543,Q88EC3_PSEPK,Pp_4543,Uncharacterized protein,0.002980771777777778,1537.0
birA,Q88QQ1_PSEPK,Bira,Bifunctional ligase/repressor BirA,0.0029796465,1538.0
estC,Q88NS7_PSEPK,Estc,Carboxylesterase,0.0029780864444444444,1539.0
ihfB,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,0.0029752369444444446,1540.0
opdP,Q88PG7_PSEPK,Pp_0883,"Porin, putative",0.002974151555555556,1541.0
PP_4954,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,0.0029653910555555558,1542.0
PP_5147,Q88CN3_PSEPK,Pp_5147,"Hydrolase, haloacid dehalogenase-like family",0.0029513315,1543.0
xenA,Q88NF7_PSEPK,Xena,Xenobiotic reductase A,0.0029491458571428574,1544.0
PP_2345,Q88KE5_PSEPK,Pp_2345,Uncharacterized protein,0.0029451959444444444,1545.0
mtnA,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,0.0029419574444444446,1546.0
PP_0694,Q88Q04_PSEPK,Pp_0694,Uncharacterized protein,0.0029348880555555555,1547.0
PP_1146,Q88NQ9_PSEPK,Pp_1146,Uncharacterized protein,0.002926220166666667,1548.0
maf-2,Y1909_PSEPK,Maf-2,Maf-like protein PP_1909,0.0029199740555555555,1549.0
PP_5330,Q88C53_PSEPK,Pp_5330,Major facilitator family transporter,0.0029132382857142854,1550.0
hda,Q88MA6_PSEPK,Pp_1668,DnaA family protein,0.0028992695555555554,1551.0
smc,Q88F23_PSEPK,Smc,Chromosome partition protein Smc,0.0028967801666666664,1552.0
PP_4983,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,0.0028873705,1553.0
PP_4652,Q88E16_PSEPK,Pp_4652,"Membrane protein, putative",0.002881087142857143,1554.0
PP_5391,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,0.0028798034444444446,1555.0
PP_4306,Q88EZ4_PSEPK,Pp_4306,Uncharacterized protein,0.0028790130555555555,1556.0
PP_0938,Q88PB2_PSEPK,Pp_0938,Uncharacterized protein,0.002876417166666667,1557.0
mscMB,Q88ED2_PSEPK,Pp_4533,Uncharacterized protein,0.002870566388888889,1558.0
plsX,PLSX_PSEPK,Plsx,Phosphate acyltransferase,0.0028604166666666665,1559.0
PP_2125,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,0.002856365944444444,1560.0
PP_3546,Q88H19_PSEPK,Pp_3546,Sensory box histidine kinase/response regulator,0.002855809,1561.0
cadA-III,Q88CP1_PSEPK,Cada-2,Cadmium translocating P-type ATPase,0.0028487508333333335,1562.0
rbsR,Q88K35_PSEPK,Rbsr,Ribose operon repressor,0.0028460954444444447,1563.0
frmC,Q88MF4_PSEPK,Pp_1617,"Esterase, putative",0.0028437344285714285,1564.0
PP_4906,Q88DC1_PSEPK,Pp_4906,Uncharacterized protein,0.002836120611111111,1565.0
PP_3093,Q88IA6_PSEPK,Pp_3093,Uncharacterized protein,0.0028329649285714284,1566.0
PP_1806,Q88LX1_PSEPK,Pp_1806,Arabinose 5-phosphate isomerase,0.0028221252777777778,1567.0
PP_3288,Q88HR5_PSEPK,Pp_3288,Universal stress protein family,0.0028201844444444447,1568.0
PP_2387,Q88KA3_PSEPK,Pp_2387,Uncharacterized protein,0.002816464777777778,1569.0
fdoH,Q88QK1_PSEPK,Pp_0490,"Formate dehydrogenase, iron-sulfur subunit",0.002815855888888889,1570.0
PP_3557,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0.0028019810000000003,1571.0
PP_1901,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,0.0027992582777777776,1572.0
hisE,HIS2_PSEPK,Hise,Phosphoribosyl-ATP pyrophosphatase,0.0027962209444444444,1573.0
PP_5019,Q88D10_PSEPK,Pp_5019,Ribosomal RNA small subunit methyltransferase E,0.0027953093888888887,1574.0
nicR,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,0.0027756927777777777,1575.0
PP_2325,Q88KG5_PSEPK,Pp_2325,2-dehydropantoate 2-reductase,0.0027593538333333333,1576.0
PP_3598,Q88GW9_PSEPK,Pp_3598,Uncharacterized protein,0.0027544355714285715,1577.0
potA,Q88QS7_PSEPK,Pp_0411,Polyamine-transporting ATPase,0.0027505035555555556,1578.0
PP_3627,Q88GU0_PSEPK,Pp_3627,Uncharacterized protein,0.00272339575,1579.0
PP_3024,Q88IH5_PSEPK,Pp_3024,Uncharacterized protein,0.0027217346666666667,1580.0
PP_3758,Q88GG6_PSEPK,Pp_3758,Response regulator/sensor histidine kinase,0.0027164100555555556,1581.0
cobJ,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,0.002709793727272727,1582.0
PP_4504,Q88EG1_PSEPK,Pp_4504,Uncharacterized protein,0.002707675,1583.0
PP_4775,Q88DP8_PSEPK,Pp_4775,Uncharacterized protein,0.0027007029444444442,1584.0
PP_3192,Q88I10_PSEPK,Pp_3192,Uncharacterized protein,0.002689794857142857,1585.0
xseA,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,0.002682735388888889,1586.0
PP_3125,Q88I76_PSEPK,Pp_3125,"Transcriptional regulator, Cro/CI family",0.0026755332777777777,1587.0
fliA,Q88EW1_PSEPK,Flia,RNA polymerase sigma factor FliA,0.002674212166666667,1588.0
PP_1498,Q88MS1_PSEPK,Pp_1498,"Lipoprotein, putative",0.0026610646666666666,1589.0
PP_2950,Q88IP9_PSEPK,Pp_2950,Uncharacterized protein,0.002658457181818182,1590.0
srkA,Q88QX5_PSEPK,Pp_0359,Uncharacterized protein,0.0026574211666666667,1591.0
PP_0521,Q88QH2_PSEPK,Pp_0521,Uncharacterized protein,0.0026424375555555556,1592.0
PP_0357,Q88QX7_PSEPK,Pp_0357,ACT domain protein,0.0026274527777777777,1593.0
PP_3033,Q88IG6_PSEPK,Pp_3033,"Pyocin R2_PP, transcriptional repressor, CI/C2 family",0.0026186532857142854,1594.0
PP_5133,Q88CP7_PSEPK,Pp_5133,Uncharacterized protein,0.002616618611111111,1595.0
PP_1633,Q88ME0_PSEPK,Pp_1633,Uncharacterized protein,0.0026149658333333332,1596.0
recB,Q88DZ5_PSEPK,Recb,RecBCD enzyme subunit RecB,0.0026127153333333334,1597.0
PP_0439,Q88QP9_PSEPK,Pp_0439,Uncharacterized protein,0.0025968090000000003,1598.0
argC2,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,0.0025950263333333334,1599.0
PP_4249,Q88F50_PSEPK,Pp_4249,Uncharacterized protein,0.002587004909090909,1600.0
PP_1775,Q88M01_PSEPK,Pp_1775,Metallo-beta-lactamase family protein,0.002582711,1601.0
aldA,Q88K06_PSEPK,Pp_2487,Aldehyde dehydrogenase family protein,0.0025804115555555555,1602.0
PP_3629,Q88GT8_PSEPK,Pp_3629,Uncharacterized protein,0.0025723210555555556,1603.0
